VSH_TAU_0,VSH_TAU_SAT,VSH_B,AI_N,AI_GAMMA0,valid_x_end,valid_y_1,valid_y_2,valid_y_3,valid_y_4,valid_y_5,valid_y_6,valid_y_7,valid_y_8,valid_y_9,valid_y_10,valid_y_11,valid_y_12,valid_y_13,valid_y_14,valid_y_15,valid_y_16,valid_y_17,valid_y_18,valid_y_19,valid_y_20,prd_x_end,prd_y_1,prd_y_2,prd_y_3,prd_y_4,prd_y_5,prd_y_6,prd_y_7,prd_y_8,prd_y_9,prd_y_10,prd_y_11,prd_y_12,prd_y_13,prd_y_14,prd_y_15,prd_y_16,prd_y_17,prd_y_18,prd_y_19,prd_y_20
499.99999999999943,999.999999999999,9.999999999999995,1.0,3.333299999999998e-05,0.19769041743634005,601.1699999999997,774.9999999999998,972.0599999999995,1128.7,1279.6999999999991,1425.7999999999981,1567.8999999999985,1706.4999999999986,1815.199999999999,1922.3999999999992,2028.0999999999976,2132.6999999999985,2236.0999999999995,2338.699999999997,2440.599999999997,2516.599999999999,2592.2,2692.699999999998,2767.799999999998,2842.6999999999957,0.2246594665381798,602.9937810007389,813.4312062096787,998.9551844549827,1169.9652855521047,1331.1685321183331,1481.062653936969,1624.01728297344,1757.5871289253241,1882.8258657443755,2003.012333122242,2118.2396982704454,2227.0228895080572,2329.520613716533,2424.2519649852047,2516.86669693501,2608.7547963325164,2691.338584665682,2779.4185530782374,2857.855830201088,2933.282441493366
100.0,1499.9999999999989,1.0,4.999999999999999,3.333299999999998e-05,0.32141503264799,408.8199999999997,490.53,592.4799999999998,716.3099999999993,813.4099999999997,908.999999999999,1026.5999999999995,1119.2999999999988,1233.6999999999985,1323.9999999999993,1413.4999999999995,1502.0999999999988,1611.6999999999982,1698.5,1784.4999999999977,1869.7999999999988,1954.3999999999983,2038.0999999999976,2121.0999999999985,2203.1999999999985,0.33979863993580683,398.01655968676454,514.3707288373947,632.5584180653362,746.7623315021494,856.976033397986,964.737501325075,1067.9545533225025,1167.3009757453858,1265.5766921595691,1358.892756232242,1451.4805488814943,1543.2266849118319,1631.2058187613027,1718.3955195408591,1805.040034409788,1890.9463896844609,1974.4077030544454,2064.675120426941,2157.790008050801,2253.315089580294
399.9999999999997,499.99999999999943,0.10000000000000005,10.0,3.333299999999998e-05,0.30899296931290005,871.6599999999991,993.579999999999,1035.399999999999,1066.7999999999997,1082.9999999999989,1101.9999999999989,1111.6999999999998,1119.2999999999988,1125.0999999999995,1128.899999999999,1130.499999999999,1129.599999999999,1123.1999999999991,1115.1999999999998,1104.0999999999992,1089.9999999999993,1062.7999999999995,1026.299999999999,977.7599999999993,899.2399999999999,0.3060257146599145,891.0829469600225,990.7318478648133,1032.1633379653617,1054.459014465012,1070.126579132373,1082.113044790252,1092.5834883055747,1100.7320470516272,1108.3884926746462,1112.7582419258215,1115.793267352899,1117.1650073152307,1115.3124799199165,1111.2475921812531,1103.379363645497,1091.3296607770724,1073.2319399814232,1045.0544418294176,1009.4803323015301,963.8322727810926
100.0,1999.9999999999982,1.0,14.999999999999996,3.333299999999998e-05,0.27815314498442006,374.64,475.72999999999973,616.3199999999998,724.1699999999994,829.8299999999996,959.4899999999994,1061.599999999999,1162.399999999999,1286.8999999999992,1385.3999999999996,1483.099999999999,1604.0999999999979,1700.2999999999984,1795.7999999999988,1890.8999999999976,1985.4999999999982,2079.5999999999985,2173.3999999999987,2266.699999999998,2359.5999999999985,0.2443784671313278,364.37220242634197,479.1652307225787,594.1213059882487,705.6392156266495,815.2591722960522,923.4778446778218,1028.4414087104537,1130.135761982304,1232.105880369389,1329.5981045543656,1427.5411499973886,1526.141203428956,1621.7176957073561,1717.9209396895135,1814.5704659291669,1912.4493474311216,2008.9655333306353,2115.7202473496277,2229.0489237207707,2347.308081231622
299.99999999999983,999.999999999999,9.999999999999995,10.0,3.333299999999998e-05,0.16339330102634003,701.5999999999998,982.4999999999995,1179.9000000000003,1398.9000000000003,1578.7999999999977,1752.5999999999997,1893.2999999999993,2030.8999999999987,2165.499999999999,2297.4999999999977,2401.2999999999993,2503.499999999997,2579.0999999999985,2678.399999999999,2751.7999999999993,2823.999999999997,2894.9999999999955,2941.5999999999985,2987.3999999999974,3054.699999999999,0.13543673923145286,662.2159588477307,899.0615911581418,1089.9426551705815,1252.9894786195186,1405.7072339174597,1544.5498527059635,1674.5803569062964,1792.235834044201,1905.078550295628,2006.3844477357259,2102.383957605643,2194.957759380998,2276.2609045631684,2352.2277825331907,2420.902292170595,2483.3907594359935,2532.5753703114774,2573.6535196129284,2601.2531839911667,2612.2783509397536
499.99999999999943,1999.9999999999982,1.0,1.0,3.333299999999998e-05,0.22761947467378002,591.4299999999995,750.72,900.2499999999993,1043.2999999999993,1154.2999999999993,1262.899999999999,1396.199999999999,1501.099999999999,1604.899999999999,1707.6999999999998,1809.899999999998,1911.4999999999975,2012.5999999999974,2088.299999999999,2188.899999999999,2289.499999999999,2389.899999999998,2465.3000000000006,2565.7999999999975,2641.2,0.24133414550277324,568.2006052518523,732.4006115898102,871.7046856907155,998.3287584665188,1117.1497477551404,1230.3152982139134,1340.6014456637374,1448.4112173296721,1553.0252531420417,1654.5155226248596,1757.9918919981228,1857.5359829403476,1958.3559124118121,2055.64006239967,2157.771552216035,2265.1666941468307,2372.2100322582683,2491.0788043444904,2619.6224359614403,2760.592150946739
199.99999999999983,1499.9999999999989,0.10000000000000005,10.0,3.333299999999998e-05,0.46571355167243006,525.8399999999998,574.0699999999995,597.4499999999999,626.3299999999997,647.0099999999995,667.0799999999998,693.0199999999992,711.8999999999996,730.3199999999996,754.16,771.4799999999991,793.8299999999996,809.9899999999993,830.6899999999996,845.5499999999993,864.389999999999,882.0599999999997,898.4299999999996,913.3699999999991,926.6899999999995,0.41548890176503306,527.8215341701417,564.2218449086207,589.064275071419,613.0663276544292,634.8000896021924,657.5000428082149,679.8063277096022,701.9422100526748,723.9049113039472,745.7126765943248,767.7773382004929,789.0910599017487,810.5628048199655,831.0307148152428,850.9979700529553,870.8660340114069,888.5190998178564,905.4916453570726,921.2755194809615,933.2517471836925
399.9999999999997,1499.9999999999989,9.999999999999995,4.999999999999999,3.333299999999998e-05,0.09337549689116506,597.5499999999994,831.2099999999992,1047.6999999999996,1185.499999999999,1352.1999999999994,1513.4999999999982,1670.3999999999992,1793.1999999999985,1943.599999999998,2061.899999999999,2178.4999999999977,2322.2999999999975,2435.9999999999995,2520.499999999999,2632.399999999998,2743.4999999999977,2826.299999999999,2936.1999999999957,3018.2,3099.9999999999964,0.09522229557183785,594.0489492742989,827.146701065522,1017.3908038656864,1182.3818552069079,1340.621836581394,1487.7304789299121,1629.7097475100772,1763.6159451463714,1895.0756530780288,2016.0163552398965,2137.0189604620823,2255.144500782057,2367.1353792321315,2475.6023887038023,2583.1320917454545,2691.143406141241,2791.1843613021415,2892.820076181903,2995.33576809906,3093.624181477394
399.9999999999997,1999.9999999999982,9.999999999999995,10.0,3.333299999999998e-05,0.06571208816265499,514.5599999999997,804.4199999999993,955.2499999999991,1135.499999999999,1274.499999999999,1443.0999999999985,1574.299999999998,1702.6999999999982,1859.6999999999987,1982.9999999999984,2104.3999999999983,2224.0999999999985,2371.699999999999,2488.2999999999975,2603.7999999999984,2718.399999999997,2803.7999999999993,2916.8999999999983,3029.399999999996,3113.399999999994,0.07195587484108022,542.7207693963334,768.9933501716702,955.5176386984822,1118.6602572422555,1278.1221311451686,1428.854235230567,1576.6367413173282,1718.617271583474,1860.8384646447212,1992.7480198642495,2128.0276447556107,2262.3872227602865,2393.104991245908,2522.798186423978,2654.9728231036165,2791.693432397545,2924.149436672349,3064.5163104661024,3216.539283485106,3372.7676755130874
499.99999999999943,499.99999999999943,1.0,14.999999999999996,3.333299999999998e-05,0.33107674814692006,1096.399999999999,1235.899999999999,1331.6,1383.2999999999986,1448.299999999998,1494.999999999998,1540.1999999999991,1569.5999999999979,1612.599999999999,1654.2000000000003,1694.2999999999984,1719.999999999999,1756.8999999999985,1791.4000000000003,1812.5999999999979,1840.7999999999986,1862.9999999999998,1872.999999999998,1878.699999999998,1870.0999999999992,0.3802679461682308,1091.2090501034754,1277.8595213525768,1383.7982695128576,1459.8095611103372,1521.2324575097107,1573.3855987050317,1619.8751391260807,1658.4441259736254,1693.3095524030607,1723.512675924241,1748.4473891707457,1770.553442310945,1785.8261089604125,1795.5922225571776,1798.6228627790736,1794.6247567175787,1779.5989767142173,1750.3413159321183,1705.0043408195272,1643.9136999792147
