D0,QD,FN0,QFN,T0,gamma,Nc,D,FN,realisation,temperature,stress,time_primary,strain_primary,time_secondary,strain_secondary,time_tertiary,strain_tertiary,time_failure,strain_failure
3.15E-07,73400,8711000000,65150,254,0.3711,0.0002991,1.73E-11,1441911.339,0,900,38,195171.7282,0.002857574,118321.3504,0.001816301,195171.7282,0.002857574,195171.7282,0.002857574
3.15E-07,73400,13070000000,97730,254,0.3711,0.0002991,1.73E-11,27815.7783,0,900,38,1147920.808,0.014390709,831120.8076,0.010498559,1147920.808,0.014390709,1147920.808,0.014390709
3.15E-07,73400,13070000000,81440,254,0.3711,0.0002991,1.73E-11,245311.9324,0,900,38,557520.8076,0.007681456,266110.5384,0.00363969,557520.8076,0.007681456,557520.8076,0.007681456
3.15E-07,73400,13070000000,65150,254,0.3711,0.0002991,1.73E-11,2163446.355,0,900,38,189260.1606,0.003448789,78910.90027,0.001322224,189260.1606,0.003448789,189260.1606,0.003448789
4.72E-07,110100,4356000000,97730,254,0.3711,0.0002991,1.92E-13,9270.507288,0,900,38,7887120.808,0.094176517,3279120.808,0.039351154,7887120.808,0.094176517,7887120.808,0.094176517
4.72E-07,110100,4356000000,81440,254,0.3711,0.0002991,1.92E-13,81758.13141,0,900,38,3279120.808,0.039718986,2703120.808,0.032627048,3279120.808,0.039718986,3279120.808,0.039718986
4.72E-07,110100,4356000000,65150,254,0.3711,0.0002991,1.92E-13,721038.4334,0,900,38,1291920.808,0.016109011,975120.8076,0.012218565,1291920.808,0.016109011,1291920.808,0.016109011
4.72E-07,110100,8711000000,97730,254,0.3711,0.0002991,1.92E-13,18538.88636,0,900,38,5439120.808,0.064965306,3279120.808,0.039354345,5439120.808,0.064965306,5439120.808,0.064965306
4.72E-07,110100,8711000000,81440,254,0.3711,0.0002991,1.92E-13,163497.4937,0,900,38,2271120.808,0.02780286,1839120.808,0.022481767,2271120.808,0.02780286,2271120.808,0.02780286
4.72E-07,110100,8711000000,65150,254,0.3711,0.0002991,1.92E-13,1441911.339,0,900,38,859920.8076,0.010896797,687120.8076,0.008756,859920.8076,0.010896797,859920.8076,0.010896797
1.57E-07,110100,13070000000,97730,254,0.3711,0.0002991,6.41E-14,27815.7783,0,900,38,6591120.808,0.078663279,3279120.808,0.039351782,6591120.808,0.078663279,6591120.808,0.078663279
4.72E-07,110100,13070000000,97730,254,0.3711,0.0002991,1.92E-13,27815.7783,0,900,38,4431120.808,0.053194082,3279120.808,0.039358392,4431120.808,0.053194082,4431120.808,0.053194082
4.72E-07,110100,13070000000,81440,254,0.3711,0.0002991,1.92E-13,245311.9324,0,900,38,1867920.808,0.023441901,1407120.808,0.017370077,1867920.808,0.023441901,1867920.808,0.023441901
4.72E-07,110100,13070000000,65150,254,0.3711,0.0002991,1.92E-13,2163446.355,0,900,38,715920.8076,0.009200879,543120.8076,0.007013177,715920.8076,0.009200879,715920.8076,0.009200879
4.72E-07,91750,4356000000,97730,254,0.3711,0.0002991,2.23E-12,9270.507288,0,900,38,3883920.808,0.046826078,2991120.808,0.03599813,3883920.808,0.046826078,3883920.808,0.046826078
4.72E-07,91750,4356000000,81440,254,0.3711,0.0002991,2.23E-12,81758.13141,0,900,38,1579920.808,0.019587807,1263120.808,0.01566403,1579920.808,0.019587807,1579920.808,0.019587807
4.72E-07,91750,4356000000,65150,254,0.3711,0.0002991,2.23E-12,721038.4334,0,900,38,715920.8076,0.009588579,399120.8076,0.005262447,715920.8076,0.009588579,715920.8076,0.009588579
4.72E-07,91750,8711000000,97730,254,0.3711,0.0002991,2.23E-12,18538.88636,0,900,38,2731920.808,0.033470723,2127120.808,0.025876039,2731920.808,0.033470723,2731920.808,0.033470723
4.72E-07,91750,8711000000,81440,254,0.3711,0.0002991,2.23E-12,163497.4937,0,900,38,1133520.808,0.014323414,831120.8076,0.010495347,1133520.808,0.014323414,1133520.808,0.014323414
4.72E-07,91750,8711000000,65150,254,0.3711,0.0002991,2.23E-12,1441911.339,0,900,38,427920.8076,0.005753657,266110.5384,0.003637228,427920.8076,0.005753657,427920.8076,0.005753657
4.72E-07,91750,13070000000,97730,254,0.3711,0.0002991,2.23E-12,27815.7783,0,900,38,2155920.808,0.02646389,1695120.808,0.020785578,2155920.808,0.02646389,2155920.808,0.02646389
1.57E-07,110100,13070000000,81440,254,0.3711,0.0002991,6.41E-14,245311.9324,0,900,38,2731920.808,0.033446538,2271120.808,0.027562346,2731920.808,0.033446538,2731920.808,0.033446538
4.72E-07,91750,13070000000,81440,254,0.3711,0.0002991,2.23E-12,245311.9324,0,900,38,859920.8076,0.010951817,687120.8076,0.0087611,859920.8076,0.010951817,859920.8076,0.010951817
4.72E-07,91750,13070000000,65150,254,0.3711,0.0002991,2.23E-12,2163446.355,0,900,38,412421.8345,0.005958163,177437.0256,0.002544306,412421.8345,0.005958163,412421.8345,0.005958163
4.72E-07,73400,4356000000,97730,254,0.3711,0.0002991,2.60E-11,9270.507288,0,900,38,1867920.808,0.023222291,1407120.808,0.017385337,1867920.808,0.023222291,1867920.808,0.023222291
4.72E-07,73400,4356000000,81440,254,0.3711,0.0002991,2.60E-11,81758.13141,0,900,38,715920.8076,0.009219618,543120.8076,0.007024928,715920.8076,0.009219618,715920.8076,0.009219618
4.72E-07,73400,4356000000,65150,254,0.3711,0.0002991,2.60E-11,721038.4334,0,900,38,292712.5922,0.004412914,118321.3504,0.001814234,292712.5922,0.004412914,292712.5922,0.004412914
4.72E-07,73400,8711000000,97730,254,0.3711,0.0002991,2.60E-11,18538.88636,0,900,38,1335120.808,0.016888117,975120.8076,0.012234584,1335120.808,0.016888117,1335120.808,0.016888117
4.72E-07,73400,8711000000,81440,254,0.3711,0.0002991,2.60E-11,163497.4937,0,900,38,571920.8076,0.007892801,266110.5384,0.003640336,571920.8076,0.007892801,571920.8076,0.007892801
4.72E-07,73400,8711000000,65150,254,0.3711,0.0002991,2.60E-11,1441911.339,0,900,38,189260.1606,0.00321827,78910.90027,0.001322698,189260.1606,0.00321827,189260.1606,0.00321827
4.72E-07,73400,13070000000,97730,254,0.3711,0.0002991,2.60E-11,27815.7783,0,900,38,1003920.808,0.012736323,687120.8076,0.00876508,1003920.808,0.012736323,1003920.808,0.012736323
4.72E-07,73400,13070000000,81440,254,0.3711,0.0002991,2.60E-11,245311.9324,0,900,38,427920.8076,0.006090811,266110.5384,0.003646536,427920.8076,0.006090811,427920.8076,0.006090811
1.57E-07,110100,13070000000,65150,254,0.3711,0.0002991,6.41E-14,2163446.355,0,900,38,1133520.808,0.01427929,831120.8076,0.010489651,1133520.808,0.01427929,1133520.808,0.01427929
4.72E-07,73400,13070000000,65150,254,0.3711,0.0002991,2.60E-11,2163446.355,0,900,38,130144.4854,0.002091517,52637.26685,0.000989703,130144.4854,0.002091517,130144.4854,0.002091517
1.57E-07,91750,4356000000,97730,254,0.3711,0.0002991,7.45E-13,9270.507288,0,900,38,5871120.808,0.070036152,3279120.808,0.039354222,5871120.808,0.070036152,5871120.808,0.070036152
1.57E-07,110100,4356000000,81440,254,0.3711,0.0002991,9.58E-16,3648.262881,1,700,105,5871120.808,0.021554355,22575120.81,0.069203491,31359120.81,0.093908692,31359120.81,0.093908692
1.57E-07,91750,4356000000,81440,254,0.3711,0.0002991,2.24E-14,3648.262881,1,700,105,2991120.808,0.012080448,12063120.81,0.040067926,13359120.81,0.043962518,13359120.81,0.043962518
1.57E-07,91750,4356000000,65150,254,0.3711,0.0002991,2.24E-14,59928.81807,1,700,105,90,0.00016021,3855120.808,0.015039588,4575120.808,0.017641344,4575120.808,0.017641344
1.57E-07,91750,8711000000,97730,254,0.3711,0.0002991,2.24E-14,444.1367181,1,700,105,5727120.808,0.021100221,22287120.81,0.068424871,27615120.81,0.083489392,27615120.81,0.083489392
1.57E-07,91750,8711000000,81440,254,0.3711,0.0002991,2.24E-14,7295.688236,1,700,105,1119120.808,0.005329081,8175120.808,0.028681094,9183120.808,0.031876908,9183120.808,0.031876908
1.57E-07,91750,8711000000,65150,254,0.3711,0.0002991,2.24E-14,119843.8784,1,700,105,3135120.808,0.012715083,2703120.808,0.011106826,3135120.808,0.012715083,3135120.808,0.012715083
1.57E-07,91750,13070000000,97730,254,0.3711,0.0002991,2.24E-14,666.3835272,1,700,105,5439120.808,0.020185102,19407120.81,0.060545649,21999120.81,0.067957536,21999120.81,0.067957536
1.57E-07,91750,13070000000,81440,254,0.3711,0.0002991,2.24E-14,10946.46369,1,700,105,399120.8076,0.002492217,6447120.808,0.023389449,7311120.808,0.026205468,7311120.808,0.026205468
1.57E-07,91750,13070000000,65150,254,0.3711,0.0002991,2.24E-14,179813.9697,1,700,105,2559120.808,0.010707715,2127120.808,0.009067159,2559120.808,0.010707715,2559120.808,0.010707715
1.57E-07,73400,4356000000,97730,254,0.3711,0.0002991,5.25E-13,222.0938519,1,700,105,3999120.808,0.015497612,14799120.81,0.047813953,16383120.81,0.052447271,16383120.81,0.052447271
1.57E-07,73400,4356000000,81440,254,0.3711,0.0002991,5.25E-13,3648.262881,1,700,105,360,0.000643113,4863120.808,0.018367877,5583120.808,0.020826025,5583120.808,0.020826025
1.57E-07,110100,4356000000,65150,254,0.3711,0.0002991,9.58E-16,59928.81807,1,700,105,1695120.808,0.007477006,9327120.808,0.032114645,10335120.81,0.035252612,10335120.81,0.035252612
1.57E-07,73400,4356000000,65150,254,0.3711,0.0002991,5.25E-13,59928.81807,1,700,105,1983120.808,0.008646966,1551120.808,0.006974787,1983120.808,0.008646966,1983120.808,0.008646966
1.57E-07,73400,8711000000,97730,254,0.3711,0.0002991,5.25E-13,444.1367181,1,700,105,2127120.808,0.009045197,10191120.81,0.034669633,11343120.81,0.038204582,11343120.81,0.038204582
1.57E-07,73400,8711000000,81440,254,0.3711,0.0002991,5.25E-13,7295.688236,1,700,105,3855120.808,0.015160477,3279120.808,0.013101352,3855120.808,0.015160477,3855120.808,0.015160477
1.57E-07,73400,8711000000,65150,254,0.3711,0.0002991,5.25E-13,119843.8784,1,700,105,1551120.808,0.007350891,1119120.808,0.00535702,1551120.808,0.007350891,1551120.808,0.007350891
1.57E-07,73400,13070000000,97730,254,0.3711,0.0002991,5.25E-13,666.3835272,1,700,105,1119120.808,0.00533083,8175120.808,0.028692555,9183120.808,0.031898699,9183120.808,0.031898699
1.57E-07,73400,13070000000,81440,254,0.3711,0.0002991,5.25E-13,10946.46369,1,700,105,3135120.808,0.012721516,2703120.808,0.011115217,3135120.808,0.012721516,3135120.808,0.012721516
1.57E-07,73400,13070000000,65150,254,0.3711,0.0002991,5.25E-13,179813.9697,1,700,105,1263120.808,0.006152704,831120.8076,0.004243195,1263120.808,0.006152704,1263120.808,0.006152704
3.15E-07,110100,4356000000,81440,254,0.3711,0.0002991,1.92E-15,3648.262881,1,700,105,5727120.808,0.021100041,20991120.81,0.064880774,24159120.81,0.073917066,24159120.81,0.073917066
3.15E-07,110100,4356000000,65150,254,0.3711,0.0002991,1.92E-15,59928.81807,1,700,105,687120.8076,0.003655157,7167120.808,0.025614106,8031120.808,0.028418049,8031120.808,0.028418049
3.15E-07,110100,8711000000,81440,254,0.3711,0.0002991,1.92E-15,7295.688236,1,700,105,4143120.808,0.015972797,14799120.81,0.047796501,16527120.81,0.052855748,16527120.81,0.052855748
3.15E-07,110100,8711000000,65150,254,0.3711,0.0002991,1.92E-15,119843.8784,1,700,105,360,0.000642435,4863120.808,0.018356593,5583120.808,0.020875073,5583120.808,0.020875073
3.15E-07,110100,13070000000,81440,254,0.3711,0.0002991,1.92E-15,10946.46369,1,700,105,2847120.808,0.011581303,12063120.81,0.040065996,13143120.81,0.043326043,13143120.81,0.043326043
3.15E-07,110100,13070000000,65150,254,0.3711,0.0002991,1.92E-15,179813.9697,1,700,105,90,0.00016021,3855120.808,0.015037563,4431120.808,0.017062813,4431120.808,0.017062813
3.15E-07,91750,4356000000,97730,254,0.3711,0.0002991,4.48E-14,222.0938519,1,700,105,5871120.808,0.021555933,22575120.81,0.069209905,30639120.81,0.091870144,30639120.81,0.091870144
3.15E-07,91750,4356000000,81440,254,0.3711,0.0002991,4.48E-14,3648.262881,1,700,105,1695120.808,0.007478132,9183120.808,0.031694322,10191120.81,0.034808215,10191120.81,0.034808215
3.15E-07,91750,4356000000,65150,254,0.3711,0.0002991,4.48E-14,59928.81807,1,700,105,3567120.808,0.01428716,2991120.808,0.012107547,3567120.808,0.01428716,3567120.808,0.01428716
3.15E-07,91750,8711000000,97730,254,0.3711,0.0002991,4.48E-14,444.1367181,1,700,105,5295120.808,0.019725233,18687120.81,0.058571624,20991120.81,0.065169377,20991120.81,0.065169377
1.57E-07,110100,8711000000,81440,254,0.3711,0.0002991,9.58E-16,7295.688236,1,700,105,5295120.808,0.019723716,19119120.81,0.059751936,21279120.81,0.065961735,21279120.81,0.065961735
3.15E-07,91750,8711000000,81440,254,0.3711,0.0002991,4.48E-14,7295.688236,1,700,105,266110.5384,0.001932241,6159120.808,0.022490938,7023120.808,0.025324685,7023120.808,0.025324685
3.15E-07,91750,8711000000,65150,254,0.3711,0.0002991,4.48E-14,119843.8784,1,700,105,2443920.808,0.010351177,1983120.808,0.00854875,2443920.808,0.010351177,2443920.808,0.010351177
3.15E-07,91750,13070000000,97730,254,0.3711,0.0002991,4.48E-14,666.3835272,1,700,105,4143120.808,0.015973842,15231120.81,0.049010658,16815120.81,0.053620534,16815120.81,0.053620534
3.15E-07,91750,13070000000,81440,254,0.3711,0.0002991,4.48E-14,10946.46369,1,700,105,360,0.000642766,5007120.808,0.018828235,5727120.808,0.021332871,5727120.808,0.021332871
3.15E-07,91750,13070000000,65150,254,0.3711,0.0002991,4.48E-14,179813.9697,1,700,105,2011920.808,0.008832731,1695120.808,0.007504869,2011920.808,0.008832731,2011920.808,0.008832731
3.15E-07,73400,4356000000,97730,254,0.3711,0.0002991,1.05E-12,222.0938519,1,700,105,2415120.808,0.010071761,11055120.81,0.037187521,12351120.81,0.041122116,12351120.81,0.041122116
3.15E-07,73400,4356000000,81440,254,0.3711,0.0002991,1.05E-12,3648.262881,1,700,105,4287120.808,0.016660623,3711120.808,0.014572895,4287120.808,0.016660623,4287120.808,0.016660623
3.15E-07,73400,4356000000,65150,254,0.3711,0.0002991,1.05E-12,59928.81807,1,700,105,1579920.808,0.00732648,1263120.808,0.005908039,1579920.808,0.00732648,1579920.808,0.00732648
3.15E-07,73400,8711000000,97730,254,0.3711,0.0002991,1.05E-12,444.1367181,1,700,105,831120.8076,0.004223708,7599120.808,0.026953592,8607120.808,0.030188071,8607120.808,0.030188071
3.15E-07,73400,8711000000,81440,254,0.3711,0.0002991,1.05E-12,7295.688236,1,700,105,2991120.808,0.012248617,2559120.808,0.010615526,2991120.808,0.012248617,2991120.808,0.012248617
1.57E-07,110100,8711000000,65150,254,0.3711,0.0002991,9.58E-16,119843.8784,1,700,105,399120.8076,0.002491609,6303120.808,0.022937001,7023120.808,0.025292266,7023120.808,0.025292266
3.15E-07,73400,8711000000,65150,254,0.3711,0.0002991,1.05E-12,119843.8784,1,700,105,1147920.808,0.005721314,831120.8076,0.004248591,1147920.808,0.005721314,1147920.808,0.005721314
3.15E-07,73400,13070000000,97730,254,0.3711,0.0002991,1.05E-12,666.3835272,1,700,105,266110.5384,0.001934257,6159120.808,0.022507723,6879120.808,0.024893587,6879120.808,0.024893587
3.15E-07,73400,13070000000,81440,254,0.3711,0.0002991,1.05E-12,10946.46369,1,700,105,2415120.808,0.010204976,1983120.808,0.008559435,2415120.808,0.010204976,2415120.808,0.010204976
3.15E-07,73400,13070000000,65150,254,0.3711,0.0002991,1.05E-12,179813.9697,1,700,105,975120.8076,0.004927088,687120.8076,0.00368283,975120.8076,0.004927088,975120.8076,0.004927088
4.72E-07,110100,4356000000,81440,254,0.3711,0.0002991,2.87E-15,3648.262881,1,700,105,5151120.808,0.019261835,18399120.81,0.057773557,20703120.81,0.064382314,20703120.81,0.064382314
4.72E-07,110100,4356000000,65150,254,0.3711,0.0002991,2.87E-15,59928.81807,1,700,105,266110.5384,0.001931527,6159120.808,0.022488573,6879120.808,0.024872186,6879120.808,0.024872186
4.72E-07,110100,8711000000,81440,254,0.3711,0.0002991,2.87E-15,7295.688236,1,700,105,3279120.808,0.013068412,12783120.81,0.042116878,13935120.81,0.045504696,13935120.81,0.045504696
4.72E-07,110100,8711000000,65150,254,0.3711,0.0002991,2.87E-15,119843.8784,1,700,105,225,0.000400806,4143120.808,0.01599699,4719120.808,0.017996121,4719120.808,0.017996121
4.72E-07,110100,13070000000,97730,254,0.3711,0.0002991,2.87E-15,666.3835272,1,700,105,5871120.808,0.021554393,22575120.81,0.069202204,32943120.81,0.098092217,32943120.81,0.098092217
4.72E-07,110100,13070000000,81440,254,0.3711,0.0002991,2.87E-15,10946.46369,1,700,105,2127120.808,0.009042745,10191120.81,0.034654941,11343120.81,0.038187974,11343120.81,0.038187974
4.72E-07,110100,13070000000,65150,254,0.3711,0.0002991,2.87E-15,179813.9697,1,700,105,3855120.808,0.015165156,3279120.808,0.013091259,3855120.808,0.015165156,3855120.808,0.015165156
4.72E-07,91750,4356000000,97730,254,0.3711,0.0002991,6.73E-14,222.0938519,1,700,105,5727120.808,0.021101372,21999120.81,0.067644159,26175120.81,0.079472277,26175120.81,0.079472277
4.72E-07,91750,4356000000,81440,254,0.3711,0.0002991,6.73E-14,3648.262881,1,700,105,975120.8076,0.004779065,7743120.808,0.027377281,8751120.808,0.030567665,8751120.808,0.030567665
4.72E-07,91750,4356000000,65150,254,0.3711,0.0002991,6.73E-14,59928.81807,1,700,105,2991120.808,0.012199926,2559120.808,0.01060404,2991120.808,0.012199926,2991120.808,0.012199926
4.72E-07,91750,8711000000,97730,254,0.3711,0.0002991,6.73E-14,444.1367181,1,700,105,4431120.808,0.016924019,16239120.81,0.051817427,17967120.81,0.056835063,17967120.81,0.056835063
4.72E-07,91750,8711000000,81440,254,0.3711,0.0002991,6.73E-14,7295.688236,1,700,105,15659.56055,0.000738305,5295120.808,0.019754843,6015120.808,0.022177676,6015120.808,0.022177676
4.72E-07,91750,8711000000,65150,254,0.3711,0.0002991,6.73E-14,119843.8784,1,700,105,2127120.808,0.00915934,1695120.808,0.007501672,2127120.808,0.00915934,2127120.808,0.00915934
4.72E-07,91750,13070000000,97730,254,0.3711,0.0002991,6.73E-14,666.3835272,1,700,105,3279120.808,0.013069625,12927120.81,0.042532004,14511120.81,0.047245845,14511120.81,0.047245845
1.57E-07,110100,13070000000,81440,254,0.3711,0.0002991,9.58E-16,10946.46369,1,700,105,4287120.808,0.016448549,15519120.81,0.049806897,16959120.81,0.054001034,16959120.81,0.054001034
4.72E-07,91750,13070000000,81440,254,0.3711,0.0002991,6.73E-14,10946.46369,1,700,105,225,0.000400947,4287120.808,0.016480485,4863120.808,0.018505375,4863120.808,0.018505375
4.72E-07,91750,13070000000,65150,254,0.3711,0.0002991,6.73E-14,179813.9697,1,700,105,1839120.808,0.008269772,1407120.808,0.006438282,1839120.808,0.008269772,1839120.808,0.008269772
4.72E-07,73400,4356000000,97730,254,0.3711,0.0002991,1.57E-12,222.0938519,1,700,105,1695120.808,0.007481698,9327120.808,0.032142383,10335120.81,0.035270883,10335120.81,0.035270883
4.72E-07,73400,4356000000,81440,254,0.3711,0.0002991,1.57E-12,3648.262881,1,700,105,3711120.808,0.014810694,3135120.808,0.012619681,3711120.808,0.014810694,3711120.808,0.014810694
4.72E-07,73400,4356000000,65150,254,0.3711,0.0002991,1.57E-12,59928.81807,1,700,105,1407120.808,0.006619686,975120.8076,0.004807011,1407120.808,0.006619686,1407120.808,0.006619686
4.72E-07,73400,8711000000,97730,254,0.3711,0.0002991,1.57E-12,444.1367181,1,700,105,399120.8076,0.002495353,6447120.808,0.023412535,7167120.808,0.025773624,7167120.808,0.025773624
4.72E-07,73400,8711000000,81440,254,0.3711,0.0002991,1.57E-12,7295.688236,1,700,105,2559120.808,0.010737257,2127120.808,0.009082625,2559120.808,0.010737257,2559120.808,0.010737257
4.72E-07,73400,8711000000,65150,254,0.3711,0.0002991,1.57E-12,119843.8784,1,700,105,1003920.808,0.00523734,687120.8076,0.003682449,1003920.808,0.00523734,1003920.808,0.00523734
4.72E-07,73400,13070000000,97730,254,0.3711,0.0002991,1.57E-12,666.3835272,1,700,105,360,0.000643445,5151120.808,0.019309497,5871120.808,0.021781905,5871120.808,0.021781905
4.72E-07,73400,13070000000,81440,254,0.3711,0.0002991,1.57E-12,10946.46369,1,700,105,2127120.808,0.009225685,1695120.808,0.007514631,2127120.808,0.009225685,2127120.808,0.009225685
1.57E-07,110100,13070000000,65150,254,0.3711,0.0002991,9.58E-16,179813.9697,1,700,105,360,0.000642363,5007120.808,0.018820909,5727120.808,0.021284732,5727120.808,0.021284732
4.72E-07,73400,13070000000,65150,254,0.3711,0.0002991,1.57E-12,179813.9697,1,700,105,859920.8076,0.004846994,543120.8076,0.003104496,859920.8076,0.004846994,859920.8076,0.004846994
1.57E-07,110100,4356000000,97730,254,0.3711,0.0002991,9.58E-16,222.0938519,1,700,122,1839120.808,0.021523453,7023120.808,0.06862064,13935120.81,0.13094642,14223120.81,0.133707196
1.57E-07,110100,4356000000,81440,254,0.3711,0.0002991,9.58E-16,3648.262881,1,700,122,1839120.808,0.021525616,7023120.808,0.06862925,13215120.81,0.124257031,13215120.81,0.124257031
1.57E-07,91750,4356000000,81440,254,0.3711,0.0002991,2.24E-14,3648.262881,1,700,122,1551120.808,0.018607954,5439120.808,0.054802692,6043920.808,0.060223498,6043920.808,0.060223498
1.57E-07,91750,4356000000,65150,254,0.3711,0.0002991,2.24E-14,59928.81807,1,700,122,78910.90027,0.001984292,1839120.808,0.021556359,2155920.808,0.024860559,2155920.808,0.024860559
1.57E-07,91750,8711000000,97730,254,0.3711,0.0002991,2.24E-14,444.1367181,1,700,122,1839120.808,0.021527,7023120.808,0.06863334,11919120.81,0.112289789,11919120.81,0.112289789
1.57E-07,91750,8711000000,81440,254,0.3711,0.0002991,2.24E-14,7295.688236,1,700,122,975120.8076,0.01252985,3855120.808,0.04067366,4315920.808,0.045020713,4315920.808,0.045020713
1.57E-07,91750,8711000000,65150,254,0.3711,0.0002991,2.24E-14,119843.8784,1,700,122,225,0.000465872,1263120.808,0.015639207,1565520.808,0.019118387,1565520.808,0.019118387
1.57E-07,91750,13070000000,97730,254,0.3711,0.0002991,2.24E-14,666.3835272,1,700,122,1839120.808,0.021527817,7023120.808,0.068639082,10047120.81,0.095586599,10047120.81,0.095586599
1.57E-07,91750,13070000000,81440,254,0.3711,0.0002991,2.24E-14,10946.46369,1,700,122,687120.8076,0.009338867,3135120.808,0.034052161,3451920.808,0.037119837,3451920.808,0.037119837
1.57E-07,91750,13070000000,65150,254,0.3711,0.0002991,2.24E-14,179813.9697,1,700,122,1291920.808,0.01642834,975120.8076,0.012553464,1291920.808,0.01642834,1291920.808,0.01642834
1.57E-07,73400,4356000000,97730,254,0.3711,0.0002991,5.25E-13,222.0938519,1,700,122,1839120.808,0.02153171,6591120.808,0.064894202,7887120.808,0.076680213,7887120.808,0.076680213
1.57E-07,73400,4356000000,81440,254,0.3711,0.0002991,5.25E-13,3648.262881,1,700,122,266110.5384,0.004404696,2415120.808,0.027237087,2731920.808,0.030538343,2731920.808,0.030538343
1.57E-07,110100,4356000000,65150,254,0.3711,0.0002991,9.58E-16,59928.81807,1,700,122,1119120.808,0.014082427,4287120.808,0.044569973,4747920.808,0.048789632,4747920.808,0.048789632
1.57E-07,73400,4356000000,65150,254,0.3711,0.0002991,5.25E-13,59928.81807,1,700,122,1003920.808,0.013425947,687120.8076,0.009364978,1003920.808,0.013425947,1003920.808,0.013425947
1.57E-07,73400,8711000000,97730,254,0.3711,0.0002991,5.25E-13,444.1367181,1,700,122,1407120.808,0.017123271,4719120.808,0.048445554,5511120.808,0.05584873,5511120.808,0.05584873
1.57E-07,73400,8711000000,81440,254,0.3711,0.0002991,5.25E-13,7295.688236,1,700,122,360,0.000749186,1551120.808,0.018641363,1867920.808,0.022045722,1867920.808,0.022045722
1.57E-07,73400,8711000000,65150,254,0.3711,0.0002991,5.25E-13,119843.8784,1,700,122,715920.8076,0.010459144,543120.8076,0.007728987,715920.8076,0.010459144,715920.8076,0.010459144
1.57E-07,73400,13070000000,97730,254,0.3711,0.0002991,5.25E-13,666.3835272,1,700,122,975120.8076,0.012532061,3855120.808,0.040683434,4315920.808,0.045034663,4315920.808,0.045034663
1.57E-07,73400,13070000000,81440,254,0.3711,0.0002991,5.25E-13,10946.46369,1,700,122,225,0.000466086,1263120.808,0.015647188,1579920.808,0.019359994,1579920.808,0.019359994
1.57E-07,73400,13070000000,65150,254,0.3711,0.0002991,5.25E-13,179813.9697,1,700,122,571920.8076,0.008834625,399120.8076,0.006038366,571920.8076,0.008834625,571920.8076,0.008834625
3.15E-07,110100,4356000000,97730,254,0.3711,0.0002991,1.92E-15,222.0938519,1,700,122,1839120.808,0.021524065,7023120.808,0.068622171,13935120.81,0.130950179,14223120.81,0.133711088
3.15E-07,110100,4356000000,81440,254,0.3711,0.0002991,1.92E-15,3648.262881,1,700,122,1839120.808,0.021526713,7023120.808,0.068634538,10911120.81,0.10334541,10911120.81,0.10334541
3.15E-07,110100,4356000000,65150,254,0.3711,0.0002991,1.92E-15,59928.81807,1,700,122,831120.8076,0.010948911,3423120.808,0.036718594,3739920.808,0.039738197,3739920.808,0.039738197
1.57E-07,110100,8711000000,97730,254,0.3711,0.0002991,9.58E-16,444.1367181,1,700,122,1839120.808,0.021523974,7023120.808,0.068622499,13935120.81,0.1309515,14223120.81,0.133712473
3.15E-07,110100,8711000000,97730,254,0.3711,0.0002991,1.92E-15,444.1367181,1,700,122,1839120.808,0.021524691,7023120.808,0.06862459,13935120.81,0.130957707,14223120.81,0.133718967
3.15E-07,110100,8711000000,81440,254,0.3711,0.0002991,1.92E-15,7295.688236,1,700,122,1839120.808,0.021528485,6591120.808,0.064881793,7887120.808,0.076700664,7887120.808,0.076700664
3.15E-07,110100,8711000000,65150,254,0.3711,0.0002991,1.92E-15,119843.8784,1,700,122,266110.5384,0.004402451,2271120.808,0.025822031,2587920.808,0.028983741,2587920.808,0.028983741
3.15E-07,110100,13070000000,97730,254,0.3711,0.0002991,1.92E-15,666.3835272,1,700,122,1839120.808,0.021525176,7023120.808,0.068626604,13935120.81,0.130965991,14223120.81,0.13372813
3.15E-07,110100,13070000000,81440,254,0.3711,0.0002991,1.92E-15,10946.46369,1,700,122,1551120.808,0.018607292,5439120.808,0.054800627,6303120.808,0.062732126,6303120.808,0.062732126
3.15E-07,110100,13070000000,65150,254,0.3711,0.0002991,1.92E-15,179813.9697,1,700,122,78910.90027,0.001983826,1839120.808,0.021554356,2155920.808,0.024886931,2155920.808,0.024886931
3.15E-07,91750,4356000000,97730,254,0.3711,0.0002991,4.48E-14,222.0938519,1,700,122,1839120.808,0.021527191,7023120.808,0.06863233,13071120.81,0.122918335,13071120.81,0.122918335
3.15E-07,91750,4356000000,81440,254,0.3711,0.0002991,4.48E-14,3648.262881,1,700,122,1119120.808,0.014083833,4287120.808,0.044577206,4747920.808,0.048831595,4747920.808,0.048831595
3.15E-07,91750,4356000000,65150,254,0.3711,0.0002991,4.48E-14,59928.81807,1,700,122,360,0.000748768,1407120.808,0.017148183,1723920.808,0.020663529,1723920.808,0.020663529
3.15E-07,91750,8711000000,97730,254,0.3711,0.0002991,4.48E-14,444.1367181,1,700,122,1839120.808,0.021528509,7023120.808,0.068642143,9903120.808,0.094481611,9903120.808,0.094481611
1.57E-07,110100,8711000000,81440,254,0.3711,0.0002991,9.58E-16,7295.688236,1,700,122,1839120.808,0.021527004,7023120.808,0.06863738,9903120.808,0.094407813,9903120.808,0.094407813
