tau_s,b,tau_0,gamma_0,n,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50
1000,0.1,100,3.33e-05,5,0.03800080755245296,0.0671770249633934,0.09548901618509856,0.12380100740680369,0.15211299862850886,0.180424989850214,0.20873698107191913,0.2370489722936243,0.26536096351532945,0.2936729547370346,0.3219849459587397,0.35029693718044486,0.37860892840215005,0.4069209196238552,0.4352329108455604,0.4635449020672655,0.49185689328897064,0.5201688845106758,0.5484808757323809,0.576792866954086,0.6051048581757912,0.6334168493974963,0.6617288406192015,0.6900408318409067,0.7183528230626118,0.746664814284317,0.7749768055060222,0.8032887967277273,0.8316007879494325,0.8599127791711376,0.8882247703928429,0.916536761614548,0.9448487528362531,0.9731607440579583,1.0014727352796635,1.0297847265013687,1.0580967177230738,1.086408708944779,1.114720700166484,1.1430326913881892,1.1713446826098943,1.1996566738315995,1.2279686650533046,1.2562806562750097,1.2845926474967149,1.31290463871842,1.3412166299401251,1.3695286211618303,1.3978406123835354,1.4261526036052405
1500,0.1,100,3.33e-05,5,0.03319111322859271,0.05424956458942236,0.07076846309833118,0.08485811637899617,0.09721115878980127,0.10890818675943881,0.12059118573238652,0.13193578415301513,0.14315306796659225,0.1543703517801694,0.1655876355937465,0.17680491940732365,0.1880222032209008,0.1992394870344779,0.21045677084805503,0.22167405466163217,0.2328913384752093,0.24410862228878644,0.25532590610236355,0.2665431899159407,0.27776047372951784,0.28897775754309496,0.30019504135667213,0.31141232517024925,0.32262960898382637,0.3338468927974035,0.34506417661098066,0.35628146042455777,0.3674987442381349,0.378716028051712,0.3899333118652892,0.4011505956788663,0.4123678794924434,0.4235851633060206,0.4348024471195977,0.4460197309331748,0.45723701474675194,0.4684542985603291,0.4796715823739062,0.49088886618748334,0.5021061500010605,0.5133234338146376,0.5245407176282147,0.5357580014417919,0.546975285255369,0.5581925690689461,0.5694098528825232,0.5806271366961004,0.5918444205096776,0.6030617043232547
2000,0.1,100,3.33e-05,5,0.0297257863217221,0.04704660555523622,0.060204637037215035,0.0710250229123041,0.08040565177339741,0.0887937141656737,0.09643446471326135,0.10344374612607384,0.11033147963837288,0.11709955611381974,0.12348969065452785,0.12952065673028235,0.13530439078065307,0.1410881248310238,0.1468718588813945,0.15265559293176523,0.15843932698213595,0.1642230610325067,0.17000679508287742,0.17579052913324814,0.18157426318361886,0.18735799723398958,0.1931417312843603,0.19892546533473104,0.20470919938510176,0.21049293343547248,0.2162766674858432,0.22206040153621392,0.22784413558658465,0.2336278696369554,0.2394116036873261,0.24519533773769683,0.25097907178806755,0.2567628058384383,0.26254653988880905,0.26833027393917974,0.2741140079895505,0.2798977420399212,0.28568147609029193,0.2914652101406627,0.2972489441910334,0.3030326782414041,0.30881641229177487,0.3146001463421456,0.3203838803925163,0.32616761444288705,0.33195134849325775,0.33773508254362844,0.3435188165939992,0.3493025506443699
500,0.1,100,3.33e-05,5,0.0438992204985287,0.08289121279838736,0.12169954809392006,0.16050788338945277,0.19931621868498547,0.23812455398051818,0.2769328892760509,0.3157412245715836,0.35454955986711634,0.393357895162649,0.43216623045818175,0.47097456575371444,0.5097829010492472,0.5485912363447799,0.5873995716403126,0.6262079069358453,0.665016242231378,0.7038245775269107,0.7426329128224434,0.7814412481179761,0.8202495834135087,0.8590579187090415,0.8978662540045741,0.9366745893001068,0.9754829245956396,1.0142912598911724,1.053099595186705,1.0919079304822379,1.1307162657777705,1.1695246010733031,1.208332936368836,1.2471412716643686,1.2859496069599015,1.324757942255434,1.3635662775509667,1.4023746128464996,1.4411829481420322,1.479991283437565,1.5187996187330977,1.5576079540286303,1.596416289324163,1.6352246246196955,1.6740329599152284,1.712841295210761,1.7516496305062936,1.7904579658018265,1.829266301097359,1.868074636392892,1.9068829716884246,1.9456913069839574
1,0.1,100,3.33e-05,5,0.04946365267319825,0.09835786362666453,0.1472520745801308,0.1961462855335971,0.24504049648706336,0.2939347074405297,0.34282891839399593,0.39172312934746223,0.4406173403009285,0.4895115512543947,0.5384057622078611,0.5872999731613273,0.6361941841147936,0.6850883950682599,0.7339826060217262,0.7828768169751925,0.8317710279286588,0.880665238882125,0.9295594498355914,0.9784536607890576,1.027347871742524,1.0762420826959902,1.1251362936494564,1.1740305046029227,1.2229247155563892,1.2718189265098554,1.3207131374633216,1.369607348416788,1.4185015593702544,1.4673957703237206,1.5162899812771868,1.565184192230653,1.6140784031841195,1.6629726141375858,1.711866825091052,1.7607610360445183,1.8096552469979845,1.858549457951451,1.9074436689049172,1.9563378798583833,2.0052320908118495,2.054126301765316,2.103020512718782,2.151914723672248,2.2008089346257145,2.249703145579181,2.2985973565326474,2.3474915674861134,2.39638577843958,2.4452799893930464
1000,0.1,200,3.33e-05,1,4.359499121371757,8.690248376380387,13.020997631389017,17.35174688639765,21.68249614140628,26.01324539641491,30.34399465142354,34.67474390643217,39.0054931614408,43.33624241644944,47.666991671458064,51.99774092646669,56.328490181475324,60.65923943648396,64.98998869149258,69.32073794650121,73.65148720150985,77.98223645651848,82.3129857115271,86.64373496653573,90.97448422154437,95.305233476553,99.63598273156163,103.96673198657027,108.2974812415789,112.62823049658752,116.95897975159616,121.28972900660479,125.62047826161341,129.95122751662205,134.28197677163067,138.6127260266393,142.94347528164795,147.27422453665656,151.6049737916652,155.93572304667384,160.26647230168246,164.5972215566911,168.9279708116997,173.25872006670835,177.589469321717,181.9202185767256,186.25096783173424,190.58171708674286,194.9124663417515,199.24321559676014,203.57396485176878,207.9047141067774,212.23546336178603,216.56621261679467
2000,0.1,200,3.33e-05,1,2.989455328357655,5.919718617288537,8.849981906219421,11.780245195150304,14.710508484081187,17.640771773012073,20.571035061942958,23.50129835087384,26.431561639804723,29.361824928735608,32.29208821766649,35.22235150659738,38.15261479552826,41.082878084459146,44.01314137339003,46.943404662320916,49.8736679512518,52.80393124018268,55.73419452911356,58.66445781804444,61.59472110697533,64.5249843959062,67.45524768483709,70.38551097376798,73.31577426269887,76.24603755162975,79.17630084056064,82.10656412949152,85.0368274184224,87.9670907073533,90.89735399628418,93.82761728521507,96.75788057414594,99.68814386307683,102.6184071520077,105.5486704409386,108.47893372986948,111.40919701880036,114.33946030773124,117.26972359666212,120.199986885593,123.13025017452388,126.06051346345475,128.99077675238564,131.92104004131653,134.8513033302474,137.78156661917828,140.71182990810917,143.64209319704005,146.57235648597094
1500,0.1,200,3.33e-05,1,3.5307865956130655,7.0101597312341335,10.489532866855203,13.968906002476272,17.44827913809734,20.927652273718408,24.40702540933948,27.88639854496055,31.365771680581616,34.845144816202684,38.32451795182375,41.803891087444825,45.28326422306589,48.76263735868696,52.24201049430803,55.72138362992909,59.20075676555017,62.680129901171235,66.1595030367923,69.63887617241338,73.11824930803445,76.59762244365551,80.07699557927658,83.55636871489764,87.03574185051872,90.51511498613978,93.99448812176085,97.47386125738193,100.95323439300299,104.43260752862406,107.91198066424512,111.3913537998662,114.87072693548726,118.35010007110833,121.82947320672939,125.30884634235046,128.78821947797152,132.2675926135926,135.74696574921367,139.22633888483472,142.7057120204558,146.18508515607687,149.66445829169794,153.14383142731901,156.62320456294006,160.10257769856113,163.5819508341822,167.06132396980325,170.54069710542433,174.0200702410454
1,0.1,200,3.33e-05,1,5.591284661965217,11.182019807024309,16.772754952083396,22.36349009714249,27.95422524220158,33.54496038726067,39.135695532319765,44.72643067737886,50.31716582243795,55.90790096749704,61.498636112556134,67.08937125761523,72.68010640267431,78.2708415477334,83.8615766927925,89.45231183785158,95.04304698291068,100.63378212796977,106.22451727302885,111.81525241808795,117.40598756314705,122.99672270820614,128.58745785326522,134.1781929983243,139.7689281433834,145.3596632884425,150.9503984335016,156.54113357856068,162.13186872361976,167.72260386867885,173.31333901373793,178.90407415879702,184.49480930385613,190.08554444891521,195.6762795939743,201.26701473903339,206.85774988409247,212.44848502915156,218.03922017421064,223.62995531926975,229.22069046432884,234.81142560938792,240.40216075444704,245.99289589950612,251.5836310445652,257.1743661896243,262.76510133468344,268.3558364797425,273.9465716248016,279.5373067698607
500,0.1,200,3.33e-05,1,5.200818204337992,10.39226612439338,15.583714044448767,20.775161964504154,25.966609884559542,31.158057804614927,36.349505724670315,41.540953644725704,46.732401564781085,51.92384948483648,57.11529740489186,62.30674532494725,67.49819324500264,72.68964116505802,77.88108908511342,83.07253700516881,88.2639849252242,93.45543284527957,98.64688076533497,103.83832868539035,109.02977660544573,114.22122452550113,119.41267244555651,124.60412036561189,129.7955682856673,134.98701620572268,140.17846412577805,145.36991204583344,150.56135996588884,155.7528078859442,160.9442558059996,166.135703726055,171.3271516461104,176.5185995661658,181.71004748622116,186.90149540627655,192.09294332633195,197.28439124638734,202.4758391664427,207.6672870864981,212.8587350065535,218.05018292660887,223.24163084666426,228.43307876671963,233.62452668677503,238.81597460683042,244.0074225268858,249.19887044694119,254.39031836699655,259.58176628705195
