tau_sat,b,tau_0,gamma_0,n,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30
50.0,25.6,100.0,3.333e-05,2.0,0.5,-4.6269e-15,282.84,301.22,306.18,307.19,307.04,306.59,306.06,305.52,304.99,304.45,303.93,303.43,302.93,302.44,301.97,301.51,301.06,300.62,300.2,299.79,299.39,299.0,298.64,298.28,297.95,297.62,297.31,297.0,296.72
50.0,25.6,200.0,3.333e-05,2.0,0.5,-1.1016e-14,488.08,506.55,511.57,512.39,511.93,511.12,510.22,509.31,508.41,507.53,506.66,505.81,504.97,504.16,503.37,502.59,501.85,501.12,500.41,499.72,499.06,498.42,497.8,497.21,496.64,496.09,495.57,495.07,494.59
50.0,25.6,400.0,3.333e-05,2.0,0.5,-8.8132e-16,881.41,915.7,922.37,923.05,921.98,920.45,918.8,917.16,915.53,913.93,912.35,910.81,909.3,907.83,906.39,904.99,903.63,902.3,901.03,899.77,898.58,897.42,896.29,895.22,894.18,893.19,892.23,891.32,890.45
50.0,25.6,800.0,3.333e-05,2.0,0.5,-1.7626e-14,1548.8,1716.0,1741.8,1744.8,1743.1,1740.2,1737.1,1733.9,1730.8,1727.8,1724.8,1721.8,1718.9,1716.1,1713.3,1710.7,1708.0,1705.5,1703.0,1700.7,1698.3,1696.1,1694.0,1691.9,1689.9,1688.0,1686.1,1684.4,1682.7
100.0,0.1,50.0,3.333e-05,2.0,0.5,-6.6099e-16,107.1,105.67,106.32,107.28,108.25,109.21,110.16,111.11,112.04,112.96,113.88,114.79,115.7,116.59,117.49,118.37,119.25,120.13,121.0,121.86,122.72,123.59,124.44,125.3,126.14,127.0,127.84,128.68,129.52
100.0,0.1,100.0,3.333e-05,2.0,0.5,-3.3049e-15,212.92,208.93,209.07,209.81,210.59,211.37,212.13,212.89,213.65,214.39,215.14,215.88,216.62,217.36,218.09,218.82,219.55,220.28,221.02,221.74,222.48,223.21,223.94,224.68,225.41,226.16,226.9,227.64,228.39
100.0,0.1,200.0,3.333e-05,2.0,0.5,1.322e-15,423.26,415.4,414.62,414.94,415.34,415.74,416.14,416.53,416.92,417.32,417.72,418.12,418.53,418.93,419.36,419.78,420.21,420.65,421.1,421.56,422.02,422.5,422.98,423.48,423.99,424.51,425.04,425.59,426.15
100.0,0.1,400.0,3.333e-05,2.0,0.5,5.2879e-15,828.38,827.62,825.96,825.5,825.13,824.77,824.42,824.07,823.74,823.42,823.12,822.84,822.57,822.33,822.11,821.9,821.73,821.58,821.46,821.36,821.29,821.25,821.24,821.26,821.29,821.37,821.48,821.62,821.79
100.0,0.1,800.0,3.333e-05,2.0,0.5,-3.5253e-14,1517.6,1638.7,1648.2,1647.6,1645.8,1643.9,1642.0,1640.2,1638.4,1636.7,1634.9,1633.2,1631.6,1630.1,1628.5,1627.0,1625.7,1624.3,1623.0,1621.8,1620.6,1619.4,1618.4,1617.5,1616.6,1615.7,1614.9,1614.2,1613.6
100.0,0.2,50.0,3.333e-05,2.0,0.5,-1.7626e-15,108.24,107.98,109.79,111.87,113.94,115.97,117.98,119.95,121.88,123.78,125.66,127.51,129.32,131.12,132.88,134.63,136.34,138.03,139.71,141.36,142.98,144.6,146.18,147.75,149.3,150.84,152.36,153.86,155.34
100.0,0.2,100.0,3.333e-05,2.0,0.5,-6.8302e-15,213.99,211.19,212.47,214.34,216.23,218.08,219.89,221.68,223.44,225.17,226.88,228.55,230.2,231.84,233.45,235.03,236.6,238.15,239.69,241.2,242.7,244.18,245.65,247.1,248.54,249.97,251.38,252.78,254.17
100.0,0.2,200.0,3.333e-05,2.0,0.5,-4.8473e-15,424.21,417.55,417.91,419.37,420.87,422.35,423.8,425.22,426.62,428.0,429.36,430.7,432.03,433.33,434.63,435.91,437.19,438.44,439.69,440.94,442.17,443.4,444.62,445.84,447.05,448.26,449.47,450.67,451.87
100.0,0.2,400.0,3.333e-05,2.0,0.5,-4.4066e-15,829.1,829.52,829.04,829.71,830.45,831.16,831.87,832.56,833.24,833.91,834.58,835.24,835.9,836.55,837.22,837.88,838.54,839.22,839.9,840.59,841.29,842.01,842.73,843.47,844.23,844.99,845.78,846.58,847.4
100.0,0.2,800.0,3.333e-05,2.0,0.5,-1.9389e-14,1517.9,1640.2,1650.8,1651.3,1650.6,1649.9,1649.1,1648.3,1647.5,1646.8,1646.0,1645.3,1644.5,1644.0,1643.2,1642.7,1642.1,1641.6,1641.1,1640.7,1640.3,1639.9,1639.6,1639.4,1639.2,1639.1,1639.0,1638.9,1639.0
100.0,0.4,50.0,3.333e-05,2.0,0.5,-8.8132e-16,110.5,112.52,116.53,120.72,124.81,128.78,132.64,136.39,140.03,143.57,147.01,150.36,153.6,156.77,159.85,162.85,165.76,168.61,171.37,174.07,176.69,179.25,181.75,184.18,186.55,188.87,191.14,193.35,195.51
100.0,0.4,100.0,3.333e-05,2.0,0.5,-2.644e-15,216.13,215.62,219.11,223.09,227.0,230.79,234.47,238.04,241.51,244.88,248.15,251.33,254.42,257.43,260.35,263.2,265.97,268.67,271.3,273.86,276.36,278.79,281.17,283.49,285.75,287.96,290.13,292.25,294.31
100.0,0.4,200.0,3.333e-05,2.0,0.5,4.4066e-16,426.1,421.75,424.33,427.91,431.45,434.87,438.19,441.4,444.53,447.55,450.48,453.33,456.11,458.79,461.41,463.96,466.44,468.85,471.21,473.5,475.74,477.92,480.06,482.15,484.19,486.19,488.15,490.06,491.95
100.0,0.4,400.0,3.333e-05,2.0,0.5,-2.2914e-14,830.52,833.28,835.01,837.82,840.62,843.31,845.9,848.4,850.82,853.14,855.41,857.58,859.7,861.75,863.75,865.69,867.58,869.42,871.21,872.96,874.68,876.36,878.01,879.63,881.23,882.78,884.33,885.85,887.35
100.0,0.4,800.0,3.333e-05,2.0,0.5,1.7626e-15,1518.7,1643.0,1655.9,1658.6,1660.0,1661.2,1662.4,1663.5,1664.4,1665.3,1666.2,1667.1,1667.8,1668.6,1669.3,1670.0,1670.7,1671.3,1672.0,1672.6,1673.3,1674.0,1674.6,1675.2,1675.9,1676.5,1677.2,1677.9,1678.7
100.0,0.8,50.0,3.333e-05,2.0,0.5,-1.322e-15,114.9,121.26,129.25,137.14,144.63,151.73,158.47,164.87,170.94,176.7,182.15,187.34,192.26,196.92,201.36,205.56,209.56,213.35,216.96,220.39,223.64,226.74,229.69,232.5,235.16,237.69,240.12,242.42,244.61
