VSH_TAU_0,VSH_TAU_SAT,VSH_B,AI_N,AI_GAMMA0,VIHR_S0,VIHR_R,VIHR_D,GPL_N,GPL_ETA,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25
300.0,1.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.27698542332248,677.17,748.78,781.43,795.66,809.0,813.93,815.41,816.54,815.14,810.83,802.9,790.8,774.41,754.02,729.98,701.64,647.36,582.29,521.62,442.4,374.32,321.28,276.34,242.59,213.18
300.0,1.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.16857827179813,628.16,713.72,740.93,751.13,766.06,771.31,778.41,780.52,781.77,782.16,781.67,780.18,777.53,767.84,760.48,751.46,740.87,728.9,701.12,684.77,666.64,620.73,568.03,518.42,475.81
300.0,1.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.13951494658375,600.05,694.31,724.1,735.05,750.51,755.66,759.44,762.0,763.44,763.8,763.01,760.91,757.17,751.49,751.49,744.05,733.88,722.06,709.17,694.08,658.12,635.26,609.23,580.11,523.83
300.0,1.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.44822192068291,598.36,732.06,829.12,915.81,993.56,1049.9,1101.2,1147.5,1188.9,1216.5,1248.7,1269.1,1291.0,1303.2,1313.1,1315.4,1313.0,1302.4,1289.9,1268.7,1250.4,1224.3,1204.0,1176.6,1149.3
300.0,1.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.38569733566108,718.24,803.03,838.51,871.67,888.11,895.82,903.36,906.81,907.15,905.03,901.99,895.11,885.49,877.54,863.27,846.16,826.28,803.71,769.21,728.77,681.76,617.24,543.42,473.19,400.98
300.0,1.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.27729141282215,677.19,748.84,781.55,795.83,809.28,814.29,815.82,817.06,815.79,811.64,803.92,792.06,775.92,755.78,731.98,703.93,650.24,585.4,524.73,444.86,376.53,322.86,277.43,243.2,215.07
300.0,1.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.17134964302476,628.18,713.76,741.0,759.53,766.2,771.49,778.67,780.82,782.12,782.58,782.16,778.2,774.29,768.79,761.6,752.75,742.31,717.4,703.01,686.88,647.73,624.1,571.12,521.04,460.44
300.0,1.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.14579869803293,627.95,694.34,724.16,735.13,750.64,755.82,759.64,762.25,763.75,764.17,763.47,761.47,757.86,752.77,744.94,735.14,723.5,710.76,695.83,678.94,638.01,611.89,583.77,527.16,479.08
300.0,1.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.44803385591422,598.47,732.33,829.56,916.42,994.33,1050.8,1102.2,1148.7,1190.1,1217.8,1250.1,1270.6,1292.6,1304.8,1314.8,1317.1,1314.7,1304.1,1291.5,1270.2,1251.9,1225.7,1205.3,1177.8,1150.4
300.0,1.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.38533494231795,718.46,803.6,839.35,872.9,889.58,897.43,905.12,908.65,909.01,906.89,903.83,896.88,887.16,879.13,864.73,847.46,827.41,804.65,769.9,729.18,681.88,617.06,543.11,472.86,400.71
300.0,1.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.27725622270448,677.34,749.26,782.3,796.82,810.6,815.79,817.39,818.75,817.56,813.46,805.76,793.87,777.65,757.4,733.47,705.27,651.31,586.12,524.46,445.29,376.68,323.25,277.6,243.43,215.13
300.0,1.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.24058417217589,676.48,728.96,760.26,772.49,779.92,782.18,784.14,782.48,779.99,770.69,754.7,744.26,719.27,688.68,649.46,599.5,522.05,442.58,384.96,326.29,287.41,251.52,224.58,201.66,184.67
300.0,1.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.15118970609617,628.04,694.56,724.57,744.5,751.44,756.77,760.73,765.11,765.65,765.06,763.17,759.68,754.68,746.94,737.6,725.85,712.34,697.6,681.01,662.4,614.22,585.79,528.86,480.87,439.05
300.0,500.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.43650349729152,599.14,734.58,833.97,923.9,990.1,1066.5,1123.0,1175.6,1224.3,1258.3,1300.3,1329.2,1364.1,1394.8,1414.8,1432.1,1450.7,1461.0,1469.6,1472.0,1469.5,1463.9,1452.4,1441.4,1424.6
300.0,500.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.43340706958085,740.18,821.78,867.78,893.97,920.7,936.06,948.29,957.95,965.43,971.03,974.92,977.25,978.11,977.56,975.64,972.37,965.9,959.49,948.82,935.64,919.66,895.04,871.03,827.67,778.23
300.0,500.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.32645616050258,699.9,777.59,805.42,819.08,834.74,842.88,849.61,855.1,861.12,863.63,864.83,864.59,862.79,856.88,850.7,837.67,819.33,793.99,760.68,708.25,643.06,577.56,513.68,458.99,417.22
300.0,500.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.28370487212002,697.96,744.77,774.02,787.26,801.57,808.61,811.54,816.29,819.48,820.89,820.27,817.37,811.86,803.46,784.71,766.88,730.04,684.36,625.06,564.05,516.07,460.14,420.65,385.14,355.11
300.0,500.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.26166717439255,676.38,739.3,757.67,775.77,780.18,787.31,792.61,796.09,797.45,797.2,794.59,788.75,779.3,765.84,747.15,707.28,657.82,609.8,556.81,497.3,454.21,416.95,382.02,354.34,330.61
300.0,500.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.36421847841182,579.18,705.54,822.36,932.56,1037.8,1119.2,1198.4,1275.7,1351.4,1425.5,1498.1,1569.2,1638.8,1707.0,1757.1,1822.5,1886.2,1932.8,1993.3,2037.3,2080.0,2134.8,2174.3,2224.3,2259.8
300.0,500.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.41255276162664,755.92,860.92,952.4,1019.9,1083.9,1145.3,1204.2,1261.0,1302.1,1355.1,1393.3,1442.2,1477.2,1521.7,1553.3,1592.7,1620.3,1645.9,1676.9,1697.5,1721.1,1735.7,1750.3,1757.4,1761.3
300.0,500.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.40140291824343,755.23,847.93,912.7,973.69,1032.2,1074.7,1129.6,1169.5,1208.3,1258.1,1294.1,1328.6,1372.4,1403.4,1432.5,1467.9,1491.3,1511.4,1531.8,1540.9,1542.4,1533.3,1501.8,1416.1,1253.8
300.0,500.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.37855842264864,751.98,822.86,885.62,945.05,988.16,1030.2,1084.5,1124.0,1162.4,1199.7,1235.7,1270.3,1303.5,1345.0,1373.8,1400.0,1422.8,1441.4,1454.4,1459.7,1450.6,1408.3,1315.0,1104.4,919.99
300.0,500.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.36499196590794,729.77,817.71,863.99,922.99,965.83,1007.6,1048.3,1088.0,1139.2,1176.2,1212.0,1246.4,1279.3,1310.4,1339.3,1365.4,1387.7,1405.0,1415.3,1415.7,1399.7,1333.2,1183.3,985.23,802.87
300.0,500.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.29665626415624,571.62,757.71,931.71,1095.9,1226.3,1351.7,1472.6,1566.5,1680.7,1769.7,1856.8,1942.0,2004.7,2086.9,2147.4,2226.5,2284.7,2341.8,2397.9,2470.8,2524.0,2558.7,2609.7,2659.0,2706.6
300.0,500.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.31546011056746,813.08,1056.4,1280.1,1437.0,1585.6,1703.0,1814.5,1919.5,1998.4,2054.1,2106.5,2155.0,2199.3,2238.4,2271.4,2289.2,2308.2,2314.3,2314.4,2303.2,2289.2,2270.7,2235.3,2207.1,2159.3
300.0,500.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.29143966671008,817.98,1059.6,1254.4,1410.6,1533.4,1649.5,1758.1,1838.7,1894.9,1946.8,1993.5,2033.7,2055.7,2078.6,2083.6,2075.3,2049.9,2009.4,1933.8,1879.4,1794.7,1697.3,1565.7,1362.0,1127.2
300.0,500.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.27175228901424,818.77,1030.7,1226.6,1357.9,1506.1,1599.1,1687.0,1768.9,1825.9,1878.0,1924.0,1961.8,1979.9,1988.3,1978.8,1943.6,1890.9,1831.1,1738.0,1678.3,1587.6,1463.8,1213.2,1038.1,876.64
300.0,500.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.26633091851911,818.92,1030.5,1198.9,1356.6,1480.0,1595.9,1682.4,1743.0,1799.4,1850.4,1894.3,1917.8,1936.1,1923.0,1904.1,1818.3,1751.4,1684.5,1593.4,1515.8,1446.6,1362.8,1190.0,991.98,840.85
300.0,1000.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.42323316471475,599.92,737.06,838.65,931.57,1000.8,1066.1,1127.9,1186.3,1241.8,1294.2,1343.7,1378.9,1423.1,1464.4,1493.2,1528.7,1553.1,1582.4,1601.9,1619.0,1638.0,1649.2,1659.7,1664.1,1665.3
300.0,1000.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.45078743511092,742.23,827.32,888.81,917.97,950.6,971.57,990.22,1012.2,1026.8,1040.1,1052.2,1063.1,1076.0,1084.5,1092.0,1100.4,1105.6,1111.0,1114.7,1116.4,1117.0,1115.9,1111.8,1106.1,1095.6
300.0,1000.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.37749913155491,721.25,794.24,823.16,846.07,865.4,876.95,892.78,907.12,915.93,928.05,938.82,945.21,953.49,960.03,964.64,966.52,966.94,963.79,956.87,939.94,912.75,866.62,805.33,733.2,666.63
300.0,1000.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.33316591471262,718.01,771.65,797.84,811.86,830.0,840.84,850.93,864.81,873.25,881.01,888.04,897.02,901.83,906.98,908.8,908.57,903.67,892.15,872.25,833.69,777.92,716.38,659.44,600.47,555.49
300.0,1000.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.30935949604114,697.7,754.46,780.53,794.12,806.05,822.01,831.72,840.74,849.03,856.55,863.2,868.82,875.01,877.31,877.85,874.32,863.53,842.99,813.15,755.57,702.23,642.42,592.35,551.65,513.13
300.0,1000.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.30946192003525,555.74,691.67,819.51,917.89,1037.3,1130.5,1222.1,1334.7,1423.6,1511.5,1598.5,1684.7,1749.0,1834.1,1918.6,2002.5,2085.8,2147.9,2230.1,2311.7,2372.5,2452.9,2512.8,2591.8,2650.4
300.0,1000.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.33663562520757,716.86,867.33,981.31,1068.7,1175.0,1258.3,1340.3,1421.2,1501.0,1560.2,1638.3,1715.4,1772.5,1847.6,1921.7,1976.4,2048.2,2101.1,2153.1,2221.1,2270.8,2319.5,2382.4,2428.1,2472.2
300.0,1000.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.34908488215826,746.12,884.08,969.55,1052.9,1154.9,1235.2,1314.3,1373.0,1450.3,1526.6,1601.8,1675.9,1730.8,1802.7,1855.8,1925.3,1976.4,2043.0,2091.5,2154.3,2199.6,2243.2,2297.9,2335.9,2370.5
300.0,1000.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.35392572365341,744.97,878.83,962.68,1044.8,1125.6,1205.2,1283.7,1361.1,1437.5,1512.8,1587.0,1641.9,1714.0,1784.7,1836.8,1904.9,1954.7,2019.3,2066.2,2126.2,2168.7,2208.6,2245.0,2286.0,2308.8
300.0,1000.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.35624685193705,766.95,875.47,958.64,1040.3,1120.6,1199.7,1277.7,1354.7,1430.5,1505.3,1578.9,1633.4,1704.9,1774.9,1826.5,1893.7,1942.8,2006.3,2052.1,2096.0,2150.5,2187.3,2219.2,2250.4,2259.3
300.0,1000.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.21934039999264,548.53,752.89,913.97,1068.4,1246.2,1389.1,1527.8,1636.2,1769.0,1873.2,1976.0,2077.4,2177.8,2277.1,2351.0,2448.8,2521.7,2618.4,2690.6,2762.4,2833.9,2905.2,2976.2,3046.9,3117.4
300.0,1000.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.15948859160471,659.32,909.08,1109.5,1300.4,1483.7,1631.3,1803.4,1943.1,2052.7,2187.4,2293.4,2398.0,2501.3,2577.9,2679.0,2754.0,2828.2,2901.7,2950.3,3022.5,3070.1,3140.7,3187.2,3233.1,3278.4
300.0,1000.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.16339330102634,701.6,982.5,1179.9,1398.9,1578.8,1752.6,1893.3,2030.9,2165.5,2297.5,2401.3,2503.5,2579.1,2678.4,2751.8,2824.0,2895.0,2941.6,2987.4,3054.7,3098.2,3140.6,3181.3,3201.0,3238.5
300.0,1000.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.17149977920767,739.53,1017.5,1245.0,1461.0,1638.5,1810.2,1976.8,2112.2,2244.7,2348.8,2451.1,2551.7,2650.4,2723.0,2794.3,2864.0,2909.4,2975.6,3018.0,3058.7,3096.9,3131.3,3146.2,3166.3,3166.1
300.0,1000.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.17901427232562,776.1,1051.3,1277.0,1491.5,1696.7,1866.5,2031.2,2165.2,2296.2,2399.0,2524.9,2599.0,2695.7,2766.6,2835.6,2880.4,2945.1,2986.1,3024.4,3058.4,3072.3,3084.7,3069.6,2957.1,2881.3
300.0,1500.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.40963840274228,575.52,717.56,823.07,920.17,1010.7,1079.1,1144.6,1207.3,1267.4,1325.2,1380.6,1420.7,1472.1,1509.2,1556.5,1601.4,1633.5,1673.9,1702.4,1737.8,1762.3,1792.2,1812.2,1830.2,1850.7
300.0,1500.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.45073191832875,744.22,832.54,899.48,943.25,972.25,1007.3,1031.4,1054.1,1082.5,1102.5,1121.5,1145.4,1162.2,1178.3,1198.4,1212.5,1230.0,1242.1,1257.1,1270.5,1282.3,1290.2,1301.4,1308.6,1314.1
300.0,1500.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.41877341361205,741.55,811.7,842.43,868.93,900.58,922.59,943.52,963.54,982.71,1001.1,1018.6,1035.3,1051.0,1065.7,1079.3,1091.7,1106.1,1115.0,1124.1,1129.0,1128.6,1121.1,1099.2,1055.4,993.12
300.0,1500.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.38204468380265,720.01,788.0,816.25,840.69,863.17,877.47,898.14,917.96,936.98,949.21,966.81,983.45,999.03,1008.8,1022.3,1034.2,1044.3,1054.1,1057.6,1054.7,1039.9,1003.7,946.99,883.36,812.77
300.0,1500.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.36037738038834,717.35,770.21,798.08,821.95,843.97,858.04,878.44,891.59,910.62,922.85,940.45,956.98,967.34,981.82,994.75,1002.3,1011.7,1019.1,1018.7,1010.9,978.49,931.0,864.04,802.57,742.17
300.0,1500.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.27464395719261,529.17,672.66,808.47,913.56,1041.6,1142.0,1240.9,1338.6,1435.2,1531.0,1626.1,1720.6,1814.5,1908.1,2001.3,2094.3,2187.0,2279.5,2348.7,2440.9,2533.0,2601.9,2693.7,2762.5,2854.0
300.0,1500.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.2769116630631,695.17,860.67,988.51,1087.5,1184.6,1280.3,1374.9,1468.6,1561.5,1653.8,1745.4,1836.5,1927.2,1994.9,2084.7,2174.1,2240.9,2329.5,2395.7,2483.5,2549.0,2614.2,2700.5,2764.8,2828.7
300.0,1500.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.28498434388997,728.56,884.79,983.11,1079.5,1174.4,1268.3,1384.3,1453.3,1544.7,1635.4,1725.5,1815.1,1904.1,1970.5,2058.6,2146.2,2211.6,2298.2,2362.7,2448.2,2511.8,2575.0,2658.4,2720.2,2781.3
300.0,1500.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.2885206637221,755.43,881.92,979.17,1074.8,1169.2,1262.5,1377.8,1446.4,1537.2,1627.4,1716.9,1805.9,1894.3,1960.2,2047.7,2134.5,2199.3,2285.0,2348.9,2433.4,2496.1,2558.4,2640.4,2701.0,2760.7
300.0,1500.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.29057283855143,754.61,879.94,976.76,1072.1,1166.1,1259.2,1351.3,1442.5,1533.1,1622.9,1712.1,1800.8,1888.8,1976.3,2041.6,2128.0,2192.5,2277.8,2341.2,2425.1,2487.4,2549.1,2630.2,2690.1,2749.0
300.0,1500.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.1784647811667,517.33,698.48,869.73,1066.2,1223.4,1375.7,1494.4,1639.5,1781.4,1893.0,2003.1,2111.9,2219.6,2326.4,2432.4,2537.8,2616.5,2721.0,2799.2,2903.2,2981.1,3059.0,3136.8,3214.6,3292.4
300.0,1500.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.1015246443194,547.01,780.74,962.5,1136.2,1303.3,1465.0,1622.1,1775.3,1895.3,2042.7,2158.7,2273.2,2386.5,2498.7,2609.8,2720.2,2829.7,2911.5,2992.9,3101.1,3181.9,3262.6,3343.0,3396.6,3476.8
300.0,1500.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.09385913558953,592.23,785.82,967.86,1175.9,1342.3,1471.5,1628.9,1782.2,1932.1,2049.9,2194.7,2308.9,2421.8,2533.6,2644.4,2754.3,2836.2,2944.8,3025.8,3106.5,3186.9,3267.0,3346.9,3400.0,3479.5
300.0,1500.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.091904388068688,593.47,824.35,1004.7,1177.5,1343.9,1505.0,1661.6,1783.9,1933.8,2080.6,2196.2,2310.3,2423.1,2534.8,2645.4,2755.1,2836.9,2945.2,3026.0,3106.5,3186.6,3266.4,3345.9,3398.7,3477.7
300.0,1500.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.091131031285255,593.99,824.95,1005.3,1178.2,1344.7,1505.8,1662.3,1814.9,1934.4,2081.2,2196.7,2339.1,2451.5,2562.8,2645.6,2755.2,2864.0,2945.0,3025.7,3106.0,3185.9,3265.5,3344.8,3423.7,3476.1
300.0,2000.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.39674645247874,576.09,719.54,826.88,926.37,1001.6,1091.1,1159.8,1226.0,1290.2,1337.0,1397.8,1456.8,1513.9,1555.6,1609.6,1648.9,1699.6,1736.3,1783.4,1817.3,1860.6,1891.4,1930.3,1957.7,1991.7
300.0,2000.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.44393238066383,746.13,837.48,909.34,958.25,991.68,1033.2,1062.6,1099.9,1126.7,1161.1,1185.9,1209.9,1240.7,1263.0,1291.6,1312.2,1338.5,1357.3,1381.3,1398.4,1420.0,1440.2,1458.9,1476.2,1492.0
300.0,2000.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.43733513604446,743.82,818.17,863.21,893.24,930.69,957.55,983.61,1009.0,1041.8,1065.8,1089.1,1119.2,1141.0,1162.1,1189.0,1208.2,1232.4,1249.3,1270.1,1288.6,1304.4,1316.7,1324.8,1326.6,1316.7
300.0,2000.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.41724034785986,739.4,794.24,836.31,864.63,891.66,917.88,943.45,976.65,1000.9,1024.6,1047.7,1070.1,1091.8,1112.7,1139.3,1158.2,1175.9,1197.6,1216.4,1228.2,1239.3,1243.0,1232.5,1194.9,1132.4
300.0,2000.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.40089241738393,735.88,786.98,817.31,845.13,871.77,897.7,923.07,947.89,972.18,995.92,1019.1,1041.5,1063.3,1084.2,1104.3,1129.5,1147.0,1163.0,1181.2,1191.7,1198.9,1191.0,1160.4,1106.6,1028.4
300.0,2000.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.25018036941788,531.16,678.96,792.13,902.3,1036.8,1142.3,1246.3,1349.1,1450.8,1551.7,1676.9,1776.4,1875.5,1949.6,2048.2,2146.5,2244.8,2343.0,2441.1,2539.3,2613.0,2711.3,2809.8,2883.6,2982.3
300.0,2000.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.23530270848942,669.28,846.24,956.76,1090.7,1195.6,1299.1,1401.4,1502.8,1603.5,1703.5,1803.0,1902.0,1976.1,2074.6,2172.9,2270.9,2344.4,2442.3,2515.7,2613.5,2711.2,2784.5,2857.7,2955.4,3028.7
300.0,2000.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.23909673194759,705.54,875.08,982.19,1087.2,1190.7,1293.1,1394.4,1494.9,1594.6,1693.8,1792.4,1890.6,1988.5,2061.7,2159.0,2256.2,2353.2,2425.9,2522.6,2595.2,2691.7,2764.1,2836.4,2932.7,3004.8
300.0,2000.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.24098536914663,735.51,873.63,979.98,1084.5,1187.7,1289.7,1390.7,1490.8,1590.3,1689.1,1787.4,1885.3,1982.8,2080.0,2152.8,2249.6,2346.2,2418.6,2514.9,2587.0,2683.1,2755.1,2826.9,2922.6,2994.1
300.0,2000.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.24214599577764,735.26,872.47,978.53,1082.9,1185.9,1287.7,1388.5,1488.5,1587.8,1686.4,1784.6,1882.3,1979.6,2076.6,2149.2,2245.8,2342.2,2414.4,2510.5,2582.4,2678.2,2749.9,2821.5,2916.8,2988.0
300.0,2000.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.15332978401995,521.03,670.78,848.19,1018.4,1182.4,1341.2,1495.5,1646.0,1763.9,1908.9,2023.2,2136.1,2248.0,2358.9,2469.0,2578.4,2660.2,2768.8,2877.2,2958.3,3039.4,3147.4,3228.4,3309.5,3390.6
300.0,2000.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.07808345304185,506.02,711.13,864.1,1046.9,1222.1,1357.8,1522.7,1651.3,1808.5,1931.8,2083.3,2202.6,2320.5,2437.1,2552.6,2667.2,2780.8,2893.8,3006.1,3090.0,3201.4,3284.8,3395.6,3478.6,3561.5
300.0,2000.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.07033589833872,509.35,715.92,906.52,1052.3,1227.8,1363.8,1529.0,1657.8,1815.3,1938.8,2060.3,2209.8,2327.7,2444.4,2559.8,2674.3,2787.8,2900.6,3012.8,3096.5,3207.7,3290.8,3401.3,3483.9,3566.5
300.0,2000.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.068036846361656,510.15,717.29,907.93,1053.7,1229.3,1365.4,1530.6,1659.5,1817.0,1940.5,2062.0,2211.5,2329.4,2445.9,2561.3,2675.7,2789.2,2901.9,3013.9,3097.5,3208.5,3291.5,3401.8,3484.3,3566.6
300.0,2000.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.066968237027343,510.44,717.91,908.55,1054.4,1230.0,1366.1,1531.4,1660.2,1817.7,1941.2,2062.7,2212.1,2330.0,2446.5,2561.9,2676.2,2789.6,2902.2,3014.2,3097.7,3208.7,3291.6,3401.8,3484.2,3566.4
400.0,1.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.41205470369243,656.16,807.06,940.62,1041.7,1135.0,1204.6,1285.9,1346.5,1389.3,1442.8,1492.3,1526.5,1567.9,1595.8,1620.5,1648.1,1664.4,1676.2,1683.1,1683.1,1675.7,1662.4,1644.6,1616.0,1592.5
400.0,1.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.37708612006249,888.65,1013.9,1077.1,1125.5,1153.1,1173.9,1188.5,1195.1,1200.7,1201.7,1199.4,1195.4,1186.0,1172.6,1161.5,1141.5,1117.4,1089.7,1058.4,1010.8,969.75,889.97,802.36,705.32,604.45
400.0,1.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.27421761094311,845.12,973.59,1017.0,1038.9,1062.4,1072.9,1079.9,1083.6,1084.0,1082.7,1076.7,1065.0,1047.1,1023.3,994.6,961.81,902.22,852.2,738.9,640.52,548.74,471.39,401.34,349.39,304.24
400.0,1.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.17003278419532,790.82,893.19,951.38,980.87,1003.3,1012.1,1025.5,1030.4,1034.1,1038.3,1038.6,1037.5,1034.9,1030.2,1023.2,1013.7,987.73,972.21,955.45,937.52,896.73,872.6,813.47,744.97,681.41
400.0,1.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.15056711525067,760.93,891.78,930.83,961.61,984.38,993.04,1000.1,1009.8,1012.6,1013.9,1013.7,1011.7,1007.2,1000.3,989.5,975.88,960.25,943.27,925.15,905.56,859.47,830.15,797.2,723.99,657.23
400.0,1.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.41191501751534,656.17,807.08,940.68,1041.8,1135.1,1204.8,1286.1,1346.7,1389.6,1443.3,1492.8,1527.0,1568.6,1596.5,1621.4,1649.2,1665.5,1677.6,1684.6,1684.9,1677.7,1664.6,1647.0,1618.5,1595.0
400.0,1.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.3773196924998,888.67,1014.0,1077.2,1125.7,1153.3,1174.2,1189.0,1195.7,1201.4,1202.5,1200.3,1196.5,1187.3,1174.0,1163.0,1143.2,1119.3,1091.7,1060.6,1013.2,957.59,892.85,805.24,707.86,606.46
400.0,1.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.27445309284005,845.14,973.65,1017.1,1048.0,1062.6,1073.2,1080.3,1084.1,1084.6,1083.4,1077.5,1066.1,1048.5,1024.9,996.48,963.91,904.74,855.06,741.82,642.97,550.58,472.76,402.36,350.17,304.82
