VSH_TAU_0,VSH_TAU_SAT,VSH_B,AI_N,AI_GAMMA0,valid_x_end,valid_y_1,valid_y_2,valid_y_3,valid_y_4,valid_y_5,valid_y_6,valid_y_7,valid_y_8,valid_y_9,valid_y_10,valid_y_11,valid_y_12,valid_y_13,valid_y_14,valid_y_15,valid_y_16,valid_y_17,valid_y_18,valid_y_19,valid_y_20,prd_x_end,prd_y_1,prd_y_2,prd_y_3,prd_y_4,prd_y_5,prd_y_6,prd_y_7,prd_y_8,prd_y_9,prd_y_10,prd_y_11,prd_y_12,prd_y_13,prd_y_14,prd_y_15,prd_y_16,prd_y_17,prd_y_18,prd_y_19,prd_y_20
499.99999999999943,1.0,0.10000000000000005,4.999999999999999,3.333299999999998e-05,0.36617218490241,1022.4999999999989,1190.0999999999983,1286.399999999999,1350.0,1401.8000000000002,1433.2,1457.999999999999,1476.3999999999994,1485.199999999999,1492.899999999999,1494.5999999999983,1491.899999999998,1486.799999999999,1474.4999999999995,1463.3999999999992,1442.299999999999,1415.9999999999984,1384.6999999999996,1348.9999999999989,1309.1999999999991,0.34825868961164913,947.4863629902787,1136.7653146169152,1251.4083384393416,1324.8543156901908,1381.6504792163348,1419.929871252872,1451.888886290184,1474.525136232231,1490.6264431020054,1499.7712348440486,1505.1806875256684,1502.9070989666661,1496.2142352658016,1481.799573126973,1463.747047405215,1440.4782929844755,1407.5702169221397,1362.4437497615052,1306.4897651752715,1235.5636764567732
499.99999999999943,1499.9999999999989,1.0,14.999999999999996,3.333299999999998e-05,0.24460577426757005,1027.5999999999995,1225.3999999999999,1352.1999999999994,1449.599999999998,1545.0999999999974,1639.3999999999983,1709.6999999999982,1802.899999999999,1872.4999999999984,1964.8999999999983,2033.9999999999986,2125.8,2194.5,2262.9999999999973,2331.3999999999996,2422.2999999999984,2490.199999999997,2557.999999999998,2625.5999999999976,2692.8999999999974,0.2736606294420145,965.608648080237,1192.4706378616063,1354.2675493021452,1489.1801418354216,1607.306085886948,1714.5815501504294,1816.0439220300375,1907.150285422295,1992.9057461908073,2074.410574312746,2151.059259009907,2225.2552649908134,2293.5364579496695,2356.1444074725246,2414.6941438320505,2469.934962922514,2515.5355215817967,2555.5087851077756,2583.3099393151138,2608.9056609315435
199.99999999999983,1499.9999999999989,0.10000000000000005,4.999999999999999,3.333299999999998e-05,0.4796061497812801,552.8999999999994,602.66,642.3099999999995,676.6899999999999,708.0199999999995,730.1399999999991,758.2099999999999,778.3799999999992,804.199999999999,822.8399999999995,846.7799999999999,864.0699999999999,886.2699999999995,907.4999999999995,922.7999999999995,942.3799999999997,961.0099999999998,978.6899999999997,995.4299999999996,1011.1999999999998,0.5202258333764115,561.5302661130021,604.5651798224872,642.0118476048912,676.6461820440765,707.8004528078817,738.7688720669896,768.6795776913967,797.9973378317486,826.5362366519664,854.2347870898685,881.3800373670502,907.4296522489753,932.7011463176974,956.7615557566909,979.6731442857209,1001.8219347660996,1021.3752655032366,1038.4282129314104,1052.331082863627,1062.2198234053772
399.9999999999997,1999.9999999999982,0.10000000000000005,10.0,3.333299999999998e-05,0.40269776593897005,923.4899999999999,1037.9999999999995,1094.7999999999993,1142.1999999999987,1174.0999999999995,1203.9999999999984,1232.3999999999987,1259.5999999999992,1285.7999999999993,1310.8999999999992,1335.099999999998,1358.2999999999986,1380.3999999999985,1401.2999999999981,1420.999999999999,1439.1999999999982,1455.7999999999995,1475.199999999999,1487.1999999999998,1496.799999999999,0.3792826754787767,895.2185203705201,1005.224430240883,1069.881326957067,1118.9457267132807,1160.5684684807525,1198.0961302655442,1234.1653947578443,1267.1051694584635,1297.7846938490993,1327.1094304927688,1354.476946996686,1379.3977098326611,1401.8275624296757,1421.0147646795533,1437.5581098376751,1451.6495801346023,1458.749707724121,1458.3458139227394,1449.1213269518103,1431.4763406715451
399.9999999999997,1499.9999999999989,1.0,14.999999999999996,3.333299999999998e-05,0.26673605131754,897.7999999999993,1058.599999999999,1181.6999999999991,1277.4999999999986,1371.9999999999984,1465.599999999998,1535.199999999999,1627.4999999999986,1719.1999999999978,1810.3999999999987,1878.3999999999974,1968.799999999998,2036.2999999999995,2125.999999999998,2192.9999999999977,2281.899999999999,2348.2999999999997,2414.399999999997,2502.099999999999,2567.399999999998,0.28272573380608734,821.2684305386368,1005.5845204281892,1144.3751272649174,1263.4639454775634,1370.1360962519939,1469.8212928933588,1565.1383155036303,1652.9951133702132,1737.8538101331253,1818.7192420439596,1896.838753162268,1973.4531006795926,2046.205428479912,2115.087732037974,2181.7294834271424,2247.153222296125,2306.2719535361475,2363.2723204581725,2413.2239910488115,2463.938663391057
299.99999999999983,1.0,1.0,4.999999999999999,3.333299999999998e-05,0.38569733566108,718.2399999999997,803.0299999999995,838.5099999999996,871.6699999999994,888.1099999999994,895.8199999999998,903.3599999999992,906.8099999999996,907.149999999999,905.0299999999994,901.9899999999992,895.1099999999996,885.4900000000002,877.5399999999996,863.2699999999998,846.1599999999995,826.2799999999995,803.7099999999996,769.2099999999996,728.7699999999998,0.32613218574124553,684.9193556140209,798.4841729829471,862.1490998237658,903.4141441417099,933.2044001085194,952.259305702836,965.0365685971251,973.2249778904363,976.691087331415,976.0969832556386,972.0583619696059,963.9371291702975,951.4246623851426,935.024036140521,914.6204845549119,889.4413516681822,856.9178968621276,816.1914482333843,767.6511798728149,707.0352261089265
299.99999999999983,1499.9999999999989,9.999999999999995,4.999999999999999,3.333299999999998e-05,0.10152464431940003,547.0099999999992,780.7399999999994,962.4999999999985,1136.1999999999996,1303.2999999999988,1464.9999999999986,1622.0999999999983,1775.2999999999986,1895.2999999999981,2042.6999999999987,2158.6999999999985,2273.1999999999985,2386.4999999999986,2498.6999999999985,2609.799999999999,2720.199999999998,2829.699999999998,2911.4999999999973,2992.899999999998,3101.0999999999963,0.11244345661903263,519.0704405650993,743.1909157327576,936.8867260452696,1112.4206989043257,1279.6315854750146,1438.7481732833364,1589.0400425321386,1729.026142067637,1868.1200021402724,1992.8353229089007,2114.805714289935,2233.983440033235,2343.9777386802793,2447.8835791089964,2546.999730292581,2641.4297605305132,2724.3997731404993,2805.4820802467634,2878.4690693930556,2935.8975259654417
100.0,1.0,1.0,1.0,3.333299999999998e-05,0.52411195656234,400.6499999999998,435.34999999999985,461.7499999999994,481.20999999999987,494.6699999999995,501.2699999999997,505.9399999999999,506.69999999999936,504.52999999999975,500.8899999999995,493.85999999999973,487.3199999999995,477.37999999999977,466.4900000000001,455.05999999999995,443.4499999999997,431.9199999999998,420.6599999999995,409.76999999999975,396.72999999999956,0.6440010250882777,340.2741241863842,378.90361235377077,412.1276798104029,438.9821819601058,458.756369601966,472.7130087791197,481.8877534848107,488.7033233683993,491.9042944822369,492.632179893743,490.9765154540329,486.7604926469418,480.0128540458052,471.0405908615304,459.5796268287523,445.10403425864223,427.51779629470667,406.2931147228739,381.45982193545046,349.9872902221244
100.0,1999.9999999999982,9.999999999999995,10.0,3.333299999999998e-05,0.08112445704310402,387.2399999999998,526.1799999999997,729.5199999999998,881.0900000000001,1062.1999999999998,1235.999999999999,1403.8999999999983,1566.5999999999988,1724.8999999999985,1848.899999999999,2000.8999999999985,2149.999999999998,2267.599999999999,2383.7999999999984,2527.299999999998,2640.9999999999986,2753.6999999999975,2865.599999999996,2976.899999999998,3059.9999999999945,0.08442780668578713,426.88664585943854,636.513007928497,825.5138187000108,1000.9395107533036,1172.104057873058,1337.965454013882,1495.8666036001714,1645.0180150545252,1795.7543791061232,1930.3894613215282,2063.794191595266,2195.0754045846447,2317.064205872666,2433.7183642826444,2546.027883560601,2654.014881584649,2750.587782317824,2847.0126995849264,2937.68725058072,3008.702450651995
399.9999999999997,1999.9999999999982,1.0,1.0,3.333299999999998e-05,0.23850103132407002,579.06,732.0800000000002,848.4399999999997,988.7899999999988,1097.999999999999,1205.0999999999997,1310.4999999999989,1440.2999999999981,1542.9999999999993,1644.6999999999996,1745.7999999999993,1846.399999999999,1946.4999999999982,2021.399999999998,2120.9999999999973,2220.4999999999977,2319.8999999999996,2419.199999999998,2493.7999999999975,2593.1999999999966,0.2432865211033706,529.3452833629284,687.2292790615749,828.8318387698068,958.88779664059,1081.7690561329237,1200.4596535654211,1315.270399313544,1424.2182267558742,1533.0673231636865,1635.0833979277058,1737.0864787489543,1838.1894845400786,1937.1646428469303,2033.3183470335946,2130.0316178718135,2228.3543316008872,2325.860143612907,2429.6633894336637,2536.9772399532903,2652.050725454573
499.99999999999943,499.99999999999943,1.0,10.0,3.333299999999998e-05,0.35266419053421,1095.7999999999993,1260.7999999999997,1359.3999999999999,1430.5999999999979,1481.099999999998,1545.399999999999,1591.7999999999988,1636.7999999999993,1680.3999999999985,1722.6999999999996,1763.3999999999987,1802.499999999999,1839.6999999999998,1863.2999999999977,1896.6999999999982,1926.9999999999982,1953.2999999999981,1974.0999999999985,1987.5999999999979,1991.4999999999989,0.2954077140243289,1093.5542472231373,1285.1629228160316,1394.4854237220989,1477.3033479347448,1545.3219648991242,1604.194620617206,1658.7518687952008,1706.0345784151152,1748.140467417776,1788.6389985745973,1824.1291927973778,1857.060916465986,1884.1333290244,1906.4109040830872,1923.4176289584227,1935.4681248068243,1935.9588477768327,1925.9045473066913,1900.8975108932775,1865.3393233796087
399.9999999999997,1.0,1.0,10.0,3.333299999999998e-05,0.27445309284005004,845.139999999999,973.6499999999997,1017.1,1047.9999999999986,1062.5999999999988,1073.1999999999994,1080.2999999999988,1084.0999999999992,1084.5999999999992,1083.3999999999994,1077.4999999999984,1066.0999999999997,1048.4999999999993,1024.8999999999992,996.4799999999997,963.91,904.7399999999996,855.059999999999,741.8200000000002,642.9699999999992,0.260611754895759,837.806376520985,978.3247492450575,1041.7156394170397,1076.4230877708947,1099.5337814819238,1111.4188504559768,1117.4582448913325,1119.174757035268,1116.5889739389281,1110.2932113099905,1100.5335520826418,1086.8749150044475,1068.353201295916,1046.077553566337,1019.4066855040053,987.6365977258195,946.9836587094106,896.629080383182,837.2540169970329,764.5268177322428
199.99999999999983,1499.9999999999989,1.0,4.999999999999999,3.333299999999998e-05,0.29895770852933007,550.5299999999995,681.2399999999998,781.9599999999999,904.9699999999998,1001.5999999999993,1096.8999999999996,1214.3999999999987,1307.1999999999994,1399.1999999999996,1490.399999999999,1580.7999999999984,1670.5999999999974,1759.699999999999,1848.199999999998,1936.1999999999987,2023.4999999999989,2088.599999999997,2174.8999999999983,2260.5999999999976,2345.599999999998,0.3041398348283711,559.5613053574452,697.8159557416714,820.5744948978539,933.0518626293685,1037.8476326517864,1138.9707234478838,1236.7461174652128,1329.525920952223,1421.5276972303016,1508.8256359083357,1595.7122523558905,1681.8940499134949,1766.5015878477236,1848.792308019107,1931.3931083697892,2015.3890298774863,2098.7816112455484,2187.194762026673,2277.822295139344,2376.5132756205644
199.99999999999983,999.999999999999,1.0,10.0,3.333299999999998e-05,0.3733044549657001,561.1,669.2699999999991,753.1399999999999,855.7599999999993,936.2699999999994,1015.4999999999991,1093.3999999999994,1170.199999999999,1245.7999999999984,1320.0999999999992,1393.2999999999986,1465.1999999999996,1535.899999999998,1605.0999999999983,1672.8999999999999,1739.099999999999,1787.6999999999975,1850.6999999999994,1911.6999999999982,1955.799999999998,0.35814812925579104,601.3576643597256,707.4380154802301,796.6014972966634,877.4239014078742,951.3043944007743,1023.0104155386967,1092.1643215533963,1158.1361122672945,1223.1812652014912,1285.7792850052117,1347.6526041459679,1409.0410982534743,1469.0587038772421,1527.5880070349042,1585.528179938789,1643.9010223649987,1700.245968793337,1757.8081147245944,1814.1176003260848,1872.9618283290715
100.0,1499.9999999999989,0.10000000000000005,4.999999999999999,3.333299999999998e-05,0.50663637578229,327.4099999999997,357.0699999999999,378.6099999999998,406.58999999999986,427.06999999999965,453.72999999999973,473.2499999999996,498.6699999999998,523.3899999999998,541.4799999999998,564.9999999999997,587.8399999999997,609.9999999999995,631.4999999999995,652.3199999999995,672.4799999999997,691.9799999999993,710.8199999999994,733.4499999999997,750.8299999999995,0.5273454738587141,333.0076264438054,354.7635437583111,381.1928120283229,408.5096495200751,433.95028854451795,460.35725089149605,485.3848356081442,510.7264995861537,536.0640988174192,560.4087595477147,584.7093341011936,608.7492352746012,632.3015397829753,655.786882905126,678.5198381592032,700.9156723020627,722.2825707179444,743.4034866521035,763.8485696226226,781.005493986784
199.99999999999983,1499.9999999999989,9.999999999999995,10.0,3.333299999999998e-05,0.10372277384372001,492.4499999999998,693.9899999999994,915.4699999999995,1090.5,1258.6999999999987,1421.1999999999987,1609.7999999999993,1762.3999999999978,1881.899999999999,2028.4999999999986,2172.3999999999996,2285.7999999999984,2397.899999999998,2508.8999999999987,2618.6999999999994,2727.699999999998,2835.7999999999965,2916.299999999997,2996.4999999999995,3076.2999999999984,0.10518538851334629,507.9644851517336,741.0615011182034,943.8769479280013,1128.0897059436245,1302.8871187682391,1467.5790888364188,1621.4466575408035,1763.2049728885365,1902.2408352510179,2025.1091143490212,2143.3122959171133,2257.407323255147,2359.803210011729,2454.387541843105,2541.848671706304,2621.690813547797,2687.156691399313,2747.702210910505,2796.0480050705683,2822.927217452241
