tau_sat,b,tau_0,gamma_0,n,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30
50.0,6.4,100.0,3.333e-05,2.0,0.5,-1.1898e-14,469.73,508.86,540.78,563.96,580.33,591.9,600.11,605.99,610.24,613.36,615.7,617.48,618.89,620.03,620.98,621.8,622.52,623.17,623.79,624.35,624.91,625.43,625.95,626.45,626.94,627.41,627.89,628.35,628.82
50.0,6.4,200.0,3.333e-05,2.0,0.5,-1.7626e-15,860.61,910.75,945.41,970.66,988.58,1001.3,1010.5,1017.1,1022.0,1025.7,1028.5,1030.6,1032.5,1034.0,1035.3,1036.5,1037.6,1038.6,1039.6,1040.4,1041.3,1042.2,1043.0,1043.8,1044.6,1045.4,1046.2,1046.9,1047.7
50.0,6.4,400.0,3.333e-05,2.0,0.5,-7.0506e-15,1527.8,1698.1,1750.8,1782.1,1803.6,1819.1,1830.2,1838.5,1844.7,1849.4,1853.2,1856.4,1859.0,1861.3,1863.4,1865.3,1867.0,1868.7,1870.3,1872.0,1873.4,1874.9,1876.4,1877.8,1879.3,1880.7,1882.2,1883.5,1884.9
50.0,6.4,800.0,3.333e-05,2.0,0.5,-1.9389e-14,2386.2,3075.6,3292.8,3378.3,3421.3,3447.1,3464.5,3477.0,3486.5,3493.9,3499.9,3504.9,3509.3,3513.2,3516.7,3520.1,3523.3,3526.3,3529.3,3532.1,3534.9,3537.8,3540.5,3543.2,3545.9,3548.5,3551.1,3553.7,3556.3
50.0,12.8,50.0,3.333e-05,2.0,0.5,-2.644e-15,303.88,355.35,383.0,397.19,404.43,408.2,410.25,411.46,412.24,412.8,413.26,413.66,414.04,414.4,414.74,415.09,415.43,415.77,416.09,416.42,416.75,417.08,417.41,417.72,418.04,418.36,418.67,418.97,419.28
50.0,12.8,100.0,3.333e-05,2.0,0.5,-1.2779e-14,504.27,556.84,586.23,601.59,609.52,613.71,616.06,617.49,618.48,619.24,619.87,620.45,620.99,621.52,622.04,622.55,623.05,623.56,624.06,624.55,625.04,625.53,626.01,626.5,626.97,627.44,627.91,628.37,628.83
50.0,12.8,200.0,3.333e-05,2.0,0.5,-4.4066e-15,888.73,957.58,991.91,1009.9,1019.4,1024.5,1027.5,1029.4,1030.8,1032.0,1032.9,1033.9,1034.7,1035.6,1036.4,1037.3,1038.2,1039.0,1039.8,1040.6,1041.5,1042.3,1043.1,1043.9,1044.6,1045.4,1046.2,1047.0,1047.7
50.0,12.8,400.0,3.333e-05,2.0,0.5,-2.8202e-14,1544.2,1739.7,1798.0,1824.3,1837.8,1845.1,1849.5,1852.5,1854.7,1856.6,1858.4,1860.0,1861.6,1863.1,1864.7,1866.1,1867.7,1869.1,1870.7,1872.1,1873.6,1875.0,1876.5,1877.9,1879.3,1880.8,1882.1,1883.5,1884.9
50.0,12.8,800.0,3.333e-05,2.0,0.5,1.9389e-14,2391.4,3101.5,3334.3,3422.8,3460.7,3479.1,3489.0,3495.3,3499.7,3503.4,3506.6,3509.8,3512.7,3515.6,3518.5,3521.3,3524.1,3526.9,3529.7,3532.5,3535.1,3537.9,3540.6,3543.3,3546.0,3548.5,3551.1,3553.7,3556.3
50.0,25.6,50.0,3.333e-05,2.0,0.5,-1.322e-15,348.79,393.19,405.93,409.68,410.96,411.56,411.98,412.34,412.69,413.04,413.38,413.73,414.07,414.42,414.75,415.09,415.43,415.77,416.09,416.42,416.75,417.08,417.41,417.72,418.04,418.35,418.66,418.97,419.28
