tau_s,b,tau_0,gamma_0,n,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25
1500,1,500,3.33e-05,5,420.67829999997,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973
1000,1,300,3.33e-05,1,66270.0031,0.016101,0.029382,0.029382,0.041589,0.052991,0.063764,0.07403,0.07403,0.092981,0.092981,0.092981,0.11048,0.11048,0.12653,0.12653,0.12653,0.14127,0.14127,0.15498,0.15498,0.15498,0.16789,0.16789,0.17413,0.17872
500,1,500,3.33e-05,3,25984552.1407,0.0070471,0.013162,0.024696,0.030172,0.035484,0.040648,0.04568,0.055399,0.060105,0.064723,0.073748,0.078193,0.082589,0.086948,0.091286,0.097799,0.10211,0.10856,0.11287,0.11719,0.12373,0.12816,0.13491,0.13979,0.14582
1000,1,300,3.33e-05,2,1288490.1887,0.018702,0.032152,0.043783,0.054171,0.063656,0.072462,0.080741,0.088602,0.096125,0.10337,0.11039,0.11721,0.11721,0.12387,0.1304,0.13681,0.14312,0.14934,0.15546,0.1615,0.16743,0.17327,0.17901,0.19068,0.19068
1000,1,300,3.33e-05,3,17824114.2783,0.021672,0.029202,0.035807,0.046752,0.056219,0.064682,0.072507,0.07616,0.079667,0.089492,0.092599,0.098565,0.10425,0.10699,0.11232,0.11746,0.11997,0.12486,0.12973,0.13213,0.1345,0.1393,0.14412,0.14889,0.15237
500,1,500,3.33e-05,4,36000000.0,0.0012606,0.0019522,0.0019522,0.0033099,0.0033099,0.0033099,0.0033099,0.0059508,0.0059508,0.0059508,0.0059508,0.0059508,0.0059508,0.0096546,0.0096546,0.0096546,0.0096546,0.0096546,0.0096546,0.01323,0.01323,0.01323,0.01323,0.01323,0.014028
1,1,100,3.33e-05,1,11324.6207,0.0070655,0.013615,0.026845,0.026845,0.040195,0.040195,0.053673,0.053673,0.067288,0.067288,0.081047,0.081047,0.094955,0.10194,0.10897,0.11603,0.12313,0.13028,0.13746,0.15205,0.15938,0.16676,0.16676,0.18167,0.18913
500,1,500,3.33e-05,5,477.60629999996,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973
1,1,100,3.33e-05,2,35232.1535,0.00701,0.013551,0.020154,0.020154,0.02682,0.033554,0.040359,0.047239,0.054198,0.054198,0.06124,0.068373,0.075603,0.082945,0.090422,0.094187,0.10182,0.10568,0.11354,0.12158,0.12568,0.13413,0.1408,0.15035,0.15785
1000,1,300,3.33e-05,4,36000000.0,0.0052959,0.0091361,0.0091361,0.015347,0.015347,0.015347,0.015347,0.024833,0.024833,0.024833,0.027976,0.027976,0.030882,0.030882,0.036055,0.036055,0.036055,0.036055,0.040776,0.040776,0.043018,0.043018,0.04516,0.04516,0.047017
1000,1,300,3.33e-05,5,36000000.0,0.0010372,0.0014937,0.0014937,0.002357,0.002357,0.002357,0.002357,0.0039426,0.0039426,0.0039426,0.0039426,0.0039426,0.0039426,0.0060204,0.0060204,0.0060204,0.0060204,0.0060204,0.0060204,0.0079153,0.0079153,0.0079153,0.0079153,0.0079153,0.0083334
1,1,100,3.33e-05,3,87241.5231,0.0038524,0.0071753,0.013934,0.013934,0.020794,0.020794,0.027767,0.027767,0.034875,0.034875,0.038453,0.042067,0.049415,0.053159,0.056963,0.060846,0.062801,0.066761,0.072851,0.077046,0.081417,0.086098,0.091057,0.096452,0.1025
1000,1,400,3.33e-05,1,73819.7503,0.012731,0.023713,0.034048,0.043864,0.043864,0.061987,0.061987,0.078898,0.078898,0.078898,0.094714,0.094714,0.10948,0.10948,0.11664,0.13012,0.13012,0.13012,0.14285,0.14285,0.15495,0.15495,0.1665,0.1665,0.17215
1000,1,400,3.33e-05,2,1825361.1007,0.012025,0.030416,0.038464,0.045963,0.053015,0.065832,0.077722,0.077722,0.089033,0.099881,0.10511,0.11024,0.1202,0.12506,0.12985,0.13923,0.14383,0.14839,0.15735,0.16177,0.16615,0.17498,0.18388,0.18388,0.19281
1,1,100,3.33e-05,4,301989.8879,0.0040049,0.0074891,0.011005,0.014555,0.01814,0.01814,0.021763,0.025425,0.02913,0.03288,0.036677,0.040527,0.044436,0.048414,0.052485,0.054536,0.058704,0.060826,0.065163,0.069674,0.074452,0.078215,0.083807,0.089478,0.096801
1000,1,400,3.33e-05,3,36000000.0,0.020497,0.02821,0.041458,0.047301,0.057672,0.067224,0.075945,0.080057,0.087868,0.095219,0.098747,0.10555,0.11207,0.11523,0.12138,0.12734,0.13026,0.13597,0.14155,0.147,0.1525,0.15523,0.15794,0.16378,0.16963
1,1,100,3.33e-05,5,694576.7423,0.002392,0.0042222,0.0079358,0.0079358,0.011695,0.011695,0.015504,0.015504,0.019372,0.019372,0.023313,0.023313,0.027371,0.027371,0.031493,0.033603,0.035756,0.037966,0.040272,0.041438,0.043826,0.047633,0.049814,0.05384,0.05995
1000,1,400,3.33e-05,4,36000000.0,0.0022163,0.0037615,0.0037615,0.0066059,0.0066059,0.0066059,0.0066059,0.011578,0.011578,0.011578,0.011578,0.011578,0.011578,0.017771,0.017771,0.017771,0.017771,0.017771,0.017771,0.023216,0.023216,0.023216,0.023216,0.023216,0.024407
1000,1,400,3.33e-05,5,36000000.0,0.00066146,0.00078498,0.00078498,0.0010155,0.0010155,0.0010155,0.0010155,0.001456,0.001456,0.001456,0.001456,0.001456,0.001456,0.0020755,0.0020755,0.0020755,0.0020755,0.0020755,0.0020755,0.0026784,0.0026784,0.0026784,0.0026784,0.0026784,0.0028135
1,1,200,3.33e-05,1,22649.2415,0.0070662,0.013617,0.026854,0.026854,0.033493,0.040164,0.053653,0.053653,0.067283,0.067283,0.081061,0.087985,0.094948,0.10905,0.10905,0.12333,0.12333,0.13051,0.14502,0.15234,0.15234,0.16725,0.17474,0.18227,0.18982
1000,1,500,3.33e-05,1,80530.6367,0.010515,0.019788,0.019788,0.03691,0.03691,0.052941,0.052941,0.068083,0.068083,0.082432,0.082432,0.096038,0.096038,0.10895,0.10895,0.12122,0.12122,0.13293,0.13293,0.14415,0.14415,0.15495,0.15495,0.16537,0.16537
1000,1,500,3.33e-05,2,1825361.1007,0.0082829,0.015255,0.027685,0.038996,0.038996,0.049471,0.059305,0.059305,0.068653,0.077642,0.077642,0.086401,0.094919,0.099075,0.10317,0.1112,0.11515,0.11905,0.12674,0.13053,0.13428,0.14187,0.14954,0.14954,0.15722
1,1,200,3.33e-05,2,140509.1839,0.0070111,0.013555,0.020162,0.020162,0.026834,0.033576,0.04039,0.04728,0.054251,0.054251,0.061308,0.068457,0.075706,0.083068,0.090572,0.094351,0.098164,0.1059,0.11379,0.12189,0.12603,0.13462,0.14379,0.14862,0.15805
1000,1,500,3.33e-05,3,33901094.655937,0.012304,0.021908,0.021908,0.030479,0.03828,0.045485,0.052216,0.052216,0.058563,0.0646,0.070391,0.070391,0.078796,0.081516,0.086836,0.089445,0.094581,0.097117,0.10215,0.10715,0.10964,0.11462,0.1171,0.12243,0.12624
1,1,200,3.33e-05,3,696254.4639,0.0038528,0.0071769,0.01394,0.01394,0.020807,0.020807,0.02779,0.02779,0.034912,0.034912,0.038497,0.04212,0.045783,0.053247,0.057068,0.060978,0.062948,0.066943,0.071028,0.077404,0.08078,0.085434,0.090348,0.097003,0.103
1000,1,500,3.33e-05,4,36000000.0,0.0012559,0.0019347,0.0019347,0.0032444,0.0032444,0.0032444,0.0032444,0.0057162,0.0057162,0.0057162,0.0057162,0.0057162,0.0057162,0.0090549,0.0090549,0.0090549,0.0090549,0.0090549,0.0090549,0.012175,0.012175,0.012175,0.012175,0.012175,0.012867
1,1,200,3.33e-05,4,4831838.2079,0.0040055,0.0074914,0.01101,0.014563,0.018153,0.018153,0.021781,0.02545,0.029162,0.03292,0.036727,0.040589,0.044511,0.048504,0.052596,0.054659,0.058855,0.060993,0.065376,0.06997,0.074762,0.07855,0.084188,0.089905,0.09713
1000,1,500,3.33e-05,5,76.620700000001,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971
1,1,200,3.33e-05,5,22655952.4863,0.0023922,0.004223,0.0079391,0.0079391,0.011702,0.011702,0.015516,0.015516,0.019391,0.019391,0.023342,0.023342,0.027415,0.02947,0.031556,0.033679,0.035849,0.038087,0.040455,0.04289,0.046167,0.049001,0.052264,0.056743,0.062305
1,1,300,3.33e-05,1,28521.2671,0.0048921,0.0092456,0.018011,0.018011,0.035781,0.035781,0.044702,0.044702,0.053678,0.062706,0.062706,0.071785,0.080912,0.090082,0.090082,0.099291,0.10853,0.10853,0.11779,0.12707,0.12707,0.13634,0.14559,0.14559,0.1548
1,1,300,3.33e-05,2,261724.5695,0.0062901,0.012094,0.012094,0.023944,0.023944,0.029908,0.029908,0.035929,0.042012,0.048159,0.054376,0.054376,0.06067,0.067053,0.073551,0.07682,0.083439,0.086791,0.093595,0.097055,0.10413,0.10777,0.11554,0.11962,0.12847
1,1,300,3.33e-05,3,1979711.4879,0.0025082,0.0044659,0.0084181,0.0084181,0.016491,0.016491,0.024733,0.024733,0.028884,0.028884,0.033082,0.037332,0.041642,0.041642,0.04603,0.050551,0.052833,0.057493,0.059887,0.063599,0.06741,0.07138,0.0756,0.080377,0.085766
1,1,300,3.33e-05,4,18414672.2815,0.0032806,0.0060221,0.0060221,0.01161,0.01161,0.017294,0.017294,0.017294,0.023102,0.026025,0.026025,0.028982,0.031975,0.03501,0.038096,0.04125,0.044521,0.046174,0.04956,0.051304,0.055011,0.058,0.062549,0.067203,0.072515
1,1,300,3.33e-05,5,36000000.0,0.001047,0.0015297,0.0015297,0.0024898,0.0024898,0.0024898,0.0024898,0.0044202,0.0044202,0.0044202,0.0044202,0.0044202,0.0044202,0.0072577,0.0072577,0.0072577,0.0072577,0.0072577,0.0072577,0.010121,0.010121,0.010121,0.010121,0.010121,0.010766
1,1,400,3.33e-05,1,45298.4831,0.0070666,0.013619,0.026858,0.026858,0.033499,0.040172,0.053667,0.053667,0.067305,0.067305,0.081093,0.088021,0.094989,0.1091,0.1091,0.1234,0.1234,0.13059,0.14511,0.15245,0.15245,0.16738,0.17488,0.18242,0.18998
1000,10,100,3.33e-05,1,140928.6143,0.023435,0.036937,0.049093,0.049093,0.060538,0.071578,0.082383,0.093058,0.10367,0.10367,0.11427,0.12489,0.13556,0.14628,0.15709,0.15709,0.16798,0.17898,0.19008,0.20129,0.21262,0.21262,0.22405,0.23557,0.24717
1,1,400,3.33e-05,2,563714.4575,0.0070116,0.013557,0.020166,0.020166,0.026842,0.033587,0.040405,0.047301,0.054278,0.054278,0.061342,0.068499,0.075757,0.08313,0.090647,0.094433,0.10211,0.106,0.11392,0.12205,0.12621,0.1349,0.14167,0.15127,0.15871
1000,10,100,3.33e-05,2,3006477.1071,0.022021,0.030592,0.043471,0.043471,0.054525,0.054525,0.06463,0.06463,0.074218,0.078906,0.083522,0.088087,0.097128,0.10163,0.10614,0.11067,0.11522,0.11982,0.12448,0.13164,0.13648,0.1414,0.14922,0.15461,0.16016
1,1,400,3.33e-05,3,5207647.8463,0.003853,0.0071776,0.0071776,0.013943,0.013943,0.020814,0.020814,0.027801,0.027801,0.03493,0.03852,0.042147,0.045814,0.049527,0.053291,0.057122,0.057122,0.063025,0.067041,0.071155,0.075411,0.079987,0.083662,0.089107,0.096912
1000,10,100,3.33e-05,3,36000000.0,0.021049,0.027169,0.027169,0.035565,0.035565,0.042302,0.042302,0.042302,0.048123,0.048123,0.048123,0.058006,0.058006,0.058006,0.058006,0.058006,0.064615,0.064615,0.064615,0.070853,0.070853,0.070853,0.070853,0.077317,0.077317
1000,10,100,3.33e-05,4,36000000.0,0.0091141,0.01113,0.01113,0.013574,0.013574,0.013574,0.013574,0.016565,0.016565,0.016565,0.016565,0.016565,0.016565,0.019505,0.019505,0.019505,0.019505,0.019505,0.019505,0.021774,0.021774,0.021774,0.021774,0.021774,0.022259
1,1,400,3.33e-05,4,36000000.0,0.0022814,0.0040058,0.0040058,0.0074925,0.0074925,0.011012,0.011012,0.011012,0.014567,0.014567,0.018159,0.018159,0.018159,0.02179,0.02179,0.025462,0.025462,0.029178,0.029178,0.029178,0.03294,0.03294,0.036753,0.036753,0.03858
1000,10,100,3.33e-05,5,36000000.0,0.0049539,0.0059513,0.0059513,0.0071064,0.0071064,0.0071064,0.0071064,0.0084471,0.0084471,0.0084471,0.0084471,0.0084471,0.0084471,0.0097008,0.0097008,0.0097008,0.0097008,0.0097008,0.0097008,0.010633,0.010633,0.010633,0.010633,0.010633,0.010831
1,1,400,3.33e-05,5,36000000.0,0.00066204,0.00078689,0.00078689,0.0010223,0.0010223,0.0010223,0.0010223,0.0014809,0.0014809,0.0014809,0.0014809,0.0014809,0.0014809,0.0021438,0.0021438,0.0021438,0.0021438,0.0021438,0.0021438,0.0028062,0.0028062,0.0028062,0.0028062,0.0028062,0.0029555
1000,10,200,3.33e-05,1,167772.1599,0.020416,0.033255,0.044403,0.064907,0.064907,0.074884,0.084708,0.094448,0.10415,0.11386,0.12359,0.13336,0.14317,0.15301,0.16286,0.1727,0.18251,0.19229,0.21163,0.21163,0.22125,0.23098,0.24089,0.25098,0.26126
1,1,500,3.33e-05,1,63753.4207,0.010993,0.02154,0.02154,0.032165,0.042872,0.053664,0.053664,0.064547,0.075526,0.086605,0.086605,0.097789,0.10908,0.12049,0.12049,0.13202,0.14367,0.15545,0.15545,0.16739,0.17947,0.1917,0.1917,0.20405,0.21647
1,1,500,3.33e-05,2,724775.7311,0.0046784,0.0088348,0.017267,0.017267,0.025808,0.025808,0.034466,0.034466,0.043251,0.043251,0.052182,0.052182,0.061318,0.065927,0.070592,0.075323,0.082564,0.087464,0.092442,0.097512,0.10269,0.11072,0.11628,0.12201,0.12818
1000,10,200,3.33e-05,2,3972844.7487,0.017907,0.02561,0.037083,0.046834,0.055651,0.055651,0.063905,0.071803,0.079475,0.079475,0.087012,0.094488,0.10197,0.10571,0.10946,0.11698,0.12077,0.12842,0.13229,0.14017,0.14419,0.15249,0.15684,0.16607,0.17082
1,1,500,3.33e-05,3,9234179.6863,0.0039324,0.0073383,0.0073383,0.014272,0.014272,0.021318,0.021318,0.021318,0.02849,0.02849,0.03584,0.03584,0.039549,0.04331,0.047137,0.051067,0.053048,0.057078,0.061226,0.063366,0.067834,0.072515,0.076254,0.081773,0.087027
1000,10,200,3.33e-05,3,36000000.0,0.016507,0.021935,0.021935,0.029303,0.029303,0.035158,0.035158,0.035158,0.04017,0.04017,0.04017,0.048527,0.048527,0.048527,0.048527,0.048527,0.054048,0.054048,0.054048,0.059191,0.059191,0.059191,0.059191,0.064421,0.064421
1000,10,200,3.33e-05,4,36000000.0,0.0057015,0.0074557,0.0074557,0.0096122,0.0096122,0.0096122,0.0096122,0.012266,0.012266,0.012266,0.012266,0.012266,0.012266,0.014874,0.014874,0.014874,0.014874,0.014874,0.014874,0.016883,0.016883,0.016883,0.016883,0.016883,0.017312
1,1,500,3.33e-05,4,36000000.0,0.0012653,0.0019706,0.0019706,0.003381,0.003381,0.003381,0.003381,0.0062256,0.0062256,0.0062256,0.0062256,0.0062256,0.0062256,0.010419,0.010419,0.010419,0.010419,0.010419,0.010419,0.014663,0.014663,0.014663,0.014663,0.014663,0.015619
1000,10,200,3.33e-05,5,36000000.0,0.0021703,0.0029108,0.0029108,0.0038396,0.0038396,0.0038396,0.0038396,0.0049712,0.0049712,0.0049712,0.0049712,0.0049712,0.0049712,0.0060556,0.0060556,0.0060556,0.0060556,0.0060556,0.0060556,0.0068709,0.0068709,0.0068709,0.0068709,0.0068709,0.0070444
1,1,500,3.33e-05,5,575.11059999995,0.00050971,0.00050971,0.00050971,0.00050971,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050974,0.00050974,0.00050974,0.00050974
1000,10,300,3.33e-05,1,140718.8991,0.017994,0.029622,0.040104,0.040104,0.049948,0.068504,0.068504,0.077595,0.086577,0.086577,0.095497,0.10439,0.11327,0.12216,0.13107,0.13107,0.14001,0.14898,0.158,0.16704,0.17613,0.17613,0.18524,0.19437,0.20321
1000,10,300,3.33e-05,2,5153960.7551,0.021459,0.031745,0.040442,0.048257,0.055524,0.062427,0.069083,0.075566,0.081933,0.088222,0.094465,0.10069,0.10069,0.10691,0.11316,0.11946,0.12582,0.13228,0.1389,0.1456,0.15245,0.1595,0.16681,0.17445,0.18298
1000,10,300,3.33e-05,3,36000000.0,0.012717,0.017521,0.017521,0.024034,0.024034,0.024034,0.024034,0.033135,0.033135,0.033135,0.033135,0.033135,0.033135,0.043344,0.043344,0.043344,0.043344,0.043344,0.043344,0.052112,0.052112,0.052112,0.052112,0.052112,0.054024
1000,10,300,3.33e-05,4,36000000.0,0.0032575,0.0046189,0.0046189,0.0064014,0.0064014,0.0064014,0.0064014,0.0086775,0.0086775,0.0086775,0.0086775,0.0086775,0.0086775,0.010953,0.010953,0.010953,0.010953,0.010953,0.010953,0.012719,0.012719,0.012719,0.012719,0.012719,0.013097
1000,10,300,3.33e-05,5,36000000.0,0.00097083,0.001293,0.001293,0.0017945,0.0017945,0.0017945,0.0017945,0.0025228,0.0025228,0.0025228,0.0025228,0.0025228,0.0025228,0.0033015,0.0033015,0.0033015,0.0033015,0.0033015,0.0033015,0.0039221,0.0039221,0.0039221,0.0039221,0.0039221,0.0040556
1000,10,400,3.33e-05,1,137573.1711,0.016023,0.026848,0.026848,0.045457,0.045457,0.054316,0.062901,0.071311,0.071311,0.079607,0.087826,0.095982,0.10407,0.10407,0.11208,0.11999,0.12778,0.13544,0.13544,0.1503,0.1503,0.15747,0.16461,0.17182,0.17546
1000,10,400,3.33e-05,2,6012954.2143,0.01802,0.027271,0.035083,0.042078,0.054504,0.060438,0.066182,0.071788,0.077296,0.082735,0.088127,0.093492,0.10421,0.10958,0.11499,0.12044,0.12596,0.13155,0.14015,0.14598,0.15192,0.15798,0.16736,0.17424,0.18115
1000,10,400,3.33e-05,3,36000000.0,0.0096564,0.013857,0.013857,0.01961,0.01961,0.01961,0.01961,0.027633,0.027633,0.027633,0.027633,0.027633,0.027633,0.036544,0.036544,0.036544,0.036544,0.036544,0.036544,0.044096,0.044096,0.044096,0.044096,0.044096,0.04574
1000,10,400,3.33e-05,4,36000000.0,0.0018591,0.002754,0.002754,0.0040657,0.0040657,0.0040657,0.0040657,0.0058806,0.0058806,0.0058806,0.0058806,0.0058806,0.0058806,0.0077786,0.0077786,0.0077786,0.0077786,0.0077786,0.0077786,0.0092835,0.0092835,0.0092835,0.0092835,0.0092835,0.0096069
1000,10,400,3.33e-05,5,36000000.0,0.00065653,0.00076971,0.00076971,0.00096677,0.00096677,0.00096677,0.00096677,0.0013025,0.0013025,0.0013025,0.0013025,0.0013025,0.0013025,0.0017169,0.0017169,0.0017169,0.0017169,0.0017169,0.0017169,0.00208,0.00208,0.00208,0.00208,0.00208,0.0021596
1000,10,500,3.33e-05,1,134217.7279,0.0144,0.024499,0.024499,0.042014,0.042014,0.042014,0.058339,0.058339,0.07405,0.07405,0.081798,0.089484,0.089484,0.097131,0.10476,0.11238,0.12,0.12,0.12763,0.13527,0.14293,0.15061,0.15061,0.16595,0.16595
1000,10,500,3.33e-05,2,5274756.7103,0.015185,0.023512,0.023512,0.037256,0.043738,0.049959,0.055966,0.061853,0.067682,0.073488,0.079288,0.08509,0.091119,0.097392,0.1005,0.11007,0.11331,0.11988,0.12662,0.13362,0.14289,0.14862,0.15646,0.16554,0.17311
2000,1,100,3.33e-05,1,100663.2959,0.025611,0.040172,0.063136,0.063136,0.081319,0.097402,0.097402,0.11199,0.11199,0.12543,0.13796,0.13796,0.14974,0.14974,0.16089,0.16089,0.18071,0.18071,0.18071,0.19019,0.19931,0.19931,0.19931,0.21614,0.21614
1000,10,500,3.33e-05,3,36000000.0,0.0072739,0.010878,0.010878,0.015925,0.015925,0.015925,0.015925,0.023015,0.023015,0.023015,0.023015,0.023015,0.023015,0.030867,0.030867,0.030867,0.030867,0.030867,0.030867,0.037481,0.037481,0.037481,0.037481,0.037481,0.038919
2000,1,100,3.33e-05,2,2241436.0575,0.049683,0.060267,0.083005,0.083005,0.094798,0.10522,0.1147,0.12347,0.1317,0.1317,0.1395,0.14694,0.15408,0.16095,0.16758,0.16758,0.174,0.18022,0.18625,0.19211,0.1978,0.1978,0.20335,0.20875,0.21338
1000,10,500,3.33e-05,4,36000000.0,0.0011869,0.0017106,0.0017106,0.0025706,0.0025706,0.0025706,0.0025706,0.0038907,0.0038907,0.0038907,0.0038907,0.0038907,0.0038907,0.00537,0.00537,0.00537,0.00537,0.00537,0.00537,0.0065878,0.0065878,0.0065878,0.0065878,0.0065878,0.0068515
1000,10,500,3.33e-05,5,54.067000000001,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971
2000,1,100,3.33e-05,3,36000000.0,0.055623,0.064624,0.078065,0.087892,0.096168,0.10339,0.10339,0.10986,0.11574,0.11574,0.12612,0.13098,0.13098,0.13558,0.14421,0.14421,0.14835,0.15233,0.15233,0.15617,0.15989,0.16349,0.167,0.167,0.17194
2000,1,100,3.33e-05,4,36000000.0,0.025674,0.032062,0.032062,0.039614,0.039614,0.039614,0.039614,0.048565,0.048565,0.048565,0.048565,0.048565,0.048565,0.057082,0.057082,0.057082,0.057082,0.057082,0.057082,0.063491,0.063491,0.063491,0.063491,0.063491,0.064852
2000,1,100,3.33e-05,5,36000000.0,0.013397,0.016887,0.016887,0.020912,0.020912,0.020912,0.020912,0.025538,0.025538,0.025538,0.025538,0.025538,0.025538,0.029812,0.029812,0.029812,0.029812,0.029812,0.029812,0.032958,0.032958,0.032958,0.032958,0.032958,0.033623
2000,1,200,3.33e-05,1,124151.3983,0.018997,0.04287,0.052768,0.069775,0.084989,0.084989,0.09893,0.1119,0.1241,0.1241,0.13566,0.14669,0.15727,0.15727,0.17648,0.17648,0.18575,0.18575,0.20289,0.20289,0.20289,0.21886,0.21886,0.22658,0.23038
2000,1,200,3.33e-05,2,3087007.7439,0.036096,0.053702,0.06655,0.087042,0.095709,0.10368,0.1111,0.11807,0.12468,0.13098,0.14296,0.14874,0.15434,0.15978,0.16507,0.1755,0.1755,0.18586,0.19091,0.19585,0.20559,0.20559,0.21513,0.21977,0.22319
1500,10,100,3.33e-05,1,137573.1711,0.019169,0.029516,0.029516,0.046757,0.046757,0.054892,0.054892,0.070237,0.070237,0.085107,0.085107,0.085107,0.099733,0.099733,0.11421,0.11421,0.12144,0.12867,0.1359,0.1359,0.14314,0.15763,0.15763,0.16487,0.16847
2000,1,200,3.33e-05,3,36000000.0,0.034844,0.048145,0.059672,0.068829,0.076531,0.076531,0.08883,0.08883,0.094394,0.09951,0.09951,0.10861,0.10861,0.11289,0.11696,0.11696,0.12454,0.12817,0.12817,0.13167,0.13505,0.13831,0.14148,0.14456,0.14594
1500,10,100,3.33e-05,2,5959267.1231,0.022363,0.030694,0.043148,0.043148,0.053792,0.053792,0.063478,0.063478,0.072614,0.081439,0.081439,0.090149,0.090149,0.098784,0.1031,0.10742,0.11178,0.11619,0.1207,0.12525,0.1322,0.13693,0.14435,0.14687,0.15318
2000,1,200,3.33e-05,4,36000000.0,0.012048,0.017235,0.017235,0.023762,0.023762,0.023762,0.023762,0.031789,0.031789,0.031789,0.031789,0.031789,0.031789,0.039569,0.039569,0.039569,0.039569,0.039569,0.039569,0.045472,0.045472,0.045472,0.045472,0.045472,0.046727
1500,10,100,3.33e-05,3,36000000.0,0.01508,0.019001,0.019001,0.024124,0.024124,0.024124,0.024124,0.031001,0.031001,0.031001,0.031001,0.031001,0.031001,0.038407,0.038407,0.038407,0.038407,0.038407,0.038407,0.044546,0.044546,0.044546,0.044546,0.044546,0.045877
2000,1,200,3.33e-05,5,36000000.0,0.0032591,0.0050602,0.0050602,0.0076306,0.0076306,0.0076306,0.0076306,0.011055,0.011055,0.011055,0.011055,0.011055,0.011055,0.014494,0.014494,0.014494,0.014494,0.014494,0.014494,0.017136,0.017136,0.017136,0.017136,0.017136,0.017699
1500,10,100,3.33e-05,4,36000000.0,0.0067734,0.0081465,0.0081465,0.009783,0.009783,0.009783,0.009783,0.011745,0.011745,0.011745,0.011745,0.011745,0.011745,0.013636,0.013636,0.013636,0.013636,0.013636,0.013636,0.015073,0.015073,0.015073,0.015073,0.015073,0.015379
2000,1,300,3.33e-05,1,147639.5007,0.025924,0.044764,0.060493,0.074725,0.074725,0.087879,0.10021,0.11189,0.12302,0.13371,0.144,0.14907,0.15405,0.16374,0.18196,0.18196,0.18196,0.19913,0.19913,0.21536,0.21536,0.23078,0.23078,0.24546,0.24546
1500,10,100,3.33e-05,5,36000000.0,0.0037994,0.0044909,0.0044909,0.0052841,0.0052841,0.0052841,0.0052841,0.0061954,0.0061954,0.0061954,0.0061954,0.0061954,0.0061954,0.0070395,0.0070395,0.0070395,0.0070395,0.0070395,0.0070395,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.007795
1500,10,200,3.33e-05,1,146800.6399,0.017184,0.027015,0.027015,0.043387,0.043387,0.058363,0.058363,0.072645,0.072645,0.072645,0.086566,0.086566,0.1003,0.1003,0.11396,0.11396,0.11396,0.12757,0.13438,0.1412,0.1412,0.15483,0.15483,0.16164,0.16757
2000,1,300,3.33e-05,2,5798205.8495,0.040482,0.067694,0.080264,0.10173,0.11472,0.1269,0.13805,0.14835,0.15807,0.17188,0.1806,0.18902,0.19723,0.20529,0.21322,0.22103,0.22873,0.23632,0.24382,0.25907,0.25907,0.27473,0.28252,0.29028,0.29798
1000,100,100,3.33e-05,1,167772.1599,0.01243,0.022118,0.031798,0.041529,0.051327,0.061199,0.071148,0.08118,0.091297,0.1015,0.1118,0.12217,0.13267,0.14327,0.15398,0.1648,0.17574,0.18681,0.19801,0.20934,0.22081,0.2324,0.24411,0.25593,0.26784
1500,10,200,3.33e-05,2,6979321.8559,0.019435,0.027195,0.038708,0.048478,0.048478,0.057306,0.065566,0.065566,0.073467,0.081139,0.081139,0.088676,0.088676,0.09615,0.10363,0.10363,0.11126,0.1151,0.1229,0.12692,0.13304,0.13719,0.14369,0.14813,0.15492
1000,100,100,3.33e-05,2,4053375.3855,0.011389,0.018614,0.018614,0.025746,0.032904,0.040128,0.040128,0.047435,0.054832,0.062328,0.062328,0.069932,0.077658,0.085536,0.089506,0.093512,0.10165,0.10578,0.11422,0.11854,0.12521,0.13202,0.14163,0.14668,0.15589
2000,1,300,3.33e-05,3,36000000.0,0.026321,0.033367,0.048367,0.048367,0.055942,0.06248,0.06248,0.073099,0.073099,0.08216,0.08216,0.09015,0.09015,0.09015,0.09736,0.09736,0.10397,0.10397,0.10397,0.11011,0.11011,0.11587,0.11587,0.12119,0.12119
