tau_sat,b,tau_0,gamma_0,n,g0_phi_1,g0_Phi,g0_phi_2,g1_phi_1,g1_Phi,g1_phi_2,g2_phi_1,g2_Phi,g2_phi_2,g3_phi_1,g3_Phi,g3_phi_2,g4_phi_1,g4_Phi,g4_phi_2,g5_phi_1,g5_Phi,g5_phi_2,g6_phi_1,g6_Phi,g6_phi_2,g7_phi_1,g7_Phi,g7_phi_2,g8_phi_1,g8_Phi,g8_phi_2,g9_phi_1,g9_Phi,g9_phi_2,g10_phi_1,g10_Phi,g10_phi_2,g11_phi_1,g11_Phi,g11_phi_2,g12_phi_1,g12_Phi,g12_phi_2,g13_phi_1,g13_Phi,g13_phi_2,g14_phi_1,g14_Phi,g14_phi_2,g15_phi_1,g15_Phi,g15_phi_2,g16_phi_1,g16_Phi,g16_phi_2,g17_phi_1,g17_Phi,g17_phi_2,g18_phi_1,g18_Phi,g18_phi_2,g19_phi_1,g19_Phi,g19_phi_2,g20_phi_1,g20_Phi,g20_phi_2,g21_phi_1,g21_Phi,g21_phi_2
200.0,0.5,400.0,3.333e-05,2.0,4.9806,0.35336,0.72655,5.292,1.5043,1.0434,4.1436,0.55747,1.7319,5.1581,1.3709,1.1887,4.5494,0.4914,1.8017,4.3638,0.51882,1.739,5.5988,1.3765,1.084,5.9852,0.28558,0.82934,5.6854,1.2164,0.62425,5.7063,0.63116,6.2392,5.083,1.3791,1.1862,5.4644,0.98193,0.3607,6.2443,0.2552,0.44305,5.4673,1.2957,1.21,4.3381,0.40302,1.9176,5.6781,0.36887,0.8075,4.2476,0.94992,2.0238,4.4734,1.2093,1.9861,5.6378,0.43749,0.9477,5.2981,1.4435,1.0663,3.7756,0.3905,2.0503,6.0432,0.91481,6.2382
200.0,0.5,400.0,3.333e-05,4.0,5.0189,0.29432,0.67057,5.2848,1.5088,1.0813,4.2269,0.56279,1.7232,5.1307,1.3439,1.2112,4.4817,0.51536,1.8328,4.4124,0.53813,1.7149,5.5979,1.3354,1.0872,6.1803,0.26572,0.64641,5.7378,1.2056,0.6408,5.6748,0.63203,6.2562,5.0593,1.3629,1.2058,5.5221,0.92721,0.28994,0.093763,0.25994,0.33171,5.4767,1.2712,1.1954,4.3276,0.43386,1.924,5.6615,0.36557,0.82345,4.2328,0.93452,1.9873,4.5046,1.2214,1.8998,5.6251,0.42254,0.9307,5.2763,1.4221,1.1066,3.7268,0.37531,2.1204,6.0144,0.91582,6.2429
200.0,0.5,400.0,3.333e-05,8.0,5.027,0.27308,0.65437,5.2786,1.5016,1.0888,4.2907,0.57487,1.6949,5.1083,1.322,1.2269,4.4168,0.53472,1.8844,4.436,0.54333,1.7003,5.6043,1.3196,1.0866,6.2411,0.26107,0.59125,5.7559,1.2088,0.63301,5.6558,0.62903,6.2716,5.0443,1.3499,1.2174,5.5328,0.89004,0.26384,0.14202,0.26261,0.29453,5.4925,1.2629,1.1938,4.3066,0.44203,1.9487,5.641,0.35864,0.84222,4.2249,0.9311,1.9918,4.5302,1.194,1.8476,5.5961,0.41792,0.95366,5.267,1.4008,1.1193,3.7333,0.36664,2.1138,6.0031,0.91739,6.2567
200.0,0.5,400.0,3.333e-05,16.0,5.0212,0.27491,0.65845,5.274,1.4867,1.0963,4.3116,0.57478,1.6804,5.098,1.305,1.2401,4.392,0.5414,1.9129,4.4474,0.54393,1.6911,5.6136,1.3176,1.0841,6.2477,0.2581,0.58841,5.7608,1.2128,0.62438,5.6381,0.6277,0.0054575,5.0328,1.3356,1.2302,5.5247,0.8883,0.27335,0.14317,0.2598,0.29883,5.505,1.2631,1.1943,4.3053,0.44003,1.9543,5.6374,0.35391,0.84772,4.2174,0.93088,2.001,4.5406,1.1692,1.8214,5.5861,0.41395,0.96409,5.2621,1.377,1.1291,3.7318,0.35986,2.1098,5.9984,0.91903,6.2654
200.0,0.5,400.0,3.333e-05,32.0,5.0131,0.27884,0.66532,5.2727,1.4729,1.1012,4.3264,0.57243,1.669,5.0939,1.2952,1.2474,4.3779,0.54671,1.9283,4.4571,0.54435,1.682,5.6174,1.3196,1.0813,6.2399,0.2578,0.5989,5.7604,1.2155,0.62196,5.6289,0.62815,0.014297,5.0273,1.3255,1.2385,5.5194,0.88893,0.28033,0.13281,0.25818,0.31203,5.5096,1.2657,1.1927,4.3098,0.43849,1.9513,5.6467,0.3535,0.84243,4.2133,0.93199,2.006,4.5406,1.1587,1.8148,5.5924,0.41258,0.9618,5.2601,1.3598,1.1347,3.719,0.35732,2.1163,5.9998,0.9196,6.2653
200.0,1.0,400.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379
200.0,1.0,400.0,3.333e-05,2.0,4.9803,0.35354,0.72679,5.292,1.5043,1.0431,4.1435,0.55748,1.7317,5.1581,1.3709,1.1886,4.5496,0.49151,1.8017,4.3638,0.51883,1.739,5.5988,1.3765,1.084,5.9847,0.28576,0.82987,5.6852,1.2166,0.62418,5.7062,0.63116,6.2392,5.083,1.3792,1.186,5.4641,0.9821,0.36093,6.2439,0.25524,0.44347,5.4673,1.2957,1.21,4.3383,0.40309,1.9174,5.6777,0.369,0.80809,4.2477,0.95001,2.024,4.4733,1.2092,1.9864,5.6376,0.43764,0.94821,5.2981,1.4436,1.066,3.7758,0.39061,2.0499,6.0434,0.9148,6.2381
200.0,1.0,400.0,3.333e-05,4.0,5.0189,0.29458,0.67066,5.2848,1.5088,1.081,4.2265,0.56264,1.7233,5.1309,1.3441,1.211,4.4821,0.51542,1.8328,4.4124,0.53817,1.7149,5.5979,1.3354,1.0872,6.1799,0.26587,0.64683,5.7377,1.2057,0.6406,5.6747,0.63205,6.2563,5.0595,1.3631,1.2055,5.5218,0.92756,0.29036,0.093243,0.26,0.33235,5.4767,1.2711,1.1955,4.328,0.43383,1.9238,5.661,0.36568,0.82412,4.2328,0.93456,1.9875,4.5045,1.2213,1.9004,5.6247,0.42274,0.93147,5.2765,1.4223,1.1063,3.7273,0.37538,2.1196,6.0145,0.91582,6.2428
200.0,1.0,400.0,3.333e-05,8.0,5.0272,0.27311,0.65421,5.2787,1.5018,1.0885,4.2908,0.57464,1.6949,5.1088,1.3224,1.2266,4.4169,0.53487,1.8847,4.4364,0.54337,1.7,5.6042,1.3194,1.0867,6.2416,0.26122,0.59076,5.7562,1.2088,0.63281,5.6557,0.62908,6.2716,5.0446,1.3502,1.217,5.5325,0.89054,0.26418,0.14223,0.26285,0.29452,5.4925,1.2627,1.1938,4.307,0.44193,1.9484,5.6404,0.35877,0.84306,4.225,0.9311,1.9918,4.5301,1.194,1.848,5.5956,0.41816,0.95451,5.2673,1.4011,1.119,3.7335,0.36669,2.1134,6.0032,0.91739,6.2566
200.0,1.0,400.0,3.333e-05,16.0,5.0215,0.27485,0.65816,5.2741,1.487,1.096,4.312,0.57456,1.6804,5.0985,1.3055,1.2397,4.3919,0.54163,1.9133,4.4479,0.54396,1.6906,5.6135,1.3174,1.0842,6.2485,0.25828,0.58763,5.761,1.2128,0.62419,5.6381,0.62776,0.0054887,5.0332,1.3359,1.2298,5.5243,0.88857,0.27339,0.14361,0.26013,0.29862,5.5049,1.2628,1.1943,4.3057,0.43998,1.954,5.6365,0.35404,0.84876,4.2176,0.93087,2.001,4.5408,1.1692,1.8211,5.5853,0.41424,0.96509,5.2624,1.3775,1.1287,3.7319,0.35989,2.1095,5.9985,0.91902,6.2653
200.0,1.0,400.0,3.333e-05,32.0,5.0133,0.27876,0.66509,5.2727,1.4733,1.1011,4.3269,0.57225,1.6689,5.0944,1.2956,1.2473,4.3775,0.54697,1.9291,4.4576,0.54432,1.6817,5.6174,1.3192,1.0815,6.2411,0.25782,0.59775,5.7607,1.2156,0.62164,5.6285,0.62811,0.014742,5.0274,1.3256,1.2384,5.5189,0.88921,0.2807,0.13387,0.2584,0.31126,5.5098,1.2653,1.193,4.3099,0.4384,1.9514,5.6452,0.35341,0.84395,4.2134,0.93195,2.0062,4.5411,1.1588,1.8143,5.5908,0.41273,0.96338,5.2602,1.36,1.1345,3.7199,0.35715,2.1153,5.9996,0.91965,6.2657
200.0,2.0,400.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,3.5781,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379
200.0,2.0,400.0,3.333e-05,2.0,4.98,0.35372,0.72706,5.292,1.5043,1.0428,4.1434,0.5575,1.7315,5.1581,1.3709,1.1884,4.5498,0.49161,1.8017,4.3637,0.51885,1.739,5.5988,1.3766,1.0839,5.9843,0.28592,0.83036,5.685,1.2167,0.62412,5.7063,0.63117,6.2392,5.083,1.3792,1.1858,5.4639,0.98226,0.36115,6.2436,0.25527,0.44384,5.4672,1.2957,1.21,4.3385,0.40316,1.9173,5.6774,0.36912,0.8086,4.2478,0.95009,2.0241,4.4733,1.2092,1.9867,5.6374,0.4378,0.94869,5.2981,1.4437,1.0658,3.7761,0.39074,2.0495,6.0436,0.91479,6.2381
200.0,2.0,400.0,3.333e-05,4.0,5.0187,0.29485,0.67091,5.2849,1.5088,1.0806,4.2261,0.56242,1.7233,5.1312,1.3443,1.2106,4.4825,0.51545,1.8327,4.4124,0.53818,1.7148,5.5979,1.3355,1.0871,6.1794,0.26601,0.64726,5.7377,1.2058,0.64038,5.6745,0.63208,6.2564,5.0598,1.3634,1.2051,5.5216,0.92788,0.2908,0.092734,0.26003,0.33298,5.4767,1.271,1.1955,4.3284,0.43378,1.9236,5.6607,0.3658,0.82463,4.2329,0.9346,1.9876,4.5044,1.2213,1.9008,5.6245,0.42294,0.93209,5.2767,1.4226,1.1059,3.7279,0.37547,2.1188,6.0148,0.9158,6.2428
200.0,2.0,400.0,3.333e-05,8.0,5.0272,0.27316,0.65431,5.2788,1.502,1.0882,4.2909,0.57425,1.6949,5.1094,1.3229,1.2262,4.417,0.53501,1.8849,4.437,0.54336,1.6995,5.6041,1.3193,1.0867,6.2422,0.26138,0.59011,5.7565,1.2089,0.63257,5.6556,0.62912,6.2717,5.0451,1.3505,1.2166,5.5321,0.89097,0.26453,0.14259,0.26312,0.29439,5.4924,1.2624,1.1938,4.3076,0.44179,1.9479,5.6398,0.3589,0.84375,4.2252,0.93113,1.9919,4.5301,1.194,1.8482,5.5952,0.41841,0.95522,5.2676,1.4016,1.1186,3.734,0.36674,2.1127,6.0034,0.91738,6.2565
200.0,2.0,400.0,3.333e-05,16.0,5.0216,0.27482,0.65807,5.2742,1.4876,1.0956,4.3124,0.57419,1.6804,5.0992,1.3061,1.2393,4.3918,0.54186,1.9136,4.4487,0.54392,1.6899,5.6132,1.3172,1.0843,6.2495,0.25848,0.58652,5.7615,1.2129,0.62395,5.638,0.62781,0.0055413,5.0336,1.3363,1.2293,5.5238,0.88874,0.2734,0.14438,0.26056,0.29813,5.5049,1.2625,1.1944,4.3061,0.43987,1.9537,5.6356,0.35418,0.84975,4.2178,0.93089,2.0009,4.5413,1.1692,1.8205,5.5845,0.41456,0.96609,5.2627,1.3781,1.1283,3.7324,0.35992,2.1089,5.9986,0.919,6.2652
200.0,2.0,400.0,3.333e-05,32.0,5.0134,0.2787,0.665,5.2727,1.4739,1.1008,4.3273,0.57199,1.6688,5.0949,1.2961,1.2472,4.377,0.54723,1.93,4.4583,0.54423,1.681,5.6175,1.3188,1.0817,6.2427,0.25786,0.59617,5.761,1.2156,0.62126,5.628,0.62805,0.015229,5.0276,1.3258,1.2382,5.5182,0.88939,0.28107,0.13538,0.25873,0.3101,5.5101,1.2648,1.1932,4.31,0.43826,1.9515,5.6435,0.35329,0.84554,4.2136,0.93193,2.0063,4.5419,1.159,1.8136,5.589,0.41291,0.96509,5.2605,1.3603,1.1343,3.7213,0.35699,2.1139,5.9995,0.91971,6.2661
200.0,4.0,400.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,3.5781,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379
200.0,4.0,400.0,3.333e-05,2.0,4.9798,0.35381,0.72724,5.292,1.5043,1.0426,4.1434,0.5575,1.7314,5.1582,1.3709,1.1883,4.5499,0.49164,1.8017,4.3637,0.51886,1.7389,5.5988,1.3766,1.0839,5.9841,0.28598,0.83058,5.685,1.2167,0.6241,5.7063,0.63117,6.2391,5.0831,1.3792,1.1857,5.4637,0.98233,0.36127,6.2435,0.25527,0.44397,5.4672,1.2956,1.21,4.3386,0.4032,1.9172,5.6773,0.36918,0.80869,4.2479,0.95013,2.0242,4.4733,1.2092,1.9868,5.6373,0.43789,0.94887,5.2981,1.4437,1.0656,3.7763,0.39083,2.0492,6.0437,0.91478,6.2381
200.0,4.0,400.0,3.333e-05,4.0,5.0184,0.29505,0.67129,5.2849,1.5089,1.0804,4.2258,0.56216,1.7233,5.1314,1.3445,1.2104,4.4827,0.51543,1.8326,4.4124,0.53816,1.7146,5.5979,1.3355,1.087,6.179,0.26606,0.64755,5.7377,1.2058,0.64022,5.6745,0.63208,6.2564,5.0601,1.3635,1.2049,5.5215,0.92801,0.29107,0.092435,0.26,0.33333,5.4767,1.271,1.1954,4.3286,0.43371,1.9234,5.6608,0.36587,0.82462,4.233,0.93463,1.9876,4.5043,1.2214,1.901,5.6246,0.42304,0.93216,5.2769,1.4229,1.1057,3.7285,0.37553,2.1181,6.015,0.91578,6.2427
200.0,4.0,400.0,3.333e-05,8.0,5.0269,0.27326,0.65477,5.279,1.5022,1.088,4.2909,0.57372,1.6948,5.1098,1.3232,1.2259,4.4171,0.53504,1.8849,4.4376,0.54328,1.6987,5.6039,1.3192,1.0867,6.2427,0.26149,0.58951,5.7568,1.2089,0.63233,5.6555,0.62914,6.2718,5.0454,1.3507,1.2164,5.5319,0.89107,0.26473,0.14291,0.26334,0.29423,5.4924,1.2623,1.1938,4.3079,0.44166,1.9476,5.6398,0.35898,0.84382,4.2253,0.93118,1.9919,4.5304,1.1941,1.848,5.5952,0.41856,0.95535,5.2679,1.402,1.1183,3.7344,0.36677,2.1121,6.0036,0.91736,6.2564
200.0,4.0,400.0,3.333e-05,16.0,5.0215,0.27484,0.65828,5.2744,1.4882,1.0953,4.3127,0.57375,1.6804,5.0997,1.3066,1.239,4.3918,0.54197,1.9136,4.4497,0.54378,1.6888,5.613,1.317,1.0844,6.2506,0.25866,0.58535,5.7619,1.2129,0.62371,5.6379,0.62781,0.0055968,5.034,1.3367,1.2291,5.5234,0.88867,0.27337,0.14523,0.26101,0.29752,5.5048,1.2623,1.1944,4.3063,0.43975,1.9534,5.6351,0.35425,0.85022,4.218,0.93096,2.0009,4.542,1.1692,1.8195,5.5839,0.41479,0.96664,5.2631,1.3786,1.128,3.733,0.35994,2.1082,5.9988,0.91899,6.2652
200.0,4.0,400.0,3.333e-05,32.0,5.0135,0.27867,0.66499,5.2728,1.4746,1.1006,4.3275,0.57176,1.6688,5.0954,1.2965,1.2471,4.3768,0.54733,1.9305,4.4591,0.54409,1.6802,5.6173,1.3185,1.0818,6.2441,0.25794,0.59459,5.7613,1.2157,0.62094,5.6278,0.62796,0.015514,5.0277,1.326,1.238,5.5178,0.88942,0.28129,0.13676,0.25922,0.30902,5.5103,1.2645,1.1933,4.3099,0.43815,1.9516,5.6423,0.35316,0.84656,4.2137,0.93194,2.0064,4.5429,1.1592,1.8125,5.5875,0.41306,0.96633,5.2607,1.3608,1.1341,3.7227,0.35692,2.1126,5.9993,0.91975,6.2664
200.0,8.0,400.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,3.5781,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379
200.0,8.0,400.0,3.333e-05,2.0,4.9798,0.35382,0.72732,5.292,1.5043,1.0426,4.1434,0.55749,1.7314,5.1582,1.3709,1.1882,4.5499,0.49164,1.8017,4.3637,0.51888,1.7389,5.5988,1.3766,1.0838,5.984,0.28597,0.8306,5.6849,1.2167,0.62411,5.7063,0.63116,6.2391,5.0831,1.3792,1.1856,5.4637,0.98232,0.3613,6.2436,0.25525,0.44394,5.4673,1.2956,1.2099,4.3386,0.40318,1.9172,5.6775,0.36915,0.80842,4.2479,0.95013,2.0241,4.4733,1.2092,1.9868,5.6373,0.4379,0.94885,5.2981,1.4437,1.0656,3.7764,0.39087,2.0491,6.0438,0.91478,6.238
200.0,8.0,400.0,3.333e-05,4.0,5.0182,0.29513,0.67163,5.285,1.5089,1.0804,4.2257,0.56195,1.7233,5.1316,1.3446,1.2103,4.4828,0.51537,1.8325,4.4124,0.53811,1.7145,5.5979,1.3356,1.0869,6.1787,0.26603,0.64778,5.7377,1.2057,0.64012,5.6744,0.63207,6.2564,5.0602,1.3636,1.2049,5.5215,0.92796,0.29115,0.092267,0.25992,0.33349,5.4767,1.271,1.1953,4.3286,0.43364,1.9233,5.6611,0.36587,0.82422,4.233,0.93465,1.9876,4.5044,1.2216,1.901,5.6249,0.42303,0.93184,5.277,1.423,1.1056,3.7288,0.37555,2.1177,6.0152,0.91576,6.2426
200.0,8.0,400.0,3.333e-05,8.0,5.0265,0.27341,0.65537,5.2791,1.5024,1.0879,4.2907,0.57323,1.6948,5.11,1.3233,1.2259,4.4174,0.53494,1.8846,4.4382,0.54316,1.6979,5.6037,1.3192,1.0866,6.2429,0.26153,0.58929,5.7571,1.2089,0.63214,5.6555,0.62915,6.2718,5.0456,1.3508,1.2164,5.5319,0.89088,0.26477,0.14282,0.26343,0.29437,5.4923,1.2623,1.1937,4.3079,0.44158,1.9474,5.6402,0.359,0.84338,4.2254,0.93124,1.9918,4.5307,1.1941,1.8475,5.5955,0.41858,0.955,5.2681,1.4021,1.1182,3.7346,0.36676,2.1119,6.0038,0.91734,6.2563
200.0,8.0,400.0,3.333e-05,16.0,5.0213,0.27493,0.65861,5.2745,1.4885,1.0953,4.3128,0.57337,1.6803,5.0999,1.3068,1.239,4.392,0.54196,1.9134,4.4507,0.54362,1.6877,5.6127,1.3169,1.0844,6.2513,0.25877,0.58458,5.7622,1.2129,0.62355,5.6379,0.62781,0.0056368,5.0342,1.3368,1.2291,5.5232,0.88849,0.27337,0.14561,0.26135,0.29728,5.5047,1.2622,1.1944,4.3064,0.43966,1.9531,5.6351,0.35427,0.85012,4.2181,0.93103,2.0008,4.5426,1.1692,1.8186,5.5837,0.41489,0.9667,5.2632,1.3789,1.1279,3.7333,0.35992,2.1079,5.9989,0.91897,6.2651
200.0,8.0,400.0,3.333e-05,32.0,5.0136,0.27867,0.66489,5.2727,1.4751,1.1004,4.3275,0.57167,1.6689,5.0955,1.2967,1.247,4.3768,0.54729,1.9305,4.4598,0.54399,1.6794,5.6171,1.3183,1.0819,6.2451,0.25806,0.59356,5.7615,1.2157,0.62075,5.6277,0.62791,0.01554,5.0277,1.3262,1.2379,5.5177,0.8894,0.28134,0.13736,0.2597,0.30859,5.5104,1.2644,1.1933,4.3098,0.43811,1.9518,5.6419,0.35307,0.84686,4.2138,0.93195,2.0064,4.5435,1.1592,1.8117,5.5866,0.41314,0.96693,5.2607,1.3611,1.134,3.7234,0.35691,2.112,5.9992,0.91978,6.2666
200.0,16.0,400.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,4.8057,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,5.09,6.0875,0.91445,6.2379
200.0,16.0,400.0,3.333e-05,2.0,4.9797,0.3538,0.72734,5.2921,1.5043,1.0426,4.1434,0.55749,1.7313,5.1583,1.371,1.1882,4.5499,0.49164,1.8016,4.3637,0.51891,1.7389,5.5988,1.3766,1.0838,5.984,0.28595,0.83061,5.6849,1.2167,0.62412,5.7063,0.63116,6.2391,5.0832,1.3792,1.1856,5.4637,0.98231,0.3613,6.2436,0.25523,0.44393,5.4673,1.2956,1.2099,4.3386,0.40313,1.9172,5.6777,0.36911,0.80816,4.2479,0.95013,2.0241,4.4733,1.2092,1.9868,5.6373,0.43792,0.94888,5.2982,1.4437,1.0656,3.7764,0.39087,2.049,6.0438,0.91477,6.238
200.0,16.0,400.0,3.333e-05,4.0,5.0181,0.29518,0.6718,5.2851,1.509,1.0804,4.2256,0.56182,1.7233,5.1317,1.3447,1.2103,4.4829,0.51534,1.8324,4.4123,0.53809,1.7144,5.5979,1.3357,1.0869,6.1784,0.26598,0.64808,5.7376,1.2057,0.64006,5.6744,0.63206,6.2564,5.0603,1.3636,1.2049,5.5215,0.92792,0.29118,0.092029,0.25982,0.33372,5.4767,1.271,1.1953,4.3285,0.4336,1.9233,5.6614,0.36585,0.82391,4.233,0.93466,1.9876,4.5044,1.2216,1.901,5.625,0.42301,0.93162,5.2771,1.423,1.1056,3.7289,0.37554,2.1176,6.0153,0.91575,6.2426
200.0,16.0,400.0,3.333e-05,8.0,5.0262,0.27355,0.6558,5.2792,1.5024,1.0879,4.2906,0.57292,1.6948,5.1101,1.3233,1.2259,4.4178,0.53481,1.8843,4.4386,0.54308,1.6974,5.6037,1.3193,1.0866,6.2426,0.26153,0.5895,5.7572,1.2088,0.63201,5.6554,0.62917,6.2719,5.0456,1.3508,1.2165,5.5318,0.89073,0.26478,0.14226,0.26337,0.29489,5.4923,1.2623,1.1936,4.3079,0.44155,1.9473,5.6406,0.35901,0.84298,4.2254,0.93128,1.9918,4.5308,1.1941,1.8472,5.5959,0.41857,0.95467,5.2681,1.4021,1.1182,3.7345,0.36674,2.1118,6.0039,0.91732,6.2562
200.0,16.0,400.0,3.333e-05,16.0,5.0211,0.27502,0.65886,5.2746,1.4887,1.0953,4.3128,0.57315,1.6803,5.1,1.3068,1.239,4.3922,0.54191,1.9132,4.4514,0.54354,1.6869,5.6125,1.3168,1.0844,6.2515,0.25881,0.58438,5.7623,1.2129,0.6235,5.6378,0.62783,0.005662,5.0342,1.3368,1.2291,5.5232,0.88841,0.27346,0.14538,0.26143,0.29754,5.5048,1.2622,1.1943,4.3065,0.4396,1.953,5.6354,0.35427,0.84988,4.2181,0.93107,2.0008,4.5429,1.1691,1.8182,5.5838,0.41492,0.9666,5.2633,1.379,1.128,3.7333,0.35989,2.1078,5.999,0.91896,6.265
200.0,16.0,400.0,3.333e-05,32.0,5.0136,0.27869,0.6649,5.2727,1.4753,1.1004,4.3275,0.57163,1.6689,5.0955,1.2968,1.247,4.3769,0.54725,1.9305,4.4603,0.54395,1.6787,5.6169,1.3182,1.0819,6.2454,0.25811,0.59322,5.7615,1.2157,0.62071,5.6276,0.6279,0.015519,5.0277,1.3263,1.2378,5.5176,0.88939,0.2814,0.13726,0.25986,0.30873,5.5105,1.2644,1.1933,4.3098,0.43809,1.9517,5.642,0.35304,0.84679,4.2137,0.93195,2.0064,4.5437,1.1591,1.8113,5.5864,0.41319,0.96711,5.2607,1.3612,1.134,3.7236,0.35691,2.1118,5.9992,0.91979,6.2666
400.0,0.5,400.0,3.333e-05,1.0,4.867,0.41105,3.9697,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,4.8857,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,5.0886,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379
400.0,0.5,400.0,3.333e-05,2.0,4.9801,0.35366,0.72694,5.292,1.5043,1.0429,4.1435,0.5575,1.7316,5.1581,1.3709,1.1885,4.5497,0.49158,1.8017,4.3638,0.51883,1.739,5.5988,1.3765,1.0839,5.9844,0.28588,0.83022,5.6851,1.2167,0.62413,5.7062,0.63117,6.2392,5.083,1.3792,1.1859,5.4639,0.98222,0.36107,6.2437,0.25526,0.44375,5.4672,1.2957,1.21,4.3385,0.40312,1.9174,5.6774,0.36907,0.80849,4.2478,0.95007,2.0241,4.4733,1.2092,1.9866,5.6374,0.43773,0.94855,5.2981,1.4436,1.0659,3.7759,0.39067,2.0497,6.0435,0.9148,6.2381
400.0,0.5,400.0,3.333e-05,4.0,5.0189,0.29471,0.67062,5.2848,1.5088,1.0808,4.2263,0.56261,1.7233,5.131,1.3442,1.2108,4.4823,0.51546,1.8328,4.4124,0.5382,1.7149,5.5979,1.3354,1.0872,6.1796,0.26597,0.64709,5.7377,1.2058,0.64051,5.6746,0.63207,6.2564,5.0596,1.3632,1.2053,5.5216,0.92778,0.2906,0.092926,0.26004,0.33275,5.4767,1.2711,1.1955,4.3283,0.43383,1.9238,5.6607,0.36574,0.82458,4.2329,0.93458,1.9876,4.5044,1.2212,1.9007,5.6244,0.42286,0.932,5.2766,1.4224,1.1061,3.7275,0.37541,2.1194,6.0146,0.91582,6.2428
