tau_sat,b,tau_0,gamma_0,n,g0_phi_1,g0_Phi,g0_phi_2,g1_phi_1,g1_Phi,g1_phi_2,g2_phi_1,g2_Phi,g2_phi_2,g3_phi_1,g3_Phi,g3_phi_2,g4_phi_1,g4_Phi,g4_phi_2,g5_phi_1,g5_Phi,g5_phi_2,g6_phi_1,g6_Phi,g6_phi_2,g7_phi_1,g7_Phi,g7_phi_2,g8_phi_1,g8_Phi,g8_phi_2,g9_phi_1,g9_Phi,g9_phi_2,g10_phi_1,g10_Phi,g10_phi_2,g11_phi_1,g11_Phi,g11_phi_2,g12_phi_1,g12_Phi,g12_phi_2,g13_phi_1,g13_Phi,g13_phi_2,g14_phi_1,g14_Phi,g14_phi_2,g15_phi_1,g15_Phi,g15_phi_2,g16_phi_1,g16_Phi,g16_phi_2,g17_phi_1,g17_Phi,g17_phi_2,g18_phi_1,g18_Phi,g18_phi_2,g19_phi_1,g19_Phi,g19_phi_2,g20_phi_1,g20_Phi,g20_phi_2,g21_phi_1,g21_Phi,g21_phi_2
800.0,1.0,100.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379
800.0,1.0,100.0,3.333e-05,2.0,4.9802,0.35389,0.72675,5.2917,1.5042,1.043,4.1433,0.55751,1.7316,5.1577,1.3709,1.1888,4.5498,0.49175,1.8022,4.3639,0.51863,1.7392,5.5987,1.3766,1.0843,5.984,0.28629,0.83054,5.6849,1.2169,0.62384,5.7062,0.63122,6.2394,5.0826,1.379,1.1862,5.4636,0.98254,0.36119,6.2431,0.25554,0.44427,5.4671,1.2957,1.2104,4.3393,0.40354,1.9169,5.6755,0.36944,0.81124,4.2478,0.9502,2.0245,4.4731,1.2091,1.9868,5.637,0.43773,0.94906,5.2979,1.4436,1.0659,3.7753,0.39053,2.0503,6.0432,0.91482,6.2382
800.0,1.0,100.0,3.333e-05,4.0,5.0203,0.29452,0.66835,5.2841,1.5084,1.0807,4.2266,0.56367,1.7237,5.1302,1.344,1.2109,4.482,0.51581,1.8339,4.413,0.53854,1.7157,5.5977,1.3348,1.0877,6.182,0.2666,0.6449,5.7379,1.2064,0.6407,5.6745,0.63225,6.2567,5.059,1.3631,1.2052,5.5213,0.92852,0.2906,0.093587,0.26092,0.33238,5.4764,1.2707,1.1961,4.3291,0.43422,1.924,5.6579,0.36584,0.82831,4.2329,0.9345,1.988,4.504,1.2203,1.9012,5.6221,0.4231,0.93507,5.2759,1.4219,1.1061,3.7257,0.37536,2.121,6.0138,0.9159,6.2431
800.0,1.0,100.0,3.333e-05,8.0,5.0306,0.27218,0.64946,5.2779,1.5014,1.0882,4.2919,0.57726,1.6954,5.1084,1.3228,1.226,4.4147,0.53597,1.8873,4.4343,0.54433,1.7039,5.6046,1.3187,1.0872,6.2438,0.2615,0.58907,5.7556,1.2093,0.63371,5.6563,0.6291,6.2714,5.0444,1.3504,1.2162,5.5324,0.89276,0.26464,0.14527,0.26377,0.29206,5.4925,1.262,1.1944,4.3076,0.44229,1.9491,5.6364,0.35887,0.84767,4.2251,0.93071,1.9921,4.5284,1.1939,1.8512,5.5921,0.41854,0.9586,5.2666,1.401,1.1187,3.7327,0.36685,2.1146,6.0021,0.91748,6.2573
800.0,1.0,100.0,3.333e-05,16.0,5.0247,0.27408,0.65406,5.2732,1.4857,1.0958,4.3114,0.57696,1.6813,5.0979,1.3058,1.239,4.3902,0.54224,1.9157,4.4428,0.54509,1.6972,5.6144,1.3172,1.0845,6.247,0.25802,0.58934,5.7597,1.2129,0.62491,5.6385,0.62775,0.0052204,5.0328,1.336,1.229,5.5248,0.89081,0.27382,0.14459,0.25977,0.29774,5.5051,1.2625,1.1948,4.3051,0.44056,1.9557,5.6333,0.35406,0.85258,4.2172,0.93028,2.0013,4.5377,1.1698,1.8261,5.583,0.41425,0.96806,5.2617,1.3769,1.1285,3.7311,0.36015,2.1107,5.9974,0.9191,6.2662
800.0,1.0,100.0,3.333e-05,32.0,4.8672,0.41088,0.82776,5.2974,1.4933,0.97128,4.1304,0.57245,1.6642,5.1661,1.3871,1.1575,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8534,0.33527,0.98218,5.6194,1.2572,0.61651,5.7375,0.62908,6.2208,5.093,1.385,1.1479,5.3858,1.0223,0.43636,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6885,0.37078,0.7965,4.2751,0.97589,2.0794,4.4562,1.1817,2.0699,5.6157,0.46704,1.0269,5.3008,1.447,0.99792,3.8291,0.42911,1.9485,6.0875,0.91445,6.2379
800.0,2.0,100.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379
800.0,2.0,100.0,3.333e-05,2.0,4.9787,0.35459,0.72801,5.2918,1.5042,1.0418,4.143,0.5576,1.7308,5.1579,1.3709,1.1881,4.5504,0.49207,1.8022,4.3638,0.51871,1.739,5.5986,1.3767,1.084,5.9823,0.28687,0.83247,5.6842,1.2173,0.62369,5.7063,0.63123,6.2392,5.0828,1.3789,1.1853,5.4626,0.98314,0.36213,6.2422,0.25563,0.44547,5.4671,1.2956,1.2104,4.3401,0.40381,1.9163,5.6748,0.36991,0.81259,4.2482,0.95052,2.025,4.4729,1.2089,1.9879,5.6363,0.43836,0.95071,5.2979,1.4438,1.0649,3.7764,0.39111,2.0484,6.044,0.91477,6.238
800.0,2.0,100.0,3.333e-05,4.0,5.0189,0.29562,0.67011,5.2845,1.5085,1.0792,4.225,0.5627,1.7237,5.1315,1.3449,1.2095,4.4836,0.5159,1.8334,4.4131,0.53855,1.7149,5.5976,1.335,1.0874,6.1801,0.26702,0.64671,5.7377,1.2066,0.64003,5.6742,0.63232,6.2569,5.0604,1.3639,1.2037,5.5201,0.9297,0.29241,0.091901,0.26092,0.33448,5.4764,1.2704,1.196,4.3306,0.43393,1.9228,5.6576,0.36637,0.82942,4.2332,0.93471,1.9884,4.5036,1.2204,1.9031,5.622,0.42392,0.93672,5.277,1.4231,1.1045,3.7288,0.37581,2.1169,6.0149,0.91582,6.2428
800.0,2.0,100.0,3.333e-05,8.0,5.0297,0.27241,0.65085,5.2786,1.5024,1.0868,4.2922,0.57539,1.695,5.1108,1.3244,1.2244,4.4153,0.53649,1.8876,4.4369,0.54419,1.701,5.6039,1.3179,1.0873,6.2465,0.26202,0.58625,5.757,1.2094,0.63284,5.6558,0.62921,6.2718,5.0462,1.3515,1.2148,5.5309,0.89412,0.26595,0.1474,0.26482,0.29089,5.4924,1.261,1.1943,4.3097,0.4416,1.947,5.6351,0.35944,0.8495,4.2257,0.93089,1.9922,4.5286,1.1942,1.8521,5.5911,0.41956,0.96063,5.2682,1.4028,1.1171,3.7351,0.3671,2.1113,6.003,0.91743,6.2568
800.0,2.0,100.0,3.333e-05,16.0,5.0247,0.27401,0.65436,5.2741,1.4882,1.0943,4.3133,0.57523,1.6808,5.1007,1.3079,1.2375,4.3902,0.54317,1.9164,4.4465,0.54472,1.6934,5.6135,1.3161,1.085,6.2519,0.25882,0.58426,5.7619,1.2131,0.62375,5.6382,0.62785,0.0055422,5.0348,1.3375,1.2274,5.5226,0.89078,0.27344,0.14859,0.26159,0.29497,5.5048,1.2612,1.195,4.3069,0.43995,1.9538,5.6299,0.35467,0.85619,4.2183,0.93047,2.001,4.5399,1.1696,1.8237,5.5798,0.41564,0.97171,5.2633,1.3795,1.1269,3.7335,0.36026,2.1078,5.9981,0.91902,6.2657
800.0,2.0,100.0,3.333e-05,32.0,4.8672,0.41089,0.82776,5.2974,1.4933,0.97128,4.1304,0.57245,1.6642,5.1661,1.3871,1.1575,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8534,0.33527,0.98219,5.6194,1.2572,0.61651,5.7375,0.62908,6.2208,5.093,1.385,1.1479,5.3858,1.0223,0.43636,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6885,0.37078,0.7965,4.2751,0.97589,2.0794,4.4562,1.1817,2.0699,5.6157,0.46704,1.0269,5.3008,1.447,0.99792,3.8291,0.42911,1.9485,6.0875,0.91445,6.2379
800.0,4.0,100.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,4.8857,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,3.5781,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379
800.0,4.0,100.0,3.333e-05,2.0,4.9779,0.35496,0.72881,5.2919,1.5043,1.0412,4.1429,0.55762,1.7303,5.158,1.3709,1.1875,4.5508,0.49223,1.802,4.3638,0.5188,1.7388,5.5986,1.3768,1.0838,5.9814,0.28713,0.83344,5.6838,1.2175,0.62363,5.7064,0.63122,6.239,5.083,1.3789,1.1847,5.4621,0.98343,0.36265,6.2418,0.25564,0.44599,5.4671,1.2955,1.2102,4.3406,0.40394,1.9159,5.6747,0.37015,0.81289,4.2485,0.95069,2.0251,4.4729,1.2088,1.9885,5.636,0.43874,0.95153,5.2979,1.4439,1.0643,3.7772,0.39149,2.0472,6.0446,0.91473,6.2379
800.0,4.0,100.0,3.333e-05,4.0,5.0176,0.2964,0.67182,5.2849,1.5087,1.0783,4.2238,0.56164,1.7236,5.1326,1.3457,1.2086,4.4847,0.51584,1.8329,4.4132,0.53845,1.7142,5.5976,1.3352,1.087,6.1787,0.26719,0.64796,5.7376,1.2066,0.63943,5.6739,0.63235,6.257,5.0615,1.3645,1.2028,5.5196,0.93021,0.29354,0.090684,0.26076,0.33592,5.4764,1.2702,1.1957,4.3315,0.43364,1.9219,5.6581,0.36669,0.82927,4.2335,0.93487,1.9885,4.5036,1.2209,1.904,5.6225,0.42434,0.93693,5.2778,1.4241,1.1035,3.7311,0.3761,2.1139,6.0159,0.91573,6.2425
800.0,4.0,100.0,3.333e-05,8.0,5.0284,0.2729,0.6529,5.2793,1.5033,1.0859,4.2919,0.57315,1.6948,5.1126,1.3256,1.2235,4.4164,0.53653,1.8872,4.4402,0.54382,1.6973,5.6032,1.3175,1.0872,6.249,0.26244,0.58363,5.7585,1.2094,0.63183,5.6554,0.62929,6.2721,5.0475,1.3523,1.214,5.5299,0.89435,0.2667,0.14877,0.26584,0.29026,5.4922,1.2603,1.1941,4.311,0.44103,1.9453,5.6352,0.3598,0.84966,4.2262,0.93116,1.9921,4.5296,1.1943,1.8513,5.5914,0.42015,0.96098,5.2694,1.4041,1.116,3.7366,0.36717,2.109,6.004,0.91735,6.2563
800.0,4.0,100.0,3.333e-05,16.0,5.0246,0.27415,0.65481,5.2748,1.4906,1.0933,4.3146,0.57348,1.6806,5.1027,1.3095,1.2366,4.3906,0.54367,1.9164,4.4512,0.54408,1.6885,5.6123,1.3152,1.0854,6.257,0.2596,0.5789,5.7641,1.2132,0.62258,5.638,0.62788,0.005857,5.0363,1.3388,1.2265,5.5211,0.89032,0.27318,0.15246,0.26388,0.29228,5.5044,1.2601,1.1951,4.308,0.43942,1.9524,5.6275,0.35501,0.85847,4.2193,0.93075,2.0008,4.5427,1.1695,1.8202,5.5773,0.41661,0.97414,5.2646,1.3816,1.1259,3.7356,0.3602,2.1054,5.9988,0.91895,6.2654
800.0,4.0,100.0,3.333e-05,32.0,4.8672,0.41089,0.82777,5.2974,1.4933,0.97128,4.1304,0.57244,1.6642,5.1661,1.3871,1.1575,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8534,0.33527,0.9822,5.6194,1.2572,0.61651,5.7375,0.62908,6.2208,5.093,1.385,1.1479,5.3858,1.0223,0.43636,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6885,0.37078,0.7965,4.2751,0.97589,2.0794,4.4562,1.1817,2.0699,5.6157,0.46704,1.0269,5.3008,1.447,0.99792,3.8291,0.42911,1.9485,6.0875,0.91445,6.2379
800.0,8.0,100.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379
800.0,8.0,100.0,3.333e-05,2.0,4.9777,0.35499,0.72907,5.2919,1.5043,1.041,4.1429,0.55759,1.7302,5.1582,1.3709,1.1873,4.5508,0.49225,1.8019,4.3638,0.51889,1.7387,5.5986,1.3768,1.0837,5.9813,0.2871,0.83355,5.6838,1.2174,0.62366,5.7064,0.63121,6.2389,5.0832,1.379,1.1844,5.4621,0.98343,0.36276,6.242,0.25558,0.44592,5.4671,1.2954,1.2101,4.3405,0.40383,1.9159,5.6752,0.37008,0.81205,4.2486,0.95071,2.025,4.473,1.2089,1.9885,5.636,0.43883,0.95159,5.298,1.444,1.0642,3.7776,0.39161,2.0468,6.0449,0.91471,6.2378
800.0,8.0,100.0,3.333e-05,4.0,5.017,0.29676,0.67296,5.2852,1.5089,1.0782,4.2233,0.56082,1.7235,5.1332,1.3461,1.2083,4.4852,0.51566,1.8324,4.413,0.53829,1.7137,5.5977,1.3355,1.0867,6.1775,0.26709,0.6489,5.7375,1.2063,0.63901,5.6738,0.63231,6.257,5.062,1.3648,1.2026,5.5196,0.93009,0.29386,0.089787,0.26044,0.33683,5.4765,1.2703,1.1955,4.3315,0.43341,1.9216,5.659,0.3667,0.82803,4.2336,0.93495,1.9884,4.5038,1.2213,1.9038,5.6234,0.42433,0.93597,5.2782,1.4246,1.1033,3.7322,0.37613,2.1127,6.0166,0.91566,6.2422
800.0,8.0,100.0,3.333e-05,8.0,5.027,0.27361,0.65511,5.2797,1.5036,1.0858,4.2913,0.57124,1.6946,5.1133,1.3259,1.2235,4.4179,0.53603,1.886,4.443,0.54338,1.6937,5.6026,1.3174,1.0869,6.2493,0.26261,0.58298,5.7594,1.2093,0.63099,5.655,0.62937,6.2724,5.048,1.3525,1.2141,5.5296,0.89372,0.26694,0.14753,0.26608,0.29162,5.4919,1.2603,1.1938,4.3112,0.44075,1.9446,5.6366,0.35988,0.84808,4.2264,0.93141,1.9921,4.5307,1.1943,1.8494,5.5928,0.4202,0.9597,5.27,1.4045,1.1159,3.7369,0.36707,2.1083,6.0047,0.91728,6.2558
800.0,8.0,100.0,3.333e-05,16.0,5.0243,0.27449,0.65554,5.2751,1.4917,1.0931,4.3149,0.57229,1.6804,5.1034,1.31,1.2366,4.3913,0.54354,1.9159,4.4557,0.54357,1.6835,5.6112,1.3147,1.0854,6.2596,0.25997,0.57612,5.7651,1.2131,0.62201,5.6377,0.6279,0.0060454,5.0368,1.3393,1.2265,5.5206,0.88991,0.27345,0.1535,0.26514,0.29184,5.5044,1.2598,1.195,4.3083,0.43914,1.9518,5.6274,0.35501,0.85829,4.2195,0.93098,2.0007,4.5448,1.1693,1.8172,5.5767,0.41689,0.97455,5.265,1.3824,1.1257,3.7364,0.36004,2.1045,5.9992,0.91892,6.2652
800.0,8.0,100.0,3.333e-05,32.0,4.8672,0.4109,0.82778,5.2974,1.4933,0.97128,4.1304,0.57244,1.6642,5.1661,1.3871,1.1575,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8534,0.33528,0.98221,5.6194,1.2572,0.61651,5.7375,0.62908,6.2208,5.093,1.385,1.1479,5.3858,1.0223,0.43637,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6885,0.37078,0.7965,4.2751,0.9759,2.0794,4.4562,1.1817,2.0699,5.6157,0.46704,1.0269,5.3008,1.447,0.99791,3.8291,0.42912,1.9485,6.0875,0.91445,6.2379
800.0,16.0,100.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,4.8057,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379
800.0,16.0,100.0,3.333e-05,2.0,4.9776,0.35495,0.72913,5.292,1.5044,1.0409,4.143,0.55758,1.7302,5.1584,1.3709,1.1871,4.5509,0.4923,1.8017,4.3638,0.519,1.7386,5.5987,1.3768,1.0835,5.9813,0.28702,0.83357,5.6838,1.2174,0.6237,5.7064,0.6312,6.2389,5.0834,1.3791,1.1842,5.4621,0.98337,0.36277,6.2422,0.25549,0.4459,5.4672,1.2953,1.2099,4.3402,0.4036,1.9161,5.6758,0.36991,0.81112,4.2487,0.9507,2.025,4.473,1.2088,1.9885,5.6359,0.43888,0.95174,5.2981,1.444,1.0642,3.7778,0.39164,2.0465,6.045,0.91471,6.2378
800.0,16.0,100.0,3.333e-05,4.0,5.0168,0.29697,0.67345,5.2853,1.509,1.0782,4.223,0.56038,1.7235,5.1335,1.3463,1.2083,4.4856,0.51554,1.832,4.4126,0.53819,1.7136,5.5978,1.3359,1.0865,6.176,0.26692,0.65024,5.7374,1.2061,0.6387,5.6736,0.63225,6.257,5.0622,1.365,1.2027,5.5197,0.92994,0.29394,0.088646,0.26005,0.33795,5.4765,1.2704,1.1953,4.3312,0.43326,1.9216,5.6598,0.36664,0.82696,4.2336,0.93499,1.9883,4.5039,1.2216,1.9037,5.6239,0.42425,0.93528,5.2784,1.4248,1.1033,3.7326,0.37608,2.1123,6.0169,0.91564,6.2422
800.0,16.0,100.0,3.333e-05,8.0,5.026,0.2742,0.65661,5.2799,1.5036,1.0859,4.2908,0.57019,1.6945,5.1135,1.3259,1.2237,4.4193,0.53545,1.8848,4.4439,0.54305,1.6921,5.6023,1.3178,1.0867,6.2475,0.26254,0.58459,5.7595,1.2091,0.63051,5.6546,0.62946,6.2725,5.0481,1.3525,1.2143,5.5296,0.89328,0.26715,0.14442,0.26542,0.29441,5.4918,1.2607,1.1937,4.3111,0.44064,1.9444,5.638,0.35987,0.84662,4.2263,0.93152,1.9919,4.5312,1.1942,1.8484,5.594,0.42012,0.95858,5.2702,1.4046,1.1159,3.7369,0.36699,2.1081,6.0051,0.91725,6.2555
800.0,16.0,100.0,3.333e-05,16.0,5.0237,0.2748,0.6563,5.2752,1.4919,1.0931,4.3148,0.57169,1.6802,5.1034,1.31,1.2368,4.3922,0.54316,1.9152,4.458,0.54338,1.6808,5.6106,1.3146,1.0851,6.2597,0.25997,0.57606,5.7651,1.2131,0.62187,5.6373,0.628,0.0060574,5.0368,1.3393,1.2267,5.5205,0.88982,0.27392,0.15151,0.26485,0.29371,5.5047,1.2599,1.1948,4.3085,0.439,1.9515,5.6285,0.35494,0.85726,4.2194,0.93102,2.0007,4.5455,1.1691,1.816,5.5769,0.41691,0.97427,5.2651,1.3824,1.1258,3.7365,0.35993,2.1043,5.9994,0.91893,6.2651
800.0,16.0,100.0,3.333e-05,32.0,4.8672,0.41091,0.8278,5.2975,1.4933,0.97127,4.1304,0.57243,1.6642,5.1661,1.3871,1.1575,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8533,0.33529,0.98224,5.6194,1.2572,0.6165,5.7375,0.62908,6.2208,5.093,1.385,1.1479,5.3858,1.0223,0.43638,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6885,0.37078,0.79649,4.2751,0.9759,2.0794,4.4562,1.1817,2.0699,5.6157,0.46704,1.0269,5.3008,1.447,0.99791,3.8292,0.42912,1.9485,6.0875,0.91445,6.2379
100.0,0.5,200.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,3.5781,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,5.09,6.0875,0.91445,6.2379
100.0,0.5,200.0,3.333e-05,2.0,4.9824,0.35247,0.72516,5.292,1.5043,1.0448,4.1439,0.55739,1.7328,5.1577,1.3707,1.1897,4.5485,0.49087,1.8018,4.3639,0.51863,1.7391,5.5988,1.3763,1.0844,5.9876,0.28482,0.82653,5.6863,1.2159,0.62453,5.7063,0.63115,6.2393,5.0826,1.3789,1.1874,5.4657,0.98115,0.35949,6.2459,0.25515,0.44091,5.4672,1.2959,1.2102,4.3373,0.40291,1.918,5.6793,0.36844,0.8058,4.2471,0.94951,2.0231,4.4737,1.2098,1.9846,5.6391,0.43662,0.94499,5.2981,1.4432,1.0676,3.7741,0.38986,2.0528,6.0423,0.91486,6.2383
100.0,0.5,200.0,3.333e-05,4.0,5.02,0.29283,0.66899,5.2846,1.5087,1.083,4.229,0.56421,1.7231,5.1291,1.3424,1.2128,4.4795,0.51528,1.8332,4.4126,0.53813,1.7153,5.5977,1.335,1.0876,6.1843,0.26522,0.64265,5.7381,1.2054,0.64212,5.6756,0.63198,6.2557,5.0577,1.3617,1.2075,5.5234,0.92571,0.28765,0.097273,0.26013,0.32765,5.4767,1.2715,1.1955,4.326,0.43424,1.9251,5.6623,0.36509,0.82177,4.2325,0.9343,1.9865,4.5053,1.2214,1.8972,5.6258,0.42163,0.92808,5.2751,1.4205,1.1084,3.7234,0.37497,2.1249,6.0131,0.91589,6.2432
100.0,0.5,200.0,3.333e-05,8.0,5.0278,0.27238,0.65279,5.2779,1.5003,1.0905,4.2905,0.57771,1.6952,5.1054,1.3197,1.2288,4.4151,0.5345,1.8844,4.4326,0.54363,1.704,5.6052,1.3201,1.0866,6.2399,0.26024,0.59293,5.7542,1.2086,0.63467,5.6568,0.62874,6.2711,5.0422,1.3483,1.219,5.5347,0.88829,0.26218,0.14291,0.2617,0.29276,5.4929,1.2637,1.1938,4.304,0.44277,1.951,5.6427,0.35797,0.83982,4.2243,0.93087,1.9917,4.53,1.1937,1.8468,5.5973,0.4167,0.95093,5.2652,1.3984,1.1212,3.7317,0.36652,2.1167,6.0019,0.91747,6.2574
100.0,0.5,200.0,3.333e-05,16.0,5.0221,0.27469,0.65717,5.273,1.4838,1.0981,4.3087,0.57776,1.6812,5.0946,1.3021,1.242,4.3916,0.54028,1.9119,4.441,0.54441,1.6974,5.6152,1.3186,1.0837,6.2433,0.25683,0.59323,5.7584,1.2123,0.62578,5.6391,0.62721,0.0049771,5.0305,1.3337,1.232,5.5278,0.888,0.27327,0.14196,0.25776,0.29881,5.5055,1.2643,1.1943,4.3026,0.44069,1.9569,5.6401,0.35306,0.84447,4.2162,0.93053,2.0014,4.538,1.1695,1.825,5.5885,0.41235,0.96056,5.2602,1.3739,1.131,3.7312,0.35987,2.1116,5.9971,0.91916,6.2664
100.0,0.5,200.0,3.333e-05,32.0,5.0163,0.2786,0.66184,5.2721,1.4707,1.1026,4.3217,0.57536,1.6714,5.091,1.2933,1.2481,4.3808,0.54463,1.9241,4.45,0.54485,1.6893,5.6181,1.321,1.081,6.2351,0.25712,0.60367,5.7591,1.2149,0.62319,5.6316,0.62802,0.011964,5.0264,1.3251,1.2392,5.5235,0.88832,0.27801,0.12978,0.25651,0.31351,5.5087,1.267,1.1927,4.3078,0.43919,1.953,5.6489,0.35341,0.83968,4.2128,0.93159,2.0054,4.5363,1.1586,1.8205,5.5954,0.41163,0.95793,5.2586,1.3586,1.1359,3.7152,0.35768,2.1214,5.9994,0.91941,6.2651
100.0,1.0,200.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379
100.0,1.0,200.0,3.333e-05,2.0,4.9822,0.35257,0.72525,5.292,1.5043,1.0447,4.1439,0.55739,1.7328,5.1577,1.3707,1.1896,4.5485,0.49093,1.8019,4.3639,0.51864,1.7391,5.5988,1.3763,1.0844,5.9873,0.28491,0.8268,5.6862,1.2159,0.62447,5.7063,0.63116,6.2393,5.0826,1.379,1.1873,5.4656,0.98124,0.3596,6.2457,0.25517,0.44116,5.4672,1.2959,1.2102,4.3375,0.40295,1.918,5.679,0.3685,0.80618,4.2471,0.94955,2.0232,4.4737,1.2097,1.9847,5.6389,0.4367,0.94528,5.2981,1.4433,1.0675,3.7742,0.3899,2.0526,6.0424,0.91486,6.2383
