D0,QD,FN0,QFN,T0,gamma,Nc,D,FN,realisation,temperature,stress,time_failure,strain_1,strain_2,strain_3,strain_4,strain_5,strain_6,strain_7,strain_8,strain_9,strain_10
3.148e-07,91750.0,8711000000.0,81440.0,254.0,0.3711,0.0002991,4.4844299071546576e-14,7295.68823562684,0,700,105,9039120.8076096,0.0031722751851801,0.005169474661985,0.007139061838607,0.0090935725694518,0.011360410411013,0.013294599639222,0.015222553308139,0.017146065584696,0.01938962850783,0.021443565181316
3.148e-07,91750.0,8711000000.0,65150.0,254.0,0.3711,0.0002991,4.4844299071546576e-14,119843.87838486015,0,700,105,3135120.8076096,0.0014636008291911,0.0024954382642429,0.0031761541556008,0.0038483538805412,0.004515502827198,0.0051794280546687,0.0058413181812154,0.0068329457400835,0.0075003050193527,0.0082742476741281
3.148e-07,91750.0,13070000000.0,97730.0,254.0,0.3711,0.0002991,4.4844299071546576e-14,666.3835272301535,0,700,105,22431120.80761,0.0061538641590421,0.011030621477148,0.016169556949449,0.021269577649926,0.026030433218477,0.031099154992137,0.035851404457636,0.040929559789083,0.045706878333128,0.050947271994264
3.148e-07,91750.0,13070000000.0,81440.0,254.0,0.3711,0.0002991,4.4844299071546576e-14,10946.463694138767,0,700,105,7167120.8076096,0.0024932642214167,0.0041766842895118,0.0058293089699229,0.007467499103277,0.0090962030324847,0.010717801890159,0.012333943323631,0.013946258691906,0.015558461605052,0.017267519332024
3.148e-07,91750.0,13070000000.0,65150.0,254.0,0.3711,0.0002991,4.4844299071546576e-14,179813.96974975572,0,700,105,2559120.8076096,0.0014639214312881,0.0021503451486264,0.0028384459405717,0.0031777541544444,0.0038508455245058,0.0045193039504797,0.0051853229279074,0.0055180739495298,0.0061866130169981,0.0069428002984012
3.148e-07,73400.0,4356000000.0,97730.0,254.0,0.3711,0.0002991,1.0494765451748595e-12,222.09385192154159,0,700,105,15807120.80761,0.0045091319041883,0.0081176830550044,0.011681133662386,0.015216792301419,0.018733156594284,0.022236496948155,0.025732121697891,0.029225045250841,0.032721434419413,0.036323567052054
3.148e-07,73400.0,4356000000.0,81440.0,254.0,0.3711,0.0002991,1.0494765451748595e-12,3648.2628807703495,0,700,105,5295120.8076096,0.0021502834726715,0.0035119897305314,0.004512730061035,0.0058347451503351,0.0071482955182182,0.0081297075968773,0.0094348309754202,0.010737908988823,0.0117166537078,0.013091490109521
3.148e-07,73400.0,4356000000.0,65150.0,254.0,0.3711,0.0002991,1.0494765451748595e-12,59928.81807421085,0,700,105,1983120.8076096,0.0012315646632429,0.0018008348723578,0.002153525873907,0.0028436500309043,0.0031843672644037,0.0035234389629169,0.0041991391213294,0.0045370578879888,0.0052264104576233,0.0056395468089644
3.148e-07,73400.0,8711000000.0,97730.0,254.0,0.3711,0.0002991,1.0494765451748595e-12,444.13671811031884,0,700,105,10911120.80761,0.0035101954283664,0.0058298482330833,0.0084451329761421,0.011039056079544,0.013296271536537,0.015865311653871,0.018106430359041,0.020663024841791,0.022900232596217,0.025577479248066
3.148e-07,73400.0,8711000000.0,81440.0,254.0,0.3711,0.0002991,1.0494765451748595e-12,7295.68823562684,0,700,105,3711120.8076096,0.0017992211571554,0.0024966115132637,0.0035139984357783,0.0045162061716338,0.005179841968093,0.0061712487057302,0.0068305288040505,0.0078187850997934,0.0084796607318883,0.0095409200885733
1.574e-07,110100.0,8711000000.0,65150.0,254.0,0.3711,0.0002991,9.581020025956129e-16,119843.87838486015,0,700,105,9039120.8076096,0.003171450918855,0.0051685763673857,0.007137966321401,0.0090921485448799,0.011358389617404,0.013291818771534,0.015218681995552,0.017140589180301,0.0193805405362,0.021405670142763
3.148e-07,73400.0,8711000000.0,65150.0,254.0,0.3711,0.0002991,1.0494765451748595e-12,119843.87838486015,0,700,105,1551120.8076096,0.0012321824601554,0.0014670692240539,0.0018025427151529,0.0025048602801387,0.0028501966393633,0.00319398926541,0.0035377645309283,0.0038845463926053,0.0042602354079422,0.0048807130801821
3.148e-07,73400.0,13070000000.0,97730.0,254.0,0.3711,0.0002991,1.0494765451748595e-12,666.3835272301535,0,700,105,8751120.8076096,0.0028361246187582,0.0048415742984528,0.0068150134640324,0.0090975893008314,0.0110426011839,0.012979754116468,0.014911089390812,0.016838798582031,0.018767682055386,0.020811832107929
3.148e-07,73400.0,13070000000.0,81440.0,254.0,0.3711,0.0002991,1.0494765451748595e-12,10946.463694138767,0,700,105,2991120.8076096,0.0014652710687704,0.002151473659064,0.0028393885732218,0.0038514914101556,0.0045195706777128,0.0051847565746951,0.0058483759061094,0.0065117942262176,0.0071784333149778,0.007895380921259
3.148e-07,73400.0,13070000000.0,65150.0,254.0,0.3711,0.0002991,1.0494765451748595e-12,179813.96974975572,0,700,105,1263120.8076096,0.0010651813201159,0.0014679579164086,0.0018040373187124,0.0021589121165476,0.0025090861346955,0.0025090861346955,0.002857032171763,0.0032054656018602,0.0035616783775975,0.0040359015760067
4.722e-07,110100.0,4356000000.0,81440.0,254.0,0.3711,0.0002991,2.8743060077868388e-15,3648.2628807703495,0,700,105,27759120.80761,0.0074608905960731,0.013604415267897,0.019676120247452,0.025709198742551,0.032042713015173,0.038061243707107,0.044095419893326,0.050156710975882,0.056577734159761,0.062812629384924
4.722e-07,110100.0,4356000000.0,65150.0,254.0,0.3711,0.0002991,2.8743060077868388e-15,59928.81807421085,0,700,105,8751120.8076096,0.0028334511969408,0.0048385660398184,0.0068113570292793,0.0090927201175924,0.011036196948812,0.012971206761754,0.014899551280195,0.01682297982779,0.018744846571067,0.020762804944177
4.722e-07,110100.0,8711000000.0,81440.0,254.0,0.3711,0.0002991,2.8743060077868388e-15,7295.68823562684,0,700,105,18543120.80761,0.005166888455993,0.0094128957653334,0.013606285891603,0.017766900870169,0.021905841067923,0.025714439909176,0.02983399977087,0.033952858736965,0.038077423936142,0.04229904851917
4.722e-07,110100.0,8711000000.0,65150.0,254.0,0.3711,0.0002991,2.8743060077868388e-15,119843.87838486015,0,700,105,6015120.8076096,0.0021476792475213,0.0038434604865516,0.0051707009743544,0.0064864648496544,0.007794769215181,0.009097537860105,0.010396016562031,0.012014899564117,0.013310487045266,0.014704670917329
4.722e-07,110100.0,13070000000.0,81440.0,254.0,0.3711,0.0002991,2.8743060077868388e-15,10946.463694138767,0,700,105,14655120.80761,0.004174244386819,0.0077886255359974,0.011031711212504,0.014249912993452,0.017450182242445,0.020637514938599,0.023816032090038,0.02730667131941,0.030479659904599,0.033746014387768
4.722e-07,110100.0,13070000000.0,65150.0,254.0,0.3711,0.0002991,2.8743060077868388e-15,179813.96974975572,0,700,105,4863120.8076096,0.0021480442432854,0.0031732918218307,0.0041778052036587,0.0055021799532325,0.006488758345116,0.0074713824238045,0.0087770441156105,0.0097540698260407,0.011059472241017,0.012145417266292
4.722e-07,91750.0,4356000000.0,97730.0,254.0,0.3711,0.0002991,6.726644860731986e-14,222.09385192154159,0,700,105,34959120.80761,0.009088075826961,0.016806881501416,0.024441107237417,0.032042315018598,0.039963394792728,0.047598217581868,0.055284104497843,0.063037685572223,0.071201429841735,0.07918104713786
4.722e-07,91750.0,4356000000.0,81440.0,254.0,0.3711,0.0002991,6.726644860731986e-14,3648.2628807703495,0,700,105,11343120.80761,0.0035081901920618,0.0061558596302978,0.0087672421807358,0.011358005482268,0.013933882138802,0.016178461043155,0.018735751994816,0.021287374104549,0.023838088885421,0.026521029031358
4.722e-07,91750.0,4356000000.0,65150.0,254.0,0.3711,0.0002991,6.726644860731986e-14,59928.81807421085,0,700,105,3711120.8076096,0.0017976470270686,0.002494879031483,0.0035117991779675,0.0045132633851209,0.0051762161417145,0.0061662167367816,0.0068242060260016,0.0078096422007826,0.0084672734867338,0.0095017571162354
4.722e-07,91750.0,8711000000.0,97730.0,254.0,0.3711,0.0002991,6.726644860731986e-14,444.13671811031884,0,700,105,23871120.80761,0.0064817762031177,0.01167592779813,0.017128162235346,0.022540382183171,0.027614563689418,0.032998798258853,0.038070078200483,0.043472048247175,0.04857794593307,0.054121877090551
4.722e-07,91750.0,8711000000.0,81440.0,254.0,0.3711,0.0002991,6.726644860731986e-14,7295.68823562684,0,700,105,7599120.8076096,0.0028345060729966,0.0045087881839223,0.0061577272018702,0.0077936017018779,0.0097450278514249,0.011363907519092,0.012977687609782,0.014587784041241,0.01651913306841,0.018206610095268
4.722e-07,91750.0,8711000000.0,65150.0,254.0,0.3711,0.0002991,6.726644860731986e-14,119843.87838486015,0,700,105,2703120.8076096,0.0014639900536341,0.0021503077715788,0.0028382723764799,0.0035147005432602,0.004184885967802,0.004518499350824,0.0051839084219907,0.0058483409873801,0.0065160969725573,0.0072671722280175
4.722e-07,91750.0,13070000000.0,97730.0,254.0,0.3711,0.0002991,6.726644860731986e-14,666.3835272301535,0,700,105,18975120.80761,0.0051678501645909,0.0097379933443948,0.013928571024045,0.01808754652836,0.022225754540127,0.026351490023464,0.030471683069295,0.034909699910189,0.03903869424311,0.04328898360563
1.574e-07,110100.0,13070000000.0,81440.0,254.0,0.3711,0.0002991,9.581020025956129e-16,10946.463694138767,0,700,105,22719120.80761,0.0061528503334634,0.011352229924726,0.016487815202351,0.021267666273806,0.026344720167094,0.031412050222834,0.036480018669812,0.041239677558924,0.046333819276471,0.051559294729584
4.722e-07,91750.0,13070000000.0,81440.0,254.0,0.3711,0.0002991,6.726644860731986e-14,10946.463694138767,0,700,105,6159120.8076096,0.0024937221795883,0.0038442216425834,0.0051715861461972,0.0064875655659369,0.0081224499781384,0.0094245365035245,0.010722785913165,0.012018426489599,0.013639488693224,0.015038979712334
4.722e-07,91750.0,13070000000.0,65150.0,254.0,0.3711,0.0002991,6.726644860731986e-14,179813.96974975572,0,700,105,2271120.8076096,0.0014643598534208,0.0017988991176456,0.0024974562966893,0.003179544865062,0.0035173362241199,0.0041892016751141,0.0045240613249767,0.0051938847273532,0.0055315095219947,0.0063270520635043
4.722e-07,73400.0,4356000000.0,97730.0,254.0,0.3711,0.0002991,1.5742148177622894e-12,222.09385192154159,0,700,105,13215120.80761,0.0038451717920045,0.0071409555901191,0.010067995864422,0.012973164239587,0.015862590840037,0.0187406123237,0.021610923862587,0.024795583591023,0.027663556793105,0.030652621349276
4.722e-07,73400.0,4356000000.0,81440.0,254.0,0.3711,0.0002991,1.5742148177622894e-12,3648.2628807703495,0,700,105,4431120.8076096,0.0017996060963738,0.0028382322376968,0.0038485829393236,0.0051779651404912,0.0061678650058422,0.007154028127917,0.0081378172620541,0.0091206265717604,0.01010555881115,0.011139883819141
4.722e-07,73400.0,4356000000.0,65150.0,254.0,0.3711,0.0002991,1.5742148177622894e-12,59928.81807421085,0,700,105,1695120.8076096,0.0012323344146871,0.0018021248983052,0.0021553546372041,0.0025030385934847,0.0028471862576942,0.0031891855147017,0.0035300032996618,0.0042121772478301,0.0045589598143621,0.0049511204775554
4.722e-07,73400.0,8711000000.0,97730.0,254.0,0.3711,0.0002991,1.5742148177622894e-12,444.13671811031884,0,700,105,9183120.8076096,0.0031750890432532,0.0051727195142367,0.0071429763949068,0.0094232709386563,0.011366867019167,0.013302907047499,0.015554645865701,0.01748109712248,0.019730965772297,0.021788385360259
4.722e-07,73400.0,8711000000.0,81440.0,254.0,0.3711,0.0002991,1.5742148177622894e-12,7295.68823562684,0,700,105,3135120.8076096,0.0014657979625382,0.0024979068329749,0.0031790644180323,0.0038519047774658,0.0045199128396012,0.0051849578802423,0.0058482832350444,0.0068426449536842,0.0075093668257688,0.0082259478122719
4.722e-07,73400.0,8711000000.0,65150.0,254.0,0.3711,0.0002991,1.5742148177622894e-12,119843.87838486015,0,700,105,1263120.8076096,0.0010656000646252,0.0014683159928387,0.0018043602209985,0.0021591776488589,0.0025092257237128,0.0025092257237128,0.0028568652834342,0.0032044472426976,0.003556278326176,0.0039622511255298
4.722e-07,73400.0,13070000000.0,97730.0,254.0,0.3711,0.0002991,1.5742148177622894e-12,666.3835272301535,0,700,105,7311120.8076096,0.0024958869798642,0.0041796475476774,0.0058328567308085,0.0077985284910148,0.009426939623371,0.01104905219306,0.012666593891363,0.014281458879976,0.01589801561191,0.017601584450082
4.722e-07,73400.0,13070000000.0,81440.0,254.0,0.3711,0.0002991,1.5742148177622894e-12,10946.463694138767,0,700,105,2559120.8076096,0.0014660457113431,0.0021526798804159,0.0028413152832187,0.0031810010592874,0.0038550844217963,0.0045249055433476,0.0051927516483227,0.0055266051328141,0.0061967941845982,0.0069106314676373
1.574e-07,110100.0,13070000000.0,65150.0,254.0,0.3711,0.0002991,9.581020025956129e-16,179813.96974975572,0,700,105,7167120.8076096,0.0024924690142733,0.0041758311356403,0.005828264603945,0.0074661322832193,0.0090943454438404,0.010715224693429,0.012330316866199,0.013941058081529,0.015550404976457,0.017238085386288
4.722e-07,73400.0,13070000000.0,65150.0,254.0,0.3711,0.0002991,1.5742148177622894e-12,179813.96974975572,0,700,105,1119120.8076096,0.0010659919573121,0.0014694707293629,0.0018063691714124,0.0018063691714124,0.0021627808200079,0.0025154998980538,0.0028679733775813,0.0028679733775813,0.0032280578514002,0.0037281868126792
1.574e-07,110100.0,4356000000.0,97730.0,254.0,0.3711,0.0002991,9.581020025956129e-16,222.09385192154159,0,700,122,15087120.80761,0.012257822862233,0.022392917553589,0.033457716403831,0.043530752178065,0.054695324346366,0.064964456600484,0.076426570442487,0.087019656103692,0.098881397949859,0.10986902471571
1.574e-07,110100.0,4356000000.0,81440.0,254.0,0.3711,0.0002991,9.581020025956129e-16,3648.2628807703495,0,700,122,14943120.80761,0.012259260342707,0.022395420145221,0.032455996360575,0.043535771139777,0.05368178053242,0.063939720493425,0.075387125516297,0.085965392665042,0.097809837433022,0.10878122260017
1.574e-07,91750.0,4356000000.0,81440.0,254.0,0.3711,0.0002991,2.2422149535773288e-14,3648.2628807703495,0,700,122,8319120.8076096,0.0071206460720396,0.013283200323911,0.019372459610994,0.024416841444512,0.030454202204206,0.036491087761792,0.042541985478211,0.047603977894784,0.053712153605798,0.05999920727038
1.574e-07,91750.0,4356000000.0,65150.0,254.0,0.3711,0.0002991,2.2422149535773288e-14,59928.81807421085,0,700,122,2847120.8076096,0.0029989460998969,0.005039261281615,0.0071255084649108,0.0091933517012761,0.011248997013424,0.013295616149659,0.015335536415009,0.017371184137705,0.019408646770898,0.021634752222016
1.574e-07,91750.0,8711000000.0,97730.0,254.0,0.3711,0.0002991,2.2422149535773288e-14,444.13671811031884,0,700,122,14943120.80761,0.012260307056296,0.022396692976553,0.032457627108262,0.043537961838816,0.053684669078052,0.063943541891305,0.075392343583722,0.085972365293317,0.097819585460183,0.10879493067472
1.574e-07,91750.0,8711000000.0,81440.0,254.0,0.3711,0.0002991,2.2422149535773288e-14,7295.68823562684,0,700,122,5727120.8076096,0.0050368801088149,0.0091879572344691,0.013285517003761,0.017351639233674,0.021397297664016,0.025430498821975,0.02945787137369,0.033485430390524,0.037520703583489,0.041751538979123
1.574e-07,91750.0,8711000000.0,65150.0,254.0,0.3711,0.0002991,2.2422149535773288e-14,119843.87838486015,0,700,122,1983120.8076096,0.0023279352601719,0.0039865357725933,0.0050414410217908,0.0071292858702642,0.0081660431169801,0.0091994742794761,0.011259018455326,0.012286495578888,0.01435147043608,0.015497989116992
1.574e-07,91750.0,13070000000.0,97730.0,254.0,0.3711,0.0002991,2.2422149535773288e-14,666.3835272301535,0,700,122,13647120.80761,0.011238145306851,0.020379790419486,0.030448392821074,0.039504317066934,0.049617772528366,0.05880264880719,0.069131216042793,0.078557941048445,0.089196452383823,0.099003519851526
1.574e-07,91750.0,13070000000.0,81440.0,254.0,0.3711,0.0002991,2.2422149535773288e-14,10946.463694138767,0,700,122,4575120.8076096,0.0039836306035083,0.0081576991588431,0.011243121161587,0.014306706708065,0.017354741764859,0.02039164976932,0.023421085548537,0.027454666412945,0.030482326322598,0.033676017820713
1.574e-07,91750.0,13070000000.0,65150.0,254.0,0.3711,0.0002991,2.2422149535773288e-14,179813.96974975572,0,700,122,1695120.8076096,0.0023285452302147,0.0039877890869329,0.0050432485804302,0.0060907345360835,0.0071327326282247,0.0081707389473691,0.0092059633294639,0.011274306856895,0.012341545588535,0.013730224383597
1.574e-07,73400.0,4356000000.0,97730.0,254.0,0.3711,0.0002991,5.247382725874298e-13,222.09385192154159,0,700,122,10335120.80761,0.0081568089204682,0.016335285890824,0.023410039358938,0.030454474396703,0.037497865446371,0.044562565351588,0.051666416061139,0.059851885417905,0.067087568566143,0.074549573826659
1.574e-07,73400.0,4356000000.0,81440.0,254.0,0.3711,0.0002991,5.247382725874298e-13,3648.2628807703495,0,700,122,3567120.8076096,0.0039858759345525,0.0060858366071441,0.0091933328057294,0.011248488388579,0.014314518770514,0.016350263090866,0.019395546686509,0.021422807674005,0.024481644100753,0.026803953689852
1.574e-07,110100.0,4356000000.0,65150.0,254.0,0.3711,0.0002991,9.581020025956129e-16,59928.81807421085,0,700,122,6447120.8076096,0.0060812677094899,0.010214822443804,0.015319818998346,0.019373874671034,0.024419059564741,0.028445695244599,0.033476432395388,0.037505070381196,0.042555333382916,0.04674663118013
1.574e-07,73400.0,4356000000.0,65150.0,254.0,0.3711,0.0002991,5.247382725874298e-13,59928.81807421085,0,700,122,1263120.8076096,0.0018683938525923,0.0030039338713593,0.003991887857848,0.0050491438754736,0.0060991965364112,0.0060991965364112,0.0071448941115724,0.0081888052226198,0.0092364661230076,0.010399651863985
1.574e-07,73400.0,8711000000.0,97730.0,254.0,0.3711,0.0002991,5.247382725874298e-13,444.13671811031884,0,700,122,7167120.8076096,0.0060834832210827,0.011242352416949,0.016337763546052,0.021397161863034,0.026436674962239,0.031468620030345,0.036503182717451,0.041549400700166,0.046617471105338,0.051975465686733
1.574e-07,73400.0,8711000000.0,81440.0,254.0,0.3711,0.0002991,5.247382725874298e-13,7295.68823562684,0,700,122,2559120.8076096,0.0030008158250234,0.0050417670912966,0.0071290622402919,0.0081654559255952,0.010228510681143,0.012282025927045,0.01432939412063,0.015352128560831,0.017415597169306,0.020100385227322
1.574e-07,73400.0,8711000000.0,65150.0,254.0,0.3711,0.0002991,5.247382725874298e-13,119843.87838486015,0,700,122,859920.80760956,0.0015475430501234,0.0023329029182572,0.0030071866527221,0.0039972392668917,0.0039972392668917,0.0050583668674803,0.0050583668674803,0.0061154829089997,0.0071807380248561,0.0076420296109299
1.574e-07,73400.0,13070000000.0,97730.0,254.0,0.3711,0.0002991,5.247382725874298e-13,666.3835272301535,0,700,122,5727120.8076096,0.0050386135642942,0.0091898387808255,0.013287762418904,0.017354469123553,0.021400978155588,0.025435380276521,0.029464444664223,0.033494452450792,0.03753352671468,0.04178367934625
1.574e-07,73400.0,13070000000.0,81440.0,254.0,0.3711,0.0002991,5.247382725874298e-13,10946.463694138767,0,700,122,1983120.8076096,0.0023293017136091,0.0039881275623867,0.0050432962756666,0.00713195543323,0.0081692794640634,0.0092034164732938,0.011264965090278,0.012293892454107,0.01436569485747,0.01551761097523
