tau_s,b,tau_0,gamma_0,n,valid_x_end,valid_y_1,valid_y_2,valid_y_3,valid_y_4,valid_y_5,valid_y_6,valid_y_7,valid_y_8,valid_y_9,valid_y_10,valid_y_11,valid_y_12,valid_y_13,valid_y_14,valid_y_15,valid_y_16,valid_y_17,valid_y_18,valid_y_19,valid_y_20,valid_y_21,valid_y_22,valid_y_23,valid_y_24,valid_y_25,prd_x_end,prd_y_1,prd_y_2,prd_y_3,prd_y_4,prd_y_5,prd_y_6,prd_y_7,prd_y_8,prd_y_9,prd_y_10,prd_y_11,prd_y_12,prd_y_13,prd_y_14,prd_y_15,prd_y_16,prd_y_17,prd_y_18,prd_y_19,prd_y_20,prd_y_21,prd_y_22,prd_y_23,prd_y_24,prd_y_25
999.999999999999,100.0,199.99999999999983,3.330000000000002e-05,3.0000000000000004,35999999.99999989,0.004756900000000005,0.006390300000000002,0.006390300000000002,0.008977200000000003,0.008977200000000003,0.008977200000000003,0.008977200000000003,0.013442000000000006,0.013442000000000006,0.013442000000000006,0.013442000000000006,0.013442000000000006,0.013442000000000006,0.019580999999999994,0.019581000000000005,0.019580999999999994,0.019581000000000015,0.019580999999999994,0.019581000000000005,0.025655000000000018,0.025655000000000018,0.025655000000000018,0.025655000000000018,0.025655000000000018,0.027020000000000016,28126116.04428243,0.004785099239271955,0.006400929625661975,0.007151489213092401,0.008872530251679858,0.009904998463391303,0.01066481547502677,0.011234633007533504,0.012984180348128649,0.01378401662332216,0.014432829419037382,0.01506318926710845,0.01567635541627242,0.016202632984317133,0.018258063573427546,0.01885946080797069,0.019443243252463178,0.020017567057899897,0.02063690702238094,0.021176258024302737,0.023030009832198585,0.02370660713115128,0.02427239790830807,0.02502146832536998,0.025645107316363817,0.02678518231599937
499.99999999999943,0.10000000000000005,399.9999999999997,3.330000000000002e-05,4.999999999999999,35999999.99999989,0.0006620100000000004,0.000786800000000001,0.000786800000000001,0.001021900000000001,0.001021900000000001,0.001021900000000001,0.001021900000000001,0.0014796000000000002,0.0014796000000000002,0.0014796000000000002,0.0014796000000000002,0.0014796000000000002,0.0014796000000000002,0.002140100000000002,0.002140100000000002,0.002140100000000002,0.002140100000000002,0.002140100000000002,0.002140100000000002,0.002799300000000002,0.002799300000000002,0.002799300000000002,0.002799300000000002,0.002799300000000002,0.002947800000000002,26748969.990209796,0.0005962512098098635,0.0007592299173126453,0.0007068297274685915,0.0010446379112528297,0.0010169100493541982,0.0009930230824995018,0.0009737015400365302,0.0015934327067621352,0.0015577323877558954,0.0015431176006528928,0.0015321980940627544,0.0015501315138500618,0.0015246656620268731,0.002348271859397332,0.002357137368068231,0.0023462080390492684,0.0023321485106734398,0.0023043562004101616,0.0023427595046054722,0.003084841572566491,0.00309571668829389,0.003109757596212571,0.003098087174796297,0.0030885507155278043,0.0032772195714115826
999.999999999999,0.10000000000000005,299.99999999999983,3.330000000000002e-05,3.999999999999999,26521423.052699987,0.0032579000000000006,0.005931700000000003,0.011246000000000008,0.011246000000000008,0.016515000000000002,0.021746000000000015,0.021746000000000015,0.026948000000000014,0.032137000000000006,0.032137000000000006,0.037353000000000004,0.039955,0.04256000000000003,0.045172000000000004,0.05042999999999998,0.05308900000000001,0.05578299999999998,0.05854700000000003,0.06273399999999998,0.06558000000000004,0.06998600000000008,0.07308700000000003,0.078202,0.08206099999999998,0.08822199999999997,19055198.148584552,0.0038741069818757985,0.0073095898407964325,0.010176159821608374,0.014070539495091964,0.01674509514800231,0.020137220461586416,0.022503914812338384,0.02858982392626299,0.03133322102246496,0.03381096326789352,0.03730295306309594,0.04041597498718393,0.043052834021987604,0.04953928887122845,0.053466686752775563,0.05633570537469578,0.0590429105123569,0.062131431324002666,0.06685969986259414,0.07179220590961723,0.07567466192220375,0.07966352358465288,0.08373968945460322,0.08766269778029875,0.09380529557536339
1999.9999999999982,0.10000000000000005,199.99999999999983,3.330000000000002e-05,3.0000000000000004,1798517.5550999958,0.006896700000000003,0.018579000000000002,0.024075000000000017,0.029374,0.03449499999999999,0.044171000000000016,0.04886100000000002,0.05787900000000007,0.06222500000000006,0.07062999999999998,0.074744,0.07878500000000001,0.08275700000000001,0.09052200000000002,0.094325,0.09808400000000009,0.10549999999999997,0.10917,0.11284000000000009,0.12025000000000001,0.12405000000000002,0.12793,0.13571000000000003,0.13952000000000003,0.14508000000000004,2174957.8966933824,0.010921243184401267,0.01987590741918576,0.0284418216360203,0.03634976098254145,0.043297289621108744,0.05133810963553762,0.058243501486909884,0.06285925340093233,0.0691048777614935,0.0763417924676343,0.08171843979186566,0.08828095373538992,0.09345850094122059,0.09658306587889008,0.10248900637107075,0.10794781793192866,0.11306190857237482,0.11859547588692188,0.12417118548689873,0.1273313620237789,0.13212289134919825,0.1382411973096649,0.1433976328653853,0.14957909011894155,0.15380684836124942
1499.9999999999989,1.0,399.9999999999997,3.330000000000002e-05,1.9999999999999998,2469606.1950999987,0.020066000000000007,0.03393200000000001,0.04577000000000004,0.05625500000000002,0.06578100000000002,0.07459200000000005,0.07459200000000005,0.08285500000000004,0.09068700000000003,0.09816799999999994,0.10536000000000006,0.11232000000000002,0.11908000000000006,0.12566,0.13210000000000002,0.1384100000000001,0.14460000000000006,0.15067000000000005,0.15067000000000005,0.15662000000000004,0.16246999999999998,0.16820000000000002,0.17382,0.18503000000000003,0.18503000000000003,3023749.1240392467,0.017785294180856042,0.031086811209504763,0.042374165570793536,0.05105559472429168,0.06082546894600026,0.07068225491027709,0.08002829991091578,0.08224272809405006,0.09078129976608837,0.09841749348977166,0.10573184489524128,0.11355758408899558,0.12003736506253099,0.12032211584573711,0.12786820394428644,0.13385166803247397,0.14038662774246227,0.14595700324839098,0.15371068265401444,0.1534361558302066,0.16013754560937996,0.16603872406751122,0.1721350015025573,0.17904728416693874,0.18370152860899916
999.999999999999,9.999999999999995,399.9999999999997,3.330000000000002e-05,1.0,137573.17109999986,0.016023000000000003,0.026848000000000014,0.026848000000000014,0.045457000000000004,0.045457000000000004,0.05431600000000001,0.06290100000000004,0.071311,0.071311,0.07960700000000005,0.08782600000000004,0.095982,0.10407000000000002,0.10407000000000002,0.11208,0.11999000000000003,0.12778000000000003,0.13544000000000006,0.13544000000000006,0.15029999999999996,0.15029999999999996,0.15747000000000008,0.16460999999999995,0.17182,0.17546,165052.4046217054,0.015335730042594692,0.026505153308121098,0.03435801153377483,0.04413434333838209,0.0538599833317064,0.06186247865509424,0.07005846255366019,0.07687432761536646,0.08725684746516986,0.09391038561070811,0.09986005437633944,0.10844911599733607,0.1162969974570116,0.1255348779676541,0.13165115554072376,0.13891489491455603,0.14758797513405322,0.15392919177574196,0.1617819517961279,0.16948609001447418,0.17705675505747395,0.18445883266238194,0.19009686890298988,0.19783632258165967,0.20500692440252993
1.0,9.999999999999995,199.99999999999983,3.330000000000002e-05,1.9999999999999998,144284.0574999999,0.007003499999999999,0.013528000000000017,0.020108000000000008,0.020107999999999997,0.02674800000000001,0.03345300000000001,0.040225000000000004,0.04707100000000002,0.05399500000000003,0.06100100000000002,0.06100100000000002,0.06809700000000003,0.075291,0.08259400000000001,0.09002999999999999,0.09755100000000005,0.10135999999999996,0.10909,0.11698000000000001,0.12099000000000008,0.12919,0.13773,0.14452999999999996,0.15423999999999996,0.1617000000000001,121631.20203917705,0.005833242277719302,0.010730097814518244,0.015804256818113056,0.01862032894295071,0.025697243609093177,0.028622894803987813,0.03461877861991851,0.03759184940987685,0.04374125540785834,0.04645200847465611,0.051950267834629665,0.055911073698319734,0.061683076777098646,0.06763887154769391,0.07144898952790983,0.07617595360258593,0.08109037609768303,0.08592236996681389,0.09029324666847048,0.09593193143134666,0.10200199732125706,0.10637657045473764,0.1127990729508676,0.11836404088502578,0.12522934229365223
1.0,100.0,399.9999999999997,3.330000000000002e-05,1.0,46976.20469999991,0.007056300000000007,0.013593000000000003,0.02680200000000001,0.02680200000000001,0.040136,0.04682800000000001,0.04682800000000001,0.06036499999999999,0.07404900000000005,0.07404900000000005,0.08788700000000005,0.08788700000000005,0.10189000000000004,0.10892000000000004,0.11600000000000003,0.12311999999999995,0.13028000000000006,0.13749000000000008,0.14474,0.15947999999999998,0.1668900000000001,0.17434000000000002,0.18182999999999996,0.18935000000000013,0.19690000000000002,36949.55741557839,0.009245459411485841,0.017103634416456476,0.025164447855280873,0.029334837981717404,0.04131669369852339,0.04733515851496115,0.05944945764730953,0.0584084761290105,0.07174154299768563,0.0768404790985234,0.08508433226768629,0.09427509560061086,0.10551383664643199,0.11046265105795235,0.11458219122641,0.12500094872223305,0.1339657766532046,0.14377652881134553,0.15184281302392438,0.1551655543996475,0.16500264784262783,0.17571840040708298,0.18315230163054674,0.19361825124196397,0.20362820808925206
1.0,0.10000000000000005,499.99999999999943,3.330000000000002e-05,1.0,63753.42069999993,0.010993000000000011,0.021542000000000002,0.021542000000000002,0.03216900000000001,0.04287800000000001,0.05367400000000003,0.05367400000000003,0.06456200000000002,0.07554500000000003,0.08663000000000007,0.08663000000000007,0.09782000000000002,0.10912000000000004,0.12053999999999998,0.12053999999999998,0.13207,0.14373,0.15553000000000003,0.15553000000000003,0.16746999999999995,0.17956999999999995,0.1918100000000001,0.1918100000000001,0.20417000000000005,0.21661000000000016,82913.32223657053,0.0076953189657771185,0.01548411782807541,0.021983416602131878,0.028127025995933214,0.03356626295206269,0.04465452043340951,0.0524170467145193,0.05451038326022301,0.0643065921914187,0.06913304627708514,0.07887583677580617,0.08493805351340553,0.0942024227369277,0.09745816609204426,0.10441539331258386,0.1116506313403671,0.11715260142163264,0.12362686630131674,0.13365020654554688,0.13592802940683696,0.13932439610507358,0.15009039177901115,0.1543333251421956,0.16274823691609364,0.16863810552055675
1999.9999999999982,9.999999999999995,199.99999999999983,3.330000000000002e-05,3.0000000000000004,35999999.99999989,0.010105000000000003,0.012889000000000005,0.012889000000000005,0.01644100000000001,0.016440999999999994,0.016441,0.016441,0.021049,0.021049,0.021049,0.021049,0.021049,0.021049,0.02583200000000001,0.02583200000000001,0.02583200000000001,0.02583200000000001,0.025831999999999997,0.02583200000000001,0.029678000000000017,0.029678000000000017,0.029678000000000017,0.02967800000000003,0.029678,0.03050700000000001,41515208.56468547,0.01055625229360412,0.013486369772048987,0.013224516393309536,0.016955946317182523,0.017225100897046354,0.017654449268589462,0.01748165729265587,0.021721003397848177,0.02212297895218349,0.022143449265776997,0.022418846506636912,0.022785328388730024,0.02283018219419674,0.027117917918336478,0.027250693206000393,0.02733670085350049,0.02757899061896186,0.027892666723790226,0.02802225555975271,0.031459836924727806,0.03150781580968616,0.031863711023843576,0.03202267204737012,0.03226651264468685,0.03325445710620201
1999.9999999999982,1.0,100.0,3.330000000000002e-05,4.999999999999999,35999999.99999989,0.013397000000000004,0.01688700000000001,0.01688700000000001,0.020912000000000014,0.020912000000000014,0.020912000000000014,0.020912000000000014,0.025538000000000016,0.025538000000000016,0.025538000000000016,0.025538000000000016,0.025538000000000016,0.02553800000000003,0.029812000000000012,0.02981200000000003,0.029812000000000012,0.029811999999999998,0.029812000000000012,0.029812000000000012,0.032958000000000015,0.032958000000000015,0.032958000000000015,0.032958000000000015,0.032958000000000036,0.033623,42693780.35611982,0.012243861022278526,0.016731041086036114,0.016001336804697053,0.021405404242231953,0.02060888014571862,0.021090595401138935,0.020940951560649564,0.02454093676716425,0.024992082679693432,0.02474554184823599,0.02474712871156096,0.02509888941596602,0.024914129346517485,0.027622391751710985,0.027659686013355243,0.02739944975737519,0.027534202808475985,0.027889854164731054,0.027627068824492448,0.029515443332556998,0.02917648315306165,0.029198509250418267,0.02903704301180145,0.029020113325741,0.029440171398774775
1499.9999999999989,9.999999999999995,299.99999999999983,3.330000000000002e-05,3.999999999999999,35999999.99999989,0.0028336999999999993,0.003869900000000003,0.003869900000000003,0.0051846,0.0051846,0.0051846,0.0051846,0.0068182000000000026,0.0068182000000000026,0.0068182000000000026,0.0068182000000000026,0.0068182000000000026,0.0068182000000000026,0.008417900000000011,0.008417900000000011,0.008417900000000011,0.008417900000000011,0.008417900000000011,0.008417900000000011,0.009641600000000005,0.009641600000000005,0.009641600000000005,0.009641600000000005,0.009641600000000005,0.009902900000000008,39404630.30784505,0.0028952119293112074,0.0038337061079590003,0.0037200914815589754,0.004998406042253197,0.004962606474041088,0.004993325930555665,0.004929093494822275,0.0065402063136078045,0.0064987833275377375,0.006456510521041794,0.006481952137867765,0.006492100025956236,0.006477819701253406,0.007975731755775447,0.008004270550044133,0.007961187206352187,0.007970684801467348,0.007976572296847818,0.007986287874908403,0.009157704641370648,0.009121558461411343,0.009131637228147567,0.009107100269543714,0.00911947197755816,0.00937291054716523
